 	avete	cucinato	le	verdure	</S>
è	0.8590546	0.025257953	0.0022026354	0.016913312	0.0965715
c	0.6510053	0.2637496	0.011224974	0.05505431	0.018965825
h	0.4455806	0.3932925	0.053522956	0.0570521	0.050551914
e	0.25617096	0.25659788	0.026999911	0.011551227	0.44867998
t	0.01130096	0.8762838	0.06448289	0.0021667567	0.045765568
e	0.025049334	0.89243186	0.05568398	0.004384791	0.02244988
m	0.0011942406	0.59602237	0.36359072	0.019989958	0.019202733
a	0.0010364882	0.23852248	0.6996539	0.024303759	0.036483288
r	0.00029630683	0.052554786	0.8557075	0.07305701	0.018384326
à	0.00033885535	0.022701668	0.81726784	0.12878872	0.030902926
t	0.0060960082	0.2968267	0.42232382	0.024805777	0.24994764
a	2.5618869e-05	0.009283279	0.79055697	0.17720845	0.022925645
t	3.139082e-05	0.0024381024	0.38563752	0.25702155	0.35487145
a	3.8601506e-06	8.299754e-05	0.15424445	0.8099362	0.03573248
l	0.00016686565	0.0003190394	0.1363595	0.7224997	0.14065488
à	6.3273515e-06	3.339179e-05	0.026835445	0.76518303	0.20794189
c	2.9779418e-05	0.000935848	0.023932144	0.17195062	0.80315155
h	0.0008056223	0.005100542	0.054599505	0.50415856	0.43533573
a	0.00046543064	0.0019381184	0.16245204	0.4595371	0.3756073
n	5.914111e-05	0.00031470714	0.013792276	0.10953129	0.8763026
a	2.1916508e-06	5.16987e-06	0.0008730735	0.8860909	0.113028735
</S>	0.00026773268	0.0002889607	0.0030127312	0.14350647	0.85292405
