 	dovevo	comprare	il	pane	ogni	giorno	</S>
ì	0.48001918	0.010896446	0.026516395	0.0074844444	0.009320762	0.089523144	0.37623963
c	0.9973168	0.0013563513	0.00039611978	4.1293847e-06	0.00021586707	0.00044078688	0.00026972734
h	0.8720102	0.079600655	0.0375551	0.001096124	0.0018220873	0.003515134	0.004400745
a	0.5944099	0.276737	0.043411277	0.037274472	0.0013759612	0.0043550874	0.04243632
n	0.008224145	0.96052843	0.02198644	0.005942125	0.00010898213	0.00031255916	0.002897137
a	0.0019851236	0.9549791	0.036037542	0.0055726976	0.000105160056	0.00056139386	0.0007590749
a	0.00017071619	0.83644366	0.12928389	0.0025858246	0.005103621	0.014443589	0.011968723
g	0.00011351504	0.6979674	0.2893694	0.008603783	0.0007518759	0.00088103744	0.0023128893
o	0.0002247821	0.31827387	0.60457355	0.07127134	0.0011649186	0.0030784092	0.0014130228
r	0.00011426976	0.23802933	0.60028446	0.11303433	0.009050239	0.027801456	0.0116859
à	9.115771e-05	0.09850969	0.8727579	0.017876178	0.0011530268	0.0073015243	0.0023104905
s	4.6895006e-05	0.02089629	0.9715945	0.0026216705	0.00019852722	0.0011768066	0.0034654073
o	1.0705404e-05	0.0032361518	0.9710905	0.008969144	0.0033599858	0.008656848	0.00467658
o	1.988543e-06	0.0020053394	0.87602246	0.06112313	0.018357692	0.008514662	0.03397479
s	8.763237e-07	0.00043895486	0.32064608	0.17859003	0.39825287	0.06518186	0.0368893
s	0.00017094833	0.0043586604	0.26577395	0.55496895	0.11193166	0.05939019	0.0034055854
o	0.0002044355	0.012893795	0.04745419	0.77616733	0.011752582	0.029702049	0.121825546
m	3.979995e-05	0.002457782	0.040824432	0.10487136	0.067501985	0.04401953	0.7402851
ì	4.2774856e-05	0.00016986088	0.008708422	0.31886834	0.271953	0.29402772	0.106229916
k	6.0683547e-06	0.00023656784	0.011803687	0.015103041	0.18150209	0.14853145	0.64281714
a	1.0444033e-06	9.968842e-06	0.0006304166	0.014953472	0.6136319	0.2115488	0.15922435
m	6.6362613e-06	1.1017824e-05	0.0004985189	0.010422911	0.4118186	0.24723624	0.33000612
è	5.438043e-06	7.9254605e-06	0.0001506846	0.0022311737	0.58303005	0.29909068	0.11548405
r	1.2558625e-07	1.5611564e-06	0.0005780592	1.519152e-05	0.13309233	0.7108565	0.15545624
i	2.5393396e-07	5.738659e-06	0.000105622144	0.0003508096	0.043687575	0.9488744	0.0069755013
</S>	8.984275e-06	9.190949e-06	0.00010790424	7.522219e-05	0.021174109	0.0562223	0.9224023
