 	quando	venne	Giovanni	Anna	aveva	già	dormito	</S>
m	0.3171427	0.112978525	0.032148924	0.02001122	0.017600724	0.037477124	0.023795696	0.43884513
ò	0.97430146	0.017871454	0.006448595	0.00064444536	0.00014104502	0.0003679641	0.00016604591	5.9081853e-05
t	0.9642759	0.027492149	0.0067635966	0.0006704868	0.0004471449	0.00011693882	0.00017218557	6.164823e-05
t	0.95198154	0.040302727	0.006832654	0.0006524911	1.689838e-05	3.1640982e-05	0.00017209543	9.898318e-06
i	0.6450481	0.035611305	0.0281786	0.095941685	0.03440051	0.060716838	0.038692217	0.06141076
ì	0.018731521	0.9617045	0.014890866	0.0016427957	0.0007477361	0.0009625104	0.0008735637	0.00044644423
r	0.00036627715	0.9887311	0.010749722	5.927734e-05	3.1709333e-05	2.3366685e-05	2.9300341e-05	9.344236e-06
t	0.0023531097	0.9884039	0.009080646	0.0001289531	8.036261e-06	6.0293246e-06	1.764653e-05	1.6425652e-06
e	0.022742381	0.11047055	0.023353795	0.106645346	0.074634425	0.15170549	0.05361585	0.45683217
o	0.00010101544	0.9576454	0.035089195	0.0036281105	0.00028018316	0.0011431663	0.0015298233	0.00058299926
G	6.9192134e-07	0.08451666	0.9097747	0.0041636117	0.00082284503	0.00038087412	0.00016760467	0.00017305864
i	1.0189963e-05	0.4637875	0.48214498	0.04505945	0.0014484363	0.0023607367	0.0047578076	0.00043088096
o	9.589756e-07	0.08110955	0.6461862	0.12913743	0.04483261	0.07263073	0.013688041	0.01241446
v	9.568392e-09	0.005000003	0.9811721	0.012007546	0.0012760024	0.00032096982	0.00012615978	9.7299715e-05
à	2.7893788e-07	0.0027905765	0.98189527	0.014877646	0.00016648289	8.024594e-05	0.00017393795	1.552886e-05
n	6.361087e-09	0.0161095	0.8976735	0.073732905	0.007544224	0.0029989125	0.0016375631	0.00030331893
n	3.0156975e-09	0.004987656	0.8260646	0.16417879	0.0008140712	0.0010205784	0.00276693	0.00016735155
i	6.820844e-06	0.053355817	0.112768695	0.28296134	0.050404914	0.08891623	0.031001518	0.3805846
e	5.7875e-08	0.0036864032	0.44846395	0.4989716	0.02077233	0.018138122	0.0056822733	0.0042852676
A	2.9417238e-08	0.0020917011	0.43989167	0.52275604	0.031251393	0.0028697301	0.00089826976	0.00024109878
n	1.793981e-09	0.0014705483	0.86284477	0.11995252	0.01184335	0.0013356152	0.0023798416	0.00017338856
n	6.884915e-09	0.00013591541	0.6611695	0.33171204	0.00483846	0.0005982241	0.0015209971	2.4791561e-05
a	6.9373726e-08	0.0007050815	0.024446502	0.49844927	0.08038144	0.058646236	0.02513667	0.31223467
g	5.107234e-08	8.594968e-05	0.012316704	0.54215235	0.18242157	0.23052134	0.015610779	0.016891208
i	5.0898064e-09	2.2635468e-06	0.011921254	0.8394684	0.11755481	0.018336566	0.007873954	0.004842719
à	2.578955e-08	1.3969583e-05	0.0026132963	0.17265621	0.3463373	0.44740713	0.01956079	0.011411231
ì	4.9200386e-09	7.361603e-06	0.027253889	0.029357458	0.37530807	0.5043502	0.061094478	0.002628603
c	1.06066835e-07	1.917407e-05	0.0063090865	0.0062768436	0.11792784	0.73919284	0.12591408	0.004359938
h	1.4559787e-07	9.783232e-06	0.061657436	0.09733185	0.35819656	0.102932416	0.3717327	0.008139041
e	3.880903e-09	1.0885546e-05	0.008913952	0.08497552	0.26846933	0.041164435	0.11348145	0.48298448
p	1.7810343e-07	0.00043642093	0.0014151417	0.0038782798	0.015505472	0.4561419	0.35388097	0.16874161
l	4.608551e-09	1.3244089e-07	0.0005356258	0.010820883	0.37222517	0.37188527	0.17665231	0.06788065
ò	5.435985e-10	4.112865e-06	0.0008488887	0.011224257	0.014036838	0.008912033	0.44492078	0.520053
s	4.1151518e-09	7.698322e-07	0.002479615	0.0016670813	0.0040330924	0.038764738	0.54371333	0.4093414
o	2.7897754e-10	1.2251687e-08	0.00021793348	0.0011756659	0.036588613	0.14859982	0.6656734	0.14774461
n	1.308642e-08	1.9444099e-06	8.911556e-06	0.0001104565	0.0026770222	0.08484665	0.4453667	0.4669883
t	2.7058686e-10	7.625858e-09	1.4594848e-05	0.0001379888	0.004337809	0.023956858	0.7906246	0.18092805
a	6.652406e-10	1.2128926e-07	4.743091e-05	0.0009958058	0.0037916368	0.008273336	0.23566397	0.7512276
</S>	2.5451374e-07	8.195337e-06	1.04880955e-05	5.580381e-05	0.00033992334	0.01670921	0.2775029	0.70537317
