 	la	pasta	vuole	sale	</S>
i	0.84552056	0.014274412	0.00049748196	0.04334524	0.09636226
p	0.7276882	0.25941744	0.008002654	0.0012549418	0.0036367045
à	0.4586869	0.49898943	0.02897962	0.009747328	0.0035967361
s	0.07719996	0.90373594	0.017669603	0.0007346826	0.00065985374
t	0.039580032	0.6420606	0.29628205	0.017713545	0.004363828
a	0.06435241	0.6319375	0.0258485	0.013457773	0.2644038
t	0.0026220353	0.05886471	0.6558944	0.18174575	0.100873135
è	0.00013114508	0.0038767857	0.9082605	0.0423718	0.045359742
l	0.0027829716	0.002043283	0.8677322	0.12062726	0.0068142475
i	0.0001352699	0.00011719413	0.58543867	0.4111054	0.0032034663
à	0.0001345796	0.00018785207	0.12059584	0.7936405	0.08544124
l	1.9111295e-07	3.19681e-08	0.0027273505	0.9955586	0.0017137007
a	2.164421e-06	1.3366188e-06	0.021401703	0.9729499	0.005644831
</S>	7.3571455e-06	6.034234e-06	0.0043754955	0.15722391	0.8383872
