 	voglio	un	forno	che	vende	rustici	</S>
t	0.8189105	0.016446115	0.009028036	0.0030919493	0.007454643	0.026084678	0.1189839
è	0.9621305	0.027313383	0.0093146665	0.0001249245	0.00031640203	0.00075340265	4.6700734e-05
l	0.9189419	0.06276804	0.017321583	0.00018005927	0.00016248767	0.0005154799	0.00011044087
o	0.56186473	0.38538218	0.05144504	0.00014988218	0.0002803687	0.00083762675	4.004093e-05
è	0.0060202572	0.8627282	0.10574455	0.0055695223	0.0041380334	0.012306802	0.0034927644
n	0.010474851	0.5263436	0.45911658	0.0006094775	0.0005363382	0.0027437883	0.00017531037
a	0.012459176	0.84898186	0.1376743	0.00031959335	0.00018549108	0.00036319677	1.6414937e-05
f	0.00023793886	0.12885396	0.7650288	0.09133385	0.009355182	0.0036889738	0.0015012979
ù	2.9262614e-05	0.043689724	0.7506441	0.15063708	0.028439153	0.021530826	0.0050298623
r	0.00014772297	0.057032265	0.91388094	0.017718771	0.0053795446	0.0051132925	0.0007276174
n	0.00011395068	0.018573249	0.9572742	0.0083796065	0.007359448	0.008223159	7.6315155e-05
o	0.04479082	0.12996945	0.01327876	0.06589673	0.04419146	0.032199774	0.669673
k	1.4666407e-05	0.0005263186	0.2202821	0.49290875	0.12755954	0.062236127	0.09647248
a	5.4494893e-07	0.00029545167	0.08738997	0.6799829	0.17715727	0.039057277	0.016116567
p	1.463544e-06	4.4317458e-05	0.008446173	0.38672593	0.5440499	0.041166622	0.019565474
u	1.4133541e-06	1.558324e-05	0.0011552057	0.43553168	0.4655999	0.07985585	0.01784042
l	3.5182973e-06	8.802331e-05	0.001935479	0.077798	0.84260404	0.0608253	0.016745543
ì	3.001725e-07	1.1186557e-05	0.001086474	0.04491106	0.46261388	0.4575165	0.033860583
r	2.389895e-07	1.3191773e-05	0.008767805	0.0021842972	0.0576018	0.858363	0.073069684
ù	6.0646465e-07	4.936371e-05	0.034872085	0.0059216293	0.110184215	0.8413997	0.007572319
s	1.2981812e-08	7.604812e-07	0.0010153704	0.00029600042	0.007561992	0.91929394	0.0718319
t	5.0914145e-10	3.405391e-08	0.00017502878	0.00024646532	0.010235173	0.98237234	0.006971
i	1.7572818e-07	6.130265e-05	0.0064352793	0.012520729	0.031736303	0.31586793	0.63337827
k	2.8893308e-07	6.9411794e-07	8.030124e-05	4.5586577e-05	0.001247677	0.4698739	0.5287516
u	1.9176392e-09	7.201778e-08	0.000111055015	0.00021512753	0.0025146317	0.8833517	0.11380746
</S>	1.9542675e-07	1.7361544e-06	0.00016733768	9.975051e-05	0.0007762332	0.37924165	0.6197131
