 	ho	scritto	una	lettera	al	mio	fratello	</S>
è	0.90027755	0.01929369	0.004240113	0.02168526	0.0023206929	0.0046365038	0.012627313	0.034918904
g	0.98110825	0.008131807	0.008137753	0.0004634692	0.00015258345	0.00058572774	0.00096658355	0.00045379522
r	0.34501085	0.5936891	0.040319644	0.012190226	0.004500034	0.0015279176	0.0016547029	0.001107532
a	0.044998597	0.8345055	0.011369965	0.055074472	0.022299899	0.0037816716	0.0059410925	0.022028834
t	0.00044026927	0.9346007	0.041888572	0.016064584	0.0031656974	0.0012591169	0.0011643496	0.0014167329
s	0.0016271531	0.92703867	0.045918074	0.017153488	0.00510729	0.0013407517	0.0010872731	0.00072728604
a	0.018765043	0.850486	0.024054658	0.042781908	0.010704701	0.010304335	0.01556965	0.02733372
è	6.024033e-05	0.11989806	0.74299616	0.0944765	0.0033407444	0.0073392685	0.021736102	0.010152889
n	8.5794636e-05	4.8369973e-05	0.9925321	0.006332118	0.00045157401	0.00019458034	0.0002375202	0.00011801455
a	0.00018971621	0.0072453637	0.8894637	0.09984037	0.002884481	0.00023855231	0.00010384137	3.4011842e-05
n	1.5911448e-05	0.00041020944	0.98658365	0.002970887	0.0063436553	0.0019091571	0.00094566616	0.00082091894
g	5.421679e-06	0.00030184392	0.7709366	0.02440724	0.19101828	0.008975214	0.0027404593	0.0016149186
r	0.0014107648	0.019300982	0.23342356	0.4935445	0.08646628	0.020703023	0.027958531	0.11719245
à	0.0038610443	0.045089133	0.21665314	0.56885463	0.051919006	0.02014164	0.016100332	0.07738108
m	4.1380417e-07	9.009949e-07	0.006297894	0.9798815	0.010739952	0.0011288368	0.001334561	0.00061577704
m	4.6385103e-06	5.707642e-06	0.049258262	0.655873	0.25834996	0.015831968	0.011370673	0.00930582
a	0.00011931253	0.0014044776	0.028067917	0.87920195	0.032632902	0.0063836607	0.009457563	0.042732187
a	2.0313495e-07	2.4760348e-07	0.0015522334	0.03366513	0.5418628	0.333501	0.046711423	0.04270698
d	9.79998e-07	1.4926294e-06	0.00063994044	0.0026879979	0.17850634	0.80800796	0.0044780085	0.005677255
r	2.9915776e-07	3.4321414e-07	0.0010634672	0.0031206377	0.64670247	0.18832253	0.13823059	0.02255963
e	0.0003467101	0.00011329175	0.14285347	0.117122404	0.16457377	0.036968287	0.20442139	0.33360073
f	2.3721346e-05	2.7646777e-06	0.0019413094	0.053086195	0.13301294	0.2559499	0.28532887	0.27065426
ù	9.724847e-07	1.044118e-06	3.4239703e-05	0.0006381443	0.35594565	0.40822917	0.060124975	0.1750258
m	3.1196517e-08	1.2514169e-09	0.0004068949	0.0018638175	0.01242218	0.14737763	0.7338795	0.10405002
m	4.470659e-09	1.1024035e-08	0.00020278181	0.0002508912	0.14946927	0.5019437	0.24566633	0.10246699
u	9.86674e-06	1.9191399e-05	0.03990868	0.10688512	0.16874123	0.0959447	0.16101798	0.42747322
</S>	1.4666924e-07	3.6660524e-08	1.2189209e-06	0.0001198156	0.0019081049	0.461029	0.1570533	0.3798884
