 	io	al	mio	fratello	non	gli	lo	scrissi	mai	una	lettera	al	mio	fratello	</S>
e	0.2483513	0.07023118	0.013437875	0.07409053	0.009808948	0.0020019673	0.01740671	0.01576934	0.03405817	0.046407092	0.19526604	0.018106814	0.024829883	0.053792216	0.17644182
v	0.9663462	0.03137819	0.0012041171	0.0003790903	0.00028362594	4.7051322e-05	0.00010498875	3.8888393e-05	6.59385e-05	0.00010208829	8.928223e-06	5.980439e-06	1.0172914e-05	1.2589588e-05	1.2196895e-05
ò	0.747447	0.24363117	0.006132122	0.001407832	6.062906e-05	0.00045026635	0.0001768779	0.00035075206	8.526234e-05	0.00018142471	3.2894484e-05	9.012341e-06	1.1050495e-05	1.4849729e-05	8.943623e-06
s	0.24214724	0.6584906	0.050031323	0.023128567	0.013927569	0.0025566842	0.0021205705	0.0053930604	0.0007108901	0.0011513982	0.00017268	4.8559836e-05	3.4693097e-05	4.2848875e-05	4.3297445e-05
t	0.086657174	0.87461406	0.034177795	0.0032455171	1.09692955e-05	8.673592e-05	3.8423623e-05	0.0009999943	2.0240972e-05	5.791484e-05	8.3130006e-05	2.7544381e-06	2.331901e-06	1.8412408e-06	1.1295732e-06
o	0.015427997	0.55613196	0.05606196	0.027354695	0.0058299354	0.001295191	0.03117647	0.054969653	0.04809101	0.060627148	0.03353281	0.020035122	0.033871315	0.03113998	0.024454826
d	0.0013045922	0.64550567	0.3195957	0.021447526	0.0031905908	0.0009901717	0.0018801254	0.0023155045	0.0010470293	0.001464574	0.00013984909	8.3826875e-05	0.00033184444	0.00040282856	0.00030017924
e	0.0020248159	0.1902478	0.58937395	0.15090455	0.00080345984	0.010208663	0.008038756	0.03231134	0.0033720634	0.008600377	0.0028615873	0.00034407544	0.00035040092	0.00039049322	0.00016766883
r	3.2808206e-05	0.07701926	0.4035694	0.2740899	0.06678136	0.011727599	0.045633793	0.03354329	0.017816406	0.0327677	0.007621381	0.0031455217	0.0077745644	0.013271557	0.0052054627
f	0.0003745987	0.076934464	0.6679916	0.1363599	0.0013829343	0.007539948	0.020312557	0.032589648	0.012661064	0.024557857	0.010984609	0.002612654	0.0022826905	0.002178227	0.001237298
ò	0.0040654987	0.24929519	0.42708662	0.061349776	0.0055615483	0.0013261917	0.012097723	0.021058738	0.0289117	0.029955516	0.03916949	0.008472952	0.029616125	0.0384434	0.04358951
m	3.9838715e-06	0.00086067594	0.19114873	0.70364875	0.049224474	0.024776867	0.013563093	0.009836609	0.0022990603	0.0030937034	0.000641014	0.00022191335	0.00017180006	0.00025804056	0.00025134019
u	5.9300623e-05	0.004332131	0.4729446	0.4348261	0.0009905292	0.017065221	0.012957699	0.03328373	0.002991031	0.007363498	0.011679543	0.00068278465	0.000357304	0.00032347892	0.00014309118
e	2.4448804e-07	5.908979e-05	0.058395557	0.28027782	0.3503229	0.15780249	0.12864427	0.011653643	0.0050539095	0.0041559758	0.00029271716	0.00028870674	0.00089669734	0.001288976	0.0008669768
n	1.741954e-06	3.046216e-05	0.022638626	0.01780546	0.38043916	0.19397642	0.2919881	0.057624266	0.01555172	0.018171819	0.00073357613	0.00029077998	0.000338211	0.00018688243	0.0002228058
t	1.8501942e-06	1.8588597e-05	0.003462007	0.008392393	0.008826468	0.8336419	0.12374188	0.013485468	0.0028015582	0.00433853	0.0007163488	0.00023851493	0.0001284563	0.00013591844	7.0168084e-05
u	7.602222e-05	0.006315646	0.15538311	0.13647905	0.0066555785	0.09069495	0.11888281	0.08799388	0.04571794	0.03625081	0.1918116	0.026519082	0.021938406	0.028130354	0.047150787
t	2.9178625e-07	2.9058149e-06	0.0006575092	0.021060992	0.0927805	0.06646481	0.70962834	0.05609274	0.025191592	0.012755962	0.002065978	0.0010149549	0.0030881737	0.0059502097	0.0032449453
ò	2.389277e-07	2.2147549e-06	0.00054928486	0.0024610455	0.012653386	0.090966344	0.5772853	0.09801722	0.06591167	0.060918577	0.016007863	0.015638473	0.023691999	0.024123458	0.0117729455
g	6.6074626e-09	6.154324e-07	0.0016918503	0.0926119	0.061678357	0.042102043	0.6731722	0.08128099	0.025140181	0.01589735	0.0024924432	0.00073082146	0.0008574742	0.0015555776	0.000788207
r	6.9176918e-09	1.6712598e-07	0.0004853654	0.008446388	0.0045743003	0.027185926	0.49923977	0.34846106	0.03756867	0.043401577	0.02730941	0.0016509813	0.0007641289	0.0006632855	0.0002490323
a	1.9488842e-05	0.0017826362	0.07422861	0.14159289	0.0031144093	0.054150674	0.15583657	0.08341537	0.0412851	0.027009973	0.2888346	0.02453046	0.008584321	0.014424826	0.08119008
