 	può	che	sono	ancora	svegli	</S>
i	0.72064805	0.0072656474	0.011824753	0.006686617	0.026657993	0.22691688
s	0.9293949	0.066926	0.0031294008	0.00027711882	2.3716762e-05	0.00024880815
ò	0.9336504	0.058778413	0.006814303	0.0006658033	1.3847172e-05	7.7248944e-05
z	0.8526888	0.12703274	0.018797988	0.0008706362	8.235455e-05	0.0005275951
i	0.7537293	0.16168906	0.08312426	0.0012597773	0.00014674736	5.0837385e-05
k	0.010408293	0.84406865	0.13980876	0.003084474	7.2637e-05	0.0025572847
a	0.00024333449	0.43302667	0.5547122	0.010406787	0.00042413	0.0011868936
ì	0.0002575827	0.24513322	0.69448155	0.041856162	0.00030561062	0.017965872
n	0.005127918	0.0034788146	0.9565195	0.03271201	0.00048381375	0.001677962
e	0.00083131355	0.006595819	0.94610137	0.04632251	0.00010542049	4.3408636e-05
a	7.436493e-05	0.0018776273	0.10488833	0.8882858	0.00038393124	0.0044898996
n	2.1821621e-05	0.00012760497	0.030935423	0.9595858	0.005897505	0.0034319102
k	6.0336282e-05	0.00016575168	0.021585258	0.97434264	0.003476714	0.00036919868
ò	0.00030009507	0.0022208362	0.008960585	0.034707516	0.010536861	0.9432741
r	0.0044925865	0.004665402	0.024962349	0.034480054	0.0018136611	0.929586
a	4.9263806e-05	0.0015772561	0.06802093	0.8758086	0.011085532	0.043458395
a	0.00010993994	3.0745166e-05	0.0003953705	0.5445605	0.15131341	0.30358997
t	4.361915e-06	7.5547546e-06	0.00023484901	0.05730777	0.7509076	0.19153796
s	0.00013824538	0.00014063538	0.005221002	0.59474087	0.39468756	0.0050716833
ù	1.9519852e-05	0.00041159344	0.0023368134	0.07888006	0.56802416	0.35032785
n	0.00029362045	0.00037158615	0.0034433762	0.047363546	0.29340512	0.65512276
n	4.0870273e-07	7.4837644e-06	0.00103124	0.03998908	0.53444624	0.42452556
i	0.00010474229	0.0019472889	0.004689237	0.005313607	0.049353596	0.9385915
t	8.316828e-07	7.3572174e-08	8.090242e-07	0.00038004207	0.82936144	0.1702568
i	2.8617944e-07	3.7312684e-06	4.0399977e-05	0.0029320612	0.09630803	0.9007155
</S>	2.9952304e-07	2.6222297e-06	8.924075e-06	0.00044710786	0.08938343	0.9101576
