 	Valeria	legge	il	giornale	</S>
e	0.6787646	0.13789019	0.008883128	0.05839746	0.11606469
V	0.9035522	0.09288622	0.0014932551	0.00079685246	0.0012715802
a	0.9680747	0.027913658	0.0023237136	0.0011847581	0.00050315977
l	0.73178506	0.21662657	0.02120671	0.017853158	0.012528473
è	0.3292514	0.62020016	0.02731474	0.020650579	0.0025830993
r	0.5606559	0.4202019	0.007698953	0.009529141	0.0019141559
i	0.027444663	0.87467974	0.053315468	0.041644312	0.0029158255
a	0.005624066	0.7489103	0.08430514	0.08260959	0.07855083
m	6.835799e-05	0.73431706	0.2422814	0.019180985	0.0041521722
e	0.0014667722	0.6123342	0.35601208	0.029112428	0.0010745297
l	0.00048212174	0.11780569	0.8119861	0.06333739	0.0063887476
e	8.4729334e-05	0.05103906	0.744059	0.19355519	0.011261881
t	0.0004014185	0.10180088	0.6077803	0.2310445	0.05897287
à	3.1873524e-06	0.0066464194	0.815083	0.13787201	0.04039533
o	4.1133193e-05	0.033513013	0.3789469	0.36428443	0.22321458
g	9.58324e-07	0.0003222991	0.15987812	0.65630275	0.18349583
i	1.8382301e-06	0.00046400432	0.2053997	0.78168386	0.012450561
o	3.8832854e-06	4.9641534e-05	0.02621517	0.85794324	0.11578811
r	2.5393736e-06	0.00010128499	0.007940858	0.87470317	0.117252156
n	1.0356025e-05	0.00024784208	0.011361819	0.94799024	0.0403897
à	8.377172e-06	0.00012787648	0.028536463	0.34969425	0.621633
l	9.952157e-08	4.4801734e-05	0.0031411587	0.70632887	0.29048505
e	1.8273362e-06	4.299658e-05	0.00417171	0.6308978	0.36488572
</S>	2.7979204e-05	3.6667476e-05	0.00083305174	0.16893724	0.8301651
