 	quest	anno	che	viene	mangio	quanti	voglio	</S>
f	0.9055959	0.008547036	0.00080984505	0.0026489315	0.011010012	0.0026296836	0.0058292495	0.06292936
è	0.81156206	0.17333254	0.0044075665	0.0045280773	0.0034194717	0.00094356446	0.0011566218	0.0006500559
o	0.9362035	0.060166586	0.0012471722	0.00089993887	0.00012919224	0.0010404105	0.00022988897	8.319336e-05
p	0.03907178	0.8646438	0.080949426	0.011036162	0.0026136648	0.0011837843	0.0001302905	0.0003710608
p	0.00896903	0.9798329	0.00818048	0.0017265462	0.00037105853	0.00065401505	0.00018383274	8.222842e-05
ò	0.18632464	0.35817018	0.117227376	0.07245681	0.0339137	0.004482288	0.053124044	0.17430103
r	0.0026393977	0.9364125	0.038386244	0.01229591	0.0009063184	0.0028879961	0.0021884977	0.0042831344
k	0.014609707	0.826586	0.101315185	0.040731136	0.0036909156	0.0066361	0.0045239083	0.0019071184
e	0.068824075	0.104827136	0.08318331	0.03668405	0.027595855	0.014863794	0.026151385	0.6378704
t	0.00012920862	0.26199183	0.57936263	0.08718727	0.01635147	0.008627391	0.02226858	0.024081612
e	1.613567e-05	0.04224169	0.64772993	0.2456968	0.012900223	0.013594746	0.027626792	0.010193672
e	1.0275854e-06	0.0023576028	0.28549778	0.38368714	0.28390536	0.03345942	0.008736956	0.002354702
t	5.580233e-06	0.0010365508	0.06147144	0.27389836	0.64534324	0.016578028	0.0010453433	0.0006214683
r	0.00010872123	0.0034658876	0.02357399	0.24135095	0.67893034	0.04009551	0.011510355	0.000964287
ò	4.4478835e-05	0.0010575678	0.036002357	0.077462874	0.62220526	0.08616294	0.0278469	0.14921765
o	0.0022171277	0.039792977	0.0107176285	0.042982258	0.43125206	0.15968658	0.017769428	0.29558197
p	5.387134e-07	6.660605e-06	0.0009020638	0.0347901	0.1564439	0.18545476	0.47241065	0.14999132
ò	9.8304845e-06	8.798403e-06	0.0023368485	0.055236664	0.35308757	0.18285339	0.33720332	0.06926354
s	1.4256486e-07	1.5805072e-05	0.000254157	0.0050996975	0.26032007	0.56631947	0.16183291	0.0061577666
s	1.985063e-07	6.6299646e-07	8.204039e-05	0.0046564913	0.046205875	0.40794688	0.52763057	0.01347736
a	5.49571e-06	0.0007312462	0.012928007	0.02082903	0.2385157	0.5076106	0.032933645	0.18644625
t	4.9772702e-06	4.4523753e-05	2.4348145e-05	0.00013504982	0.02632877	0.037151545	0.6223693	0.31394142
è	1.0595604e-06	2.1940546e-07	7.6220504e-06	0.00020639671	0.008286818	0.0268602	0.7170009	0.24763675
l	2.7453554e-08	5.1494686e-07	3.1306604e-06	5.5759545e-05	0.00060641015	0.004019298	0.9778456	0.017469311
o	6.7301634e-08	2.38904e-07	7.006043e-06	0.00012604763	6.0307717e-05	0.0050861016	0.9916264	0.0030938392
</S>	5.7678662e-06	5.9618874e-06	5.401512e-06	2.0435662e-05	5.0959163e-05	0.011753007	0.637837	0.3503214
