 	ancora	sto	cucinando	e	non	sono	pronto	</S>
a	0.86021996	0.015397859	0.009873415	0.0030377458	0.0037876526	0.0050402456	0.0027080271	0.09993511
n	0.9336635	0.05746533	0.005206953	0.0016423655	0.0012433445	0.00047789907	7.2398594e-05	0.0002281557
k	0.6073904	0.38136747	0.008164309	0.0013093526	0.00035455317	0.0008157659	0.000430704	0.00016740688
ò	0.28594258	0.28793198	0.23281957	0.05708684	0.021686966	0.0072902003	0.011423085	0.09581879
r	0.049939517	0.6866426	0.17908949	0.035738595	0.014753031	0.0103522735	0.010116814	0.013367778
a	0.055019364	0.7803309	0.15136121	0.008193778	0.00032478207	0.0007746294	0.0025823812	0.0014129191
s	0.00090818683	0.4078511	0.51511014	0.043044046	0.0067938208	0.0031812706	0.009701786	0.01340969
t	0.00033322748	0.69379246	0.26981738	0.026969481	0.0008708104	0.0024942916	0.0046143914	0.0011079357
e	0.024510134	0.4270978	0.1957303	0.06343026	0.008066591	0.0068072695	0.018989537	0.25536808
m	4.0350264e-05	0.018090049	0.7745741	0.16915728	0.017813308	0.006092331	0.0061078873	0.0081247
a	4.7514175e-05	0.026139976	0.80640566	0.15177713	0.002197426	0.0032970733	0.0056419964	0.0044932263
r	1.5740146e-05	0.0014831581	0.40443617	0.467396	0.076337345	0.0375587	0.008209918	0.004562971
è	3.5402776e-05	0.0029851105	0.6138716	0.3447332	0.0061294786	0.009409407	0.016570406	0.0062653753
o	9.4384275e-05	0.0013649275	0.38418588	0.35496703	0.13806944	0.08437537	0.02161834	0.015324714
c	1.9152336e-07	1.1929339e-05	0.024769576	0.33921263	0.5383525	0.073794074	0.011986136	0.011872984
e	6.580347e-05	0.0016281586	0.26028946	0.17101876	0.015434286	0.18594989	0.33692825	0.028685397
e	8.353807e-07	1.1558963e-05	0.0043357965	0.06326123	0.39606127	0.45412156	0.059687883	0.022519883
n	1.1795997e-06	1.8582405e-05	0.0038452633	0.031599145	0.3722503	0.27087647	0.25512367	0.06628536
ì	2.2051012e-05	0.00013890148	0.0076437606	0.02414334	0.04372866	0.39945528	0.47305837	0.051809557
n	3.728928e-07	6.8465797e-06	0.0036102245	0.005325175	0.016913796	0.7285691	0.23287886	0.012695646
e	4.818318e-08	3.3242495e-07	0.0010367536	0.0024972816	0.0029986133	0.22164541	0.72417086	0.047650684
p	2.0321231e-07	5.176073e-06	0.0003140663	0.0009124114	0.005621193	0.011564746	0.65100485	0.3305774
r	7.179623e-08	1.5064694e-07	6.517094e-05	0.0006965217	0.0064746654	0.07280797	0.56282973	0.35712573
ò	1.9725596e-07	5.390246e-06	0.0011952284	0.0024054805	0.00044284566	0.0043056402	0.80888677	0.18275847
n	5.1161515e-09	4.681425e-08	7.869565e-05	0.00010444905	0.00011291061	0.0010254909	0.40935895	0.58931947
t	3.135852e-09	1.841189e-08	2.0383557e-05	5.4779128e-05	0.00047032695	0.011896402	0.71516085	0.2723972
o	5.9669155e-08	5.0873115e-07	0.00027464711	0.00089348434	0.0010959484	0.0027018767	0.38849226	0.6065412
</S>	3.9947105e-07	5.72152e-07	3.1822633e-06	4.3592186e-06	9.5638316e-05	9.2144175e-05	0.058287255	0.9415164
