 	qui	dentro	vuole	un	tappeto	</S>
e	0.1580457	0.025187355	0.0057785846	0.06185028	0.058823526	0.6903146
t	0.91037595	0.08145135	0.0059975893	0.0010714616	0.00013705475	0.0009666592
t	0.95977783	0.03367902	0.005229221	0.0010367914	0.00014906739	0.00012802046
ù	0.91490954	0.017761914	0.009732374	0.028616332	0.008409673	0.020570215
m	0.033093613	0.87947714	0.05470694	0.021867264	0.002609632	0.008245377
è	0.14164817	0.7124831	0.11866115	0.02284436	0.0027457408	0.0016174599
s	0.0063545047	0.8405548	0.12989677	0.017078167	0.0025358396	0.0035800294
a	0.0007552385	0.6732466	0.29547533	0.026198529	0.0028693974	0.0014548389
t	0.0003748778	0.28680766	0.5541157	0.12975803	0.013806263	0.015137553
è	7.896381e-06	0.046629816	0.90555733	0.041556716	0.003951939	0.0022962615
l	1.7377032e-06	0.0984218	0.76067924	0.12014111	0.015144332	0.005611837
i	1.6792881e-05	0.022221988	0.8491917	0.11811213	0.009981286	0.0004760779
è	2.3432993e-05	0.0010804366	0.04632471	0.8723136	0.05244954	0.02780831
n	2.7824006e-08	1.9671625e-05	0.019516686	0.8678353	0.11001263	0.0026157128
a	4.267762e-08	0.0003132132	0.060631752	0.8800965	0.058207866	0.0007506246
t	4.56629e-08	9.450792e-05	0.00076791	0.3190326	0.62430674	0.05579822
a	2.1577456e-07	1.5286387e-05	0.00099309	0.19931583	0.73353744	0.0661381
p	4.8893213e-08	2.027041e-05	3.0908035e-05	0.010335293	0.93323255	0.05638099
p	5.0638687e-07	7.520621e-06	7.535744e-05	0.016418114	0.8655345	0.117964014
è	1.2918005e-07	8.501243e-05	0.0005147934	0.016451448	0.73721457	0.24573408
t	1.5510079e-08	5.647281e-07	8.428343e-05	0.0036071425	0.60056615	0.3957419
o	2.6122775e-09	1.5205216e-05	0.00034990546	0.007418312	0.45558378	0.5366328
</S>	1.4085423e-07	2.0408634e-06	9.984118e-06	0.00035642326	0.30453894	0.69509244
