 	il	lenzuolo	vuole	lavato	</S>
o	0.8457104	0.018123336	0.002264878	0.027016005	0.106885426
p	0.8208282	0.17098565	0.0056031	0.0004924128	0.0020906606
l	0.4619081	0.52992177	0.0066427216	0.0010457191	0.00048168015
a	0.1432083	0.62897515	0.02146139	0.022646355	0.18370885
ù	0.105942726	0.83115315	0.01265886	0.025179373	0.025065858
n	0.0034949742	0.8491756	0.14153613	0.0042171148	0.0015762836
a	0.013170532	0.85155535	0.087325506	0.036907457	0.011041121
t	0.0001610666	0.07855851	0.8028129	0.08082961	0.03763801
è	4.2008982e-05	0.026287837	0.9158253	0.049946863	0.007898077
l	0.00046172322	0.0065422705	0.9581934	0.0259676	0.008834964
i	0.00076572056	0.01033362	0.93250513	0.05415659	0.0022388916
p	0.00020726016	0.00095162494	0.10899842	0.8080204	0.08182225
l	4.2192465e-07	2.967459e-05	0.27378845	0.5710956	0.1550859
i	0.0032291277	0.041407086	0.065210864	0.6660674	0.22408552
m	2.0697831e-05	5.6315035e-05	0.0032931233	0.31102255	0.6856073
è	4.5964552e-07	2.1558055e-05	0.0076629557	0.6797496	0.31256542
n	2.9353382e-07	8.451912e-06	0.0014953132	0.29107824	0.70741767
o	4.0135713e-08	2.5101062e-06	0.010061259	0.5586615	0.43127465
</S>	1.8218587e-06	9.678131e-06	0.00034533808	0.11382477	0.88581836
