 	vado	cercando	una	macchina	che	consuma	poca	benzina	</S>
p	0.7854855	0.04476118	0.0076699997	0.023032207	0.0045638597	0.0054116244	0.0103089735	0.028207893	0.09055876
à	0.98898906	0.009462927	0.0007519602	0.00068023667	1.5673557e-05	1.44644755e-05	5.192515e-05	2.928379e-05	4.426245e-06
o	0.99144673	0.0069581247	0.00081987097	0.0006445464	4.0740684e-05	1.2883479e-05	6.233524e-05	6.5898457e-06	8.128369e-06
c	0.26541558	0.702569	0.023408696	0.0071830796	0.0008742315	0.00027154197	0.00016102835	2.006454e-05	9.6828655e-05
e	0.12983985	0.8653262	0.0038089512	0.00096241466	2.5761323e-05	1.1131269e-05	1.5970936e-05	7.91703e-06	1.801667e-06
r	0.07250685	0.8583007	0.040977508	0.013501665	0.0021002372	0.0011561626	0.009776418	0.00076794147	0.000912492
k	0.001793598	0.90746814	0.07088033	0.018587373	0.00063142093	0.0002941492	0.00011185682	0.00020392654	2.9362103e-05
è	0.27615535	0.53123885	0.03663053	0.029926777	0.011355447	0.014961027	0.0129207	0.042849366	0.04396196
o	0.0006537854	0.9450371	0.040996667	0.0110690845	0.000600207	0.00017673404	0.0012583657	9.460948e-05	0.00011345647
n	1.7038556e-05	0.14814004	0.77152824	0.0726503	0.005011393	0.0013718064	0.000707163	0.00017492299	0.0003990844
t	1.3927945e-05	0.32633477	0.6318501	0.040140454	0.0007978072	0.00034693308	0.00020643036	0.00027821376	3.1225376e-05
a	0.001147953	0.59275645	0.2725217	0.047008447	0.0145667875	0.014608273	0.008805427	0.030311711	0.018273268
è	1.3106395e-06	0.03266168	0.84151196	0.08532055	0.0112519795	0.0020058963	0.021738725	0.0026004498	0.0029074997
n	2.5076665e-07	0.0039869477	0.37347704	0.605812	0.01125098	0.0008797091	0.00393271	0.00037040436	0.0002899565
a	4.0181007e-07	0.029904349	0.7225812	0.24535541	0.0017841628	0.00020576511	7.25199e-05	8.8530294e-05	7.660362e-06
m	1.7373229e-06	0.0012746586	0.22929244	0.52677065	0.21681765	0.017442891	0.00732522	0.00026444794	0.00081034936
à	5.8723476e-08	0.00015954288	0.09495697	0.8338569	0.06293127	0.005384591	0.00076988677	0.0017822866	0.00015843134
k	1.5142808e-08	0.0003118174	0.04343993	0.9163163	0.033546202	0.0022606605	0.0036899908	0.0002689789	0.00016629015
i	9.763484e-09	4.1362022e-05	0.018664591	0.9538589	0.022590276	0.0031645023	0.00072108064	0.0009082504	5.095287e-05
n	9.549215e-08	6.26978e-05	0.007024226	0.2970786	0.55810875	0.12932897	0.0067845723	0.0005718325	0.0010402732
a	2.0573252e-09	1.6803839e-06	0.0017223451	0.40410146	0.5113517	0.074044585	0.0042693787	0.0037088303	0.0007999999
k	5.044723e-08	1.5940852e-05	0.0014065271	0.08682718	0.4780585	0.3524878	0.07325324	0.0044674384	0.003483242
a	5.20202e-08	4.7882922e-06	0.00023169558	0.045359556	0.5558526	0.36844736	0.014830313	0.012610089	0.0026635807
k	1.5409124e-07	1.5672875e-05	0.001010948	0.02966262	0.21836759	0.5415417	0.18041193	0.021445695	0.007543649
u	3.3296107e-08	2.0777954e-06	5.3505086e-05	0.0076689227	0.23699127	0.68637985	0.031528488	0.029585298	0.0077905823
n	1.7183667e-07	7.714936e-06	0.00040605204	0.008014488	0.09018007	0.6156527	0.2322883	0.0399887	0.013461738
s	3.054662e-08	1.28425e-06	1.8528268e-05	0.0015766497	0.073887005	0.8035307	0.053756244	0.052333705	0.014895928
u	1.1726245e-06	5.3858865e-05	0.0043578655	0.023973199	0.06885886	0.5265189	0.0110380715	0.14222363	0.22297445
m	3.4412387e-06	4.4713353e-05	0.00037667144	0.0036614055	0.023656433	0.33357278	0.11466389	0.1340636	0.38995707
è	5.8501616e-08	9.551868e-07	1.0281611e-05	0.0004211778	0.023160195	0.73294646	0.04126303	0.13946621	0.062731676
i	2.4659204e-09	1.7677905e-06	0.00041083278	0.010356535	0.021729976	0.20074369	0.2501011	0.25730294	0.25935316
o	2.6133169e-08	4.4363324e-07	4.218446e-06	0.000107173946	0.0010671646	0.050217316	0.81405216	0.073311165	0.0612404
l	2.0803807e-08	3.5827002e-06	1.3117201e-05	0.00048329408	0.0022169217	0.08564383	0.8743405	0.019204156	0.018094532
ì	2.8458878e-08	5.575308e-07	8.5778875e-06	0.0016671225	0.003670663	0.08024561	0.23764132	0.6488037	0.027962442
b	2.4042095e-09	6.555923e-08	3.6135427e-06	0.00019039273	0.00029910618	0.00040877316	0.92081267	0.06975723	0.008528099
e	5.0875336e-08	1.9405442e-07	9.33914e-06	0.0014222831	0.00067915575	0.0013807648	0.4349937	0.5561331	0.005381428
n	8.056034e-09	6.057717e-07	1.07462365e-05	0.00042114305	0.00077486696	0.0114306025	0.2246678	0.4432627	0.31943154
z	9.437957e-10	2.1762925e-09	1.0060028e-07	5.862624e-05	0.00043618813	0.0015179982	0.09977165	0.8038747	0.09434072
ì	8.5653575e-11	9.953677e-09	8.308218e-06	0.0022210781	0.0063201464	0.0076567335	0.0075254785	0.61169225	0.364576
n	5.8205685e-09	5.4745652e-09	4.3442167e-08	5.6810743e-05	5.6542598e-05	6.3448264e-05	0.02903875	0.79280394	0.17798047
a	8.693138e-11	6.3883543e-10	4.1089862e-08	1.1944367e-05	4.2492862e-05	8.632343e-05	0.038869843	0.84914	0.11184937
</S>	4.6419477e-09	8.018391e-08	3.420262e-07	7.8041785e-06	1.9109764e-05	5.9205024e-05	0.029240716	0.2582237	0.712449
