 	puoi	non	parlare	di	questo	con	Anna	</S>
i	0.7239941	0.0055083656	0.0031467287	0.018778134	0.0067118397	0.012624735	0.011632664	0.21760355
s	0.98980194	0.009145052	0.0007242709	0.0001896383	7.401398e-05	1.8087001e-05	1.5456388e-05	3.162233e-05
ò	0.9888588	0.0016008271	0.0077941823	0.000982768	0.0006129745	4.3534834e-05	8.357503e-05	2.326439e-05
z	0.81049085	0.17487805	0.011578719	0.0015110874	0.0013724155	3.0966505e-05	9.487967e-05	4.3041142e-05
i	0.8594535	0.015112069	0.12126312	0.0021047054	0.0019036529	4.513935e-05	0.00010538904	1.2501938e-05
m	0.019008191	0.7895424	0.17462446	0.01143859	0.0041663293	0.00024660435	0.0005877519	0.00038573146
i	0.0016395026	0.3278166	0.6488671	0.017288128	0.0024843423	0.0008319251	0.0007899716	0.00028251807
m	0.0002120698	0.30353898	0.634453	0.049007066	0.008627729	0.00090878847	0.0021440014	0.0011083649
i	2.924568e-05	0.08678297	0.85642487	0.05028882	0.004639661	0.0007956357	0.0007017712	0.0003369846
l	3.1433286e-05	0.034529913	0.7722136	0.17324927	0.011474335	0.0020345144	0.0048061637	0.0016607584
ì	2.6224798e-05	0.058132593	0.3774603	0.5145679	0.028019601	0.006139156	0.011429402	0.0042248443
s	0.00032692088	0.006371959	0.4585403	0.5265414	0.0036224949	0.0019892007	0.001435826	0.0011719575
i	8.509077e-06	0.0023207737	0.19827566	0.71125615	0.05861353	0.010807355	0.016154684	0.0025633657
a	4.256235e-06	0.00029823493	0.103998266	0.84830135	0.024138194	0.017169185	0.0028798322	0.0032107797
t	3.478328e-06	0.00066668214	0.020495245	0.5445984	0.37950268	0.0456161	0.0058980947	0.003219351
s	2.3388515e-05	5.244985e-05	0.010615734	0.15826972	0.81835365	0.00728841	0.005252028	0.00014453019
è	7.118458e-05	0.018212898	0.11009097	0.149856	0.38873324	0.054281857	0.035147715	0.24360615
t	2.6089487e-05	0.00037464904	0.12980182	0.329422	0.18709546	0.18684281	0.015190597	0.15124659
ù	2.2318092e-08	3.0206449e-05	0.0026985554	0.16321847	0.6494033	0.12506688	0.05068922	0.008893338
o	1.3621826e-07	2.9747385e-05	0.017725678	0.20702578	0.32073897	0.39650607	0.028520705	0.029452836
m	3.482079e-07	4.9640093e-06	5.176875e-05	0.0053329063	0.045064013	0.643313	0.24656016	0.059672795
e	2.5669192e-07	4.6195537e-06	0.00041056258	0.006880946	0.36990124	0.3472065	0.2697227	0.005873205
t	3.1281004e-07	2.0378266e-05	0.00014491404	0.0026140322	0.06650705	0.44290933	0.46612835	0.021675605
i	9.430197e-07	2.8566e-06	5.7136745e-05	0.00045168184	0.033947565	0.09975128	0.834252	0.031536445
n	3.4480092e-07	3.3973981e-06	7.177386e-05	0.000764376	0.007008101	0.19362143	0.7542726	0.044258066
A	2.547142e-07	2.9302305e-07	6.331776e-06	5.7794303e-05	0.0060426905	0.029200695	0.92317003	0.0415218
n	1.13609735e-08	1.1361038e-06	5.5844226e-05	0.003935222	0.32058433	0.10806444	0.5622697	0.005089366
n	3.0512792e-09	3.678903e-09	1.4219495e-06	5.757065e-05	0.00478912	0.021028427	0.9640958	0.010027792
a	1.5561762e-08	7.034709e-05	0.0005048907	0.013213435	0.02719191	0.11527432	0.43760478	0.40614036
</S>	4.35166e-06	6.901399e-07	3.701847e-05	2.5542853e-05	0.0044831284	0.015928501	0.20864697	0.7708737
