 	il	morto	vuole	pianto	</S>
t	0.79060614	0.046048783	0.0045025153	0.056576237	0.10226623
o	0.98498225	0.012162153	0.001953557	0.0008291538	7.3056224e-05
n	0.67734027	0.3043613	0.013190401	0.001054762	0.004053213
a	0.47085205	0.5137577	0.01301775	0.0020317968	0.00034071572
p	0.045662887	0.82372075	0.10901454	0.0074737123	0.0141281085
e	0.0053417794	0.9748104	0.015996901	0.0028225922	0.0010284131
s	0.07309011	0.82893896	0.055720594	0.030815976	0.011434307
a	0.0003603669	0.92883945	0.06130451	0.006215959	0.0032797093
m	0.001516207	0.44041428	0.37809956	0.0898892	0.090080746
m	8.712797e-05	0.7265042	0.24122499	0.021999873	0.0101838345
è	0.04860169	0.7178499	0.040978514	0.08617678	0.106393114
n	0.009350757	0.107044324	0.37500325	0.20403686	0.30456483
o	5.9816542e-05	0.060463235	0.8197001	0.09640938	0.023367368
t	1.3729214e-05	0.001036297	0.42864436	0.2881363	0.2821693
è	6.2224916e-07	0.00050464924	0.9413388	0.04684639	0.011309528
l	1.0303122e-05	0.00044588896	0.7974026	0.16396363	0.03817755
i	4.7682213e-05	0.0013747626	0.8332375	0.16429277	0.0010473165
g	3.494607e-05	1.3566917e-05	0.012136785	0.8376223	0.15019244
l	1.2872856e-07	1.4079041e-05	0.2820594	0.5529042	0.16502222
e	7.638756e-05	0.0016771561	0.014039951	0.84611726	0.13808928
m	8.873328e-06	5.3258223e-06	0.0011247805	0.27915806	0.719703
m	2.2409722e-07	5.1838088e-06	0.0030542633	0.49595925	0.5009811
è	9.3914684e-07	1.6378395e-05	0.0011907006	0.24722931	0.75156265
n	3.891511e-08	8.1952345e-07	0.00090956624	0.10303149	0.8960581
o	8.354222e-08	6.252031e-06	0.0036652621	0.17564483	0.82068354
</S>	2.3943613e-07	1.7051917e-06	0.00015244697	0.04194206	0.9579036
