 	da	da	un	famoso	poeta	</S>
p	0.7836721	0.040387273	0.004006722	0.002550415	0.025816197	0.14356722
u	0.7702392	0.18811798	0.03254027	0.007803038	0.0005031248	0.000796433
s	0.049191147	0.8879441	0.053189125	0.005033413	0.0015799851	0.0030621334
s	0.015188767	0.9152476	0.05755494	0.00977939	0.0006513102	0.0015779418
è	0.13234913	0.37049586	0.08003325	0.01813426	0.018248746	0.3807388
n	0.023803243	0.12637836	0.80096394	0.013506016	0.002992895	0.03235565
a	0.017751377	0.2909183	0.58462906	0.06831614	0.009966275	0.028418824
f	4.5763623e-05	0.006512423	0.8980607	0.034394123	0.020154076	0.04083285
a	1.12370535e-05	0.0049012494	0.5087621	0.468699	0.005872901	0.01175354
m	3.732926e-05	0.0010144747	0.37382278	0.5000294	0.09990844	0.02518761
ò	6.7616606e-06	0.0003690295	0.07009846	0.89562136	0.0154303545	0.018474147
s	3.4241893e-05	0.001314504	0.35870352	0.4317648	0.13083763	0.077345334
o	8.885818e-07	7.732711e-05	0.080842644	0.8430249	0.068362586	0.007691591
p	6.1376504e-06	1.4969702e-05	0.004579606	0.23541577	0.51407325	0.24591024
o	4.575648e-07	5.649441e-06	0.0010492404	0.6369026	0.2578999	0.104142174
è	5.1416678e-06	1.2222534e-05	0.00058295415	0.024789412	0.9010567	0.07355357
t	2.926015e-08	1.03219925e-07	4.4704935e-05	0.0003170951	0.99050003	0.0091380235
a	1.8390068e-08	1.04665055e-07	0.00021060366	0.011472522	0.9720711	0.016245672
</S>	2.4413584e-06	2.0914242e-05	0.0013422589	0.003767996	0.20207664	0.79278976
