 	puoi	non	parlare	di	questa	cosa	con	Anna	</S>
s	0.7258023	0.006507452	0.0043701446	0.02301598	0.008133058	0.0045031505	0.008993524	0.010714608	0.20795992
ò	0.99335194	0.0002800522	0.005324382	0.0006283298	0.0002662986	1.8716863e-05	4.7766152e-05	6.48281e-05	1.7626582e-05
z	0.97764117	0.020193735	0.0016914796	0.00030430217	0.000121351186	1.9578962e-05	7.822803e-06	1.2099474e-05	8.510867e-06
i	0.9746798	0.001794177	0.022274733	0.0006832722	0.00053188537	6.0408956e-06	8.0923355e-06	1.9297875e-05	2.7003985e-06
m	0.25753945	0.6649049	0.067003384	0.006962789	0.0021868076	0.00072803797	0.00024317033	0.00019934318	0.0002320976
i	0.027815873	0.36422	0.568638	0.02691393	0.010581544	0.00033761075	0.0006939172	0.0005889479	0.00021005514
n	0.0021289627	0.6690316	0.302765	0.017952206	0.0052415323	0.0015460007	0.0005022232	0.00041000097	0.00042254085
o	0.00016196795	0.18155241	0.7553323	0.04650413	0.015039105	0.00044478689	0.00053721113	0.0002945199	0.00013356975
m	0.00017831227	0.14234917	0.77594143	0.060122117	0.014595985	0.0035118202	0.0011110422	0.0012791957	0.00091094157
i	1.597728e-05	0.05230549	0.79107654	0.12395838	0.027895303	0.0019355073	0.0016301279	0.00065599213	0.00052666734
l	2.0167443e-05	0.017583625	0.82875603	0.13172221	0.011480073	0.0037176583	0.0014846354	0.0036567596	0.0015788842
ì	1.739668e-05	0.05553128	0.29043028	0.51031536	0.10494459	0.016775975	0.010185085	0.0069165407	0.0048834844
s	0.0013428335	0.00713445	0.45049742	0.49696794	0.022016117	0.008231907	0.0031037207	0.0039213495	0.0067841937
i	3.4119275e-06	0.0024278567	0.16747954	0.6578391	0.13998619	0.012081836	0.007165847	0.010765358	0.0022508288
a	2.6976e-06	0.0003424881	0.062438916	0.75084674	0.10311091	0.07209864	0.0055877804	0.0023863236	0.003185528
t	1.8310247e-06	0.00033505834	0.009639461	0.31560838	0.33081374	0.32674894	0.013549502	0.0016188346	0.0016842819
ù	7.045711e-06	1.8492614e-05	0.0039008106	0.08820656	0.8791208	0.025682574	0.0019029789	0.001105259	5.5403532e-05
t	1.9704338e-07	0.000103756225	0.0013305239	0.05832769	0.9192986	0.013364303	0.004248246	0.0031656178	0.00016108024
t	2.9467135e-09	1.245095e-05	0.0013505961	0.16524304	0.7770284	0.040546566	0.012320213	0.0033078862	0.00019078114
o	4.122641e-06	0.007293749	0.012263848	0.085280746	0.5781403	0.093875945	0.042364962	0.01936091	0.16141546
p	1.7916145e-06	2.1987503e-06	0.00045053387	0.014605842	0.12575105	0.646986	0.16629876	0.026128495	0.019775294
r	1.0535979e-08	1.087531e-06	5.577167e-05	0.0077955592	0.19861233	0.6090354	0.12944995	0.04385385	0.011196075
à	1.37182e-06	0.0006112333	0.006399311	0.041611042	0.5157176	0.045424134	0.15110551	0.048924927	0.19020489
m	1.4152289e-06	3.2721164e-05	0.019862289	0.051571947	0.109916635	0.032767072	0.33659196	0.0736405	0.37561545
m	3.2701834e-08	1.1565636e-05	0.00046122962	0.0117582325	0.26317686	0.08402914	0.5334378	0.08718287	0.019942326
a	1.4200896e-06	0.0017512946	0.017186003	0.080135465	0.35359013	0.045299776	0.22376575	0.029925082	0.24834508
m	1.642663e-06	2.3809337e-06	3.0909883e-05	0.00012118281	0.004408647	0.06938438	0.2831983	0.22751303	0.41533947
e	1.9252598e-08	1.7674097e-07	4.901656e-06	0.00014896481	0.011804411	0.06282063	0.2644494	0.5283627	0.13240887
t	2.933795e-07	4.307814e-06	2.2735889e-05	0.00011133959	0.0013867124	0.02771216	0.25750318	0.5617204	0.15153879
i	3.593975e-07	1.8205476e-07	5.20427e-06	3.0387973e-05	0.0008699196	0.003209004	0.04635025	0.91723585	0.032298803
n	4.8584837e-08	1.9134823e-06	1.6688662e-05	0.000105007384	0.00028766357	0.0045071295	0.072296694	0.8670223	0.055762544
A	1.4313352e-07	7.914797e-08	1.8429653e-06	1.3649316e-05	0.00013557279	0.00080889196	0.02358448	0.9315544	0.04390088
n	1.6130928e-08	1.3381723e-06	2.4852643e-05	0.0013806485	0.011311276	0.010096187	0.42176995	0.54787344	0.007542382
n	5.903321e-09	9.786332e-10	1.6795335e-07	8.511811e-06	8.72506e-05	0.0003279434	0.028043771	0.9541823	0.017350016
a	2.5355626e-09	4.680097e-06	2.9002753e-05	0.0020532128	0.0033707628	0.018643111	0.14882769	0.53008413	0.29698747
</S>	2.2020781e-06	5.400641e-07	2.131326e-05	1.067967e-05	8.592653e-05	0.000114238166	0.003777758	0.22065276	0.77533454
