 	è	che	stanno	ancora	alzati	</S>
è	0.9751208	0.013404625	0.00073338207	0.00034735192	0.0011707816	0.009223052
n	0.55604035	0.38542318	0.035284933	0.0076698447	0.007978073	0.0076035736
a	0.13315065	0.5120817	0.35162485	0.0019892207	0.00058352336	0.0005700762
s	0.00050351996	0.13330856	0.8523131	0.00841184	0.0016947876	0.0037682191
t	0.00012444792	0.02352375	0.97156876	0.0036568365	0.0008104296	0.00031587866
a	0.029895281	0.08128752	0.7818258	0.010358011	0.014856904	0.0817766
s	0.00024437183	0.0018085623	0.24547681	0.17535676	0.43969175	0.13742176
ù	8.7402805e-05	0.0019565225	0.7776897	0.18659995	0.022094246	0.011572213
n	0.0034075975	0.006452405	0.046561614	0.53589153	0.20087808	0.2068088
e	2.5950243e-05	0.00041138736	0.09557156	0.8604304	0.029520078	0.0140406145
a	8.365193e-06	1.1514971e-05	0.001017517	0.6025738	0.32427216	0.07211668
n	1.4995522e-05	6.9912717e-06	0.000116799565	0.9446809	0.045472346	0.009707925
k	0.0020350385	0.00035655525	0.001186414	0.9104585	0.081730545	0.004232935
ò	0.0074969833	0.0007956119	0.0019978422	0.09584829	0.11410536	0.77975595
r	0.0016086667	0.0006814207	0.0005661262	0.019732744	0.046041038	0.93136996
a	7.413563e-05	0.00013597048	0.00058437506	0.5679706	0.24074973	0.19048522
o	3.707306e-06	1.5261706e-06	4.3695904e-06	0.015112638	0.82331693	0.16156091
r	8.287162e-06	9.549809e-07	3.6755733e-07	0.0057883547	0.7615604	0.23264165
t	4.814112e-05	6.5280597e-06	4.492382e-06	0.03548226	0.8391006	0.12535796
ì	0.00010070552	2.1385285e-05	3.895566e-05	0.01581692	0.13544144	0.8485806
</S>	1.224975e-06	1.8868272e-08	2.3862198e-08	0.0022990846	0.33307537	0.6646243
