 	devo	pulire	l	albero	</S>
è	0.9257174	0.014688164	0.0011642426	0.0045923283	0.053837862
n	0.43248227	0.41332737	0.05674597	0.07820588	0.019238472
a	0.1152771	0.83002365	0.016575912	0.033168156	0.0049552196
k	0.0002565898	0.90241915	0.08157947	0.013156393	0.0025883568
a	0.00015725162	0.9077241	0.06754075	0.02104209	0.0035357515
t	0.00012067135	0.4583568	0.5070036	0.029150536	0.005368437
à	0.00018733653	0.43761885	0.4617092	0.07878315	0.021701451
r	0.0009122493	0.18999189	0.5393985	0.25947523	0.010222113
o	0.0018806711	0.5163155	0.31104615	0.16641037	0.004347278
t	2.9932698e-06	0.006591811	0.9147958	0.02562818	0.052981265
o	7.8110486e-07	0.0003994216	0.6642582	0.3138787	0.021462955
n	2.5394804e-05	0.00020262197	0.8036689	0.17624657	0.019856501
à	3.3087065e-06	6.8802336e-05	0.11671054	0.85532695	0.027890418
r	8.7207957e-07	1.9929468e-05	0.03414937	0.9533423	0.012487492
b	1.6283052e-06	0.0005437772	0.0060833376	0.98316944	0.01020182
u	0.0014664979	0.010186613	0.031265378	0.80995166	0.14712973
r	4.3081334e-07	6.8358117e-06	0.001018532	0.01951239	0.97946185
o	1.6402098e-06	0.00010326607	0.0058985758	0.6281338	0.36586276
</S>	3.1513403e-06	1.29125365e-05	0.0010933168	0.030518625	0.96837205
