 	non	deve	parlare	davanti	a	Anna	di	questo	</S>
e	0.5987335	0.101709045	0.0034089987	0.010053211	0.014757404	0.0059032403	0.012634696	0.0044799075	0.24831998
n	0.43144932	0.5208577	0.040730175	0.004590621	0.0014254673	0.0007278881	7.927011e-05	4.7236084e-05	9.236936e-05
è	0.044248603	0.88512653	0.049108204	0.010438882	0.0038425063	0.0049283695	0.0011751349	0.0006445425	0.00048716416
n	0.004187726	0.95557535	0.03807657	0.0004259945	0.001028014	0.00030840255	0.00012409667	0.00014842614	0.00012539435
a	0.003998648	0.9368436	0.052999977	0.003878188	0.0004487539	0.0015429751	0.00010539595	0.00016524455	1.735093e-05
m	0.00076282315	0.34788817	0.6257187	0.015134532	0.007384435	0.0017234313	0.0004913761	0.00042479654	0.00047172912
i	0.0057062334	0.17459384	0.5721186	0.21358295	0.016654832	0.013917092	0.0017057457	0.0011655918	0.0005551759
l	0.00018648103	0.023485743	0.81439966	0.07139454	0.077958964	0.0062368503	0.002354206	0.0021329173	0.0018506151
ì	0.011930985	0.05561766	0.15529309	0.56481475	0.1528444	0.04899384	0.004687281	0.003509112	0.0023089205
s	0.00032117468	0.06527298	0.5070617	0.06923811	0.33916748	0.01605804	0.0014600988	0.0005229094	0.0008974637
i	0.00013893962	0.03652757	0.38757613	0.078059435	0.3147848	0.16083248	0.013072725	0.0066173514	0.0023906466
m	4.800386e-06	0.00016492723	0.20980828	0.15764332	0.5807075	0.04176949	0.0061578983	0.0015413109	0.0022025032
b	9.985151e-06	8.921295e-05	0.09914886	0.21953002	0.48430845	0.18951255	0.004579995	0.0017692144	0.0010516914
r	0.0025600016	0.010126345	0.059422024	0.49836937	0.24090101	0.049129345	0.015713453	0.00522938	0.118549116
ò	0.005871165	0.1907241	0.23264365	0.033580028	0.17128402	0.05945499	0.026623104	0.018882029	0.26093695
s	1.0892576e-05	0.0019513982	0.1863766	0.038056612	0.29191136	0.2946934	0.14427775	0.0013990994	0.041322906
t	7.5756964e-07	7.987365e-05	0.011918029	0.0065793637	0.35444194	0.5671187	0.045292564	0.0050598704	0.009508934
i	0.0004831158	0.0008629019	0.02084844	0.1619071	0.4353428	0.11562288	0.03722255	0.0044081863	0.22330208
n	8.9219986e-07	3.1813902e-06	0.002004893	0.0015132716	0.049040873	0.39526513	0.5128847	0.0066663246	0.032620758
A	9.0677226e-08	1.7170623e-06	0.00037190557	0.0007472912	0.022329034	0.75434667	0.16022812	0.013825753	0.04814932
n	8.841468e-08	1.990566e-05	0.01201953	3.81581e-05	0.11545161	0.70757836	0.07995292	0.08045883	0.0044806194
n	2.446891e-09	6.812013e-07	0.00045070658	1.2322107e-05	0.004960513	0.8911791	0.081141345	0.019412694	0.0028428268
a	8.993386e-05	0.00026222228	0.016504042	0.015739212	0.18144555	0.21861312	0.06991534	0.032623764	0.4648068
à	2.7635437e-07	5.3421854e-06	0.00012607312	2.4168e-05	0.00021587408	0.058161236	0.8557538	0.015067048	0.07064609
t	1.0958868e-08	1.9217983e-07	0.0002062777	4.685982e-06	0.00016946846	0.038219765	0.4924893	0.46196797	0.0069422983
s	2.1208237e-09	5.4338436e-08	5.133645e-05	1.6646514e-06	0.00022099746	0.18133695	0.30471152	0.5109337	0.0027437678
e	9.935186e-08	3.6707363e-06	0.0010849969	2.3465609e-05	0.016431525	0.069774166	0.06318665	0.20307349	0.64642197
t	8.989005e-08	1.4718213e-06	2.7849126e-05	1.1361396e-06	1.160735e-05	0.0038123096	0.41595757	0.17073388	0.40945408
ù	5.3905863e-10	8.1695845e-08	1.8349137e-06	1.7767505e-08	2.638178e-05	0.008347183	0.074344076	0.53602934	0.38125107
o	1.6709915e-09	2.9293677e-08	4.1044186e-06	6.667436e-08	3.325196e-05	0.002413295	0.11821747	0.7911931	0.088138685
</S>	1.6282887e-07	3.4790583e-06	4.285578e-05	2.86003e-06	2.5581912e-05	0.00047962545	0.02937964	0.15586142	0.81420434
