 	se	vieni	alle	sette	se	no	non	vieni	più	che	non	mi	ha	</S>
a	0.69263345	0.096044265	0.081299536	0.0020957596	0.0017626378	0.0015711627	0.0046945773	0.00842977	0.0026950308	0.011463273	0.0079302285	0.0042758146	0.015716732	0.06938774
n	0.15215242	0.37526798	0.44041502	0.018304115	0.007017203	0.0030863462	0.0014562595	0.001061798	0.0007138385	8.645798e-05	0.0001501984	0.00017304084	3.5634206e-05	7.9667814e-05
è	0.009407147	0.37618485	0.5856827	0.008796894	0.0024512664	0.0114575345	0.0005959305	0.0017677391	0.002822989	0.00010993233	0.00015709536	0.00037567987	9.547517e-05	9.473073e-05
r	0.0008998944	0.07021179	0.9165998	0.0028661478	0.0041128127	0.0035370537	0.0011623928	0.00031049122	6.5181135e-05	4.1760624e-05	6.279693e-05	7.093669e-05	3.0540432e-05	2.836719e-05
t	0.00015991926	0.016103603	0.9826649	0.00022897897	0.00014825107	0.00060965633	9.317574e-06	1.7871778e-05	5.298395e-05	6.575697e-07	6.771497e-07	1.0797648e-06	1.2592288e-06	7.5803047e-07
i	0.15283917	0.07863016	0.1148485	0.11208003	0.07467421	0.019915033	0.016195793	0.0692494	0.05705418	0.055108596	0.010347224	0.0034073626	0.029608125	0.20604217
s	0.00018427795	0.047384415	0.8601769	0.061754033	0.02435259	0.0032409607	0.0003073545	0.00067783636	0.00092163053	0.00023246801	0.00012465326	7.2585935e-05	0.00013796292	0.00043230449
e	0.00040074743	0.13170327	0.22882634	0.31243405	0.14160697	0.13583007	0.002622639	0.014811461	0.028882517	0.0007271146	0.0002286927	0.00018960287	0.00069411675	0.0010423684
s	3.8290524e-05	0.0012003506	0.29433778	0.33755103	0.2882778	0.065315545	0.009118971	0.0016882323	0.00038491617	0.00048592765	0.0005618129	0.00050609163	0.00023361169	0.00029968185
e	2.5068292e-05	0.0014931435	0.06378077	0.20675498	0.3615316	0.3275861	0.0017945837	0.011260939	0.024932738	0.00017491954	4.338093e-05	7.689721e-05	0.00024212952	0.00030278633
t	3.1001506e-05	0.00038823887	0.050532326	0.18471603	0.23944576	0.4820727	0.03136711	0.0052311784	0.0016707033	0.0010431788	0.0011273033	0.0011588782	0.00064775324	0.0005677253
t	9.6503745e-06	0.00031554684	0.009061726	0.0934799	0.24292763	0.6001506	0.0029467356	0.014931201	0.034858674	0.00031007224	7.436299e-05	0.00016751072	0.00027481333	0.0004915724
à	0.006538616	0.010329233	0.66278857	0.11432312	0.052566547	0.028394924	0.0053026266	0.0108921295	0.011128237	0.011251995	0.0062406487	0.0025575105	0.009112804	0.068573035
a	4.4811127e-06	0.0012337448	0.023581581	0.032512553	0.06276984	0.5734151	0.09689826	0.1340609	0.04330241	0.0074520195	0.009331621	0.0066721793	0.0023071293	0.006458122
n	2.485321e-07	3.328775e-06	0.00027937983	0.005082735	0.08815454	0.4892094	0.29734826	0.062984206	0.05062878	0.0030642275	0.0010315295	0.00055846636	0.00021625333	0.0014386694
d	7.6972896e-07	2.5310885e-05	0.00018707011	0.0018534253	0.018950734	0.7981148	0.016029684	0.064009674	0.098918386	0.00061361096	0.00012680874	0.00028753906	0.00039276638	0.0004893804
e	7.153696e-05	0.0043885205	0.00401703	0.046937976	0.051586103	0.2059738	0.01703891	0.31232402	0.14244059	0.023965526	0.006430592	0.00406287	0.018178312	0.16258417
m	1.0284601e-05	0.00010896865	0.00529365	0.0114567205	0.008042504	0.11341084	0.04623344	0.3817718	0.11179502	0.05654576	0.021531172	0.006015985	0.06623193	0.1715519
i	3.0666422e-07	9.452632e-06	3.118606e-05	0.002257897	0.024461268	0.36593828	0.04080116	0.22439012	0.3168956	0.009672086	0.00082378404	0.0010195256	0.0048936624	0.008805686
n	2.2377847e-07	4.5841693e-06	3.2225992e-06	0.0009763636	0.0018515	0.049936257	0.3687057	0.290029	0.20439528	0.053517357	0.015940325	0.0056955917	0.0050249617	0.003919687
d	1.3696204e-07	2.3598357e-06	2.6119778e-06	0.0001252383	0.0013666718	0.043239757	0.09495096	0.26793042	0.51206785	0.045986272	0.0023879819	0.0018230902	0.0154615175	0.014655014
è	9.890324e-08	3.8402736e-06	1.011373e-05	0.0011841573	0.0023924287	0.010754093	0.016620308	0.41204783	0.3966043	0.029635062	0.0057128067	0.003099353	0.009415718	0.112519845
l	3.5536453e-07	1.5087187e-05	0.0064078765	5.2096806e-05	0.0017978284	0.013507873	0.0072390195	0.25946864	0.5926532	0.042888194	0.009611673	0.0026390052	0.0048968364	0.05882231
a	4.2206683e-08	1.1005495e-06	7.109698e-06	2.4364086e-05	0.00022517018	0.002570057	0.0025997073	0.14777158	0.83414346	0.007830329	0.00035609858	0.0003482917	0.0027724933	0.001350171
p	3.4077306e-08	4.2113842e-07	7.6020297e-07	3.7145033e-05	6.7460816e-05	0.0012829675	0.0132210795	0.047572818	0.29946467	0.50531465	0.0975966	0.013373253	0.005900581	0.01616757
l	1.8042248e-10	1.156989e-08	2.3243133e-07	6.902356e-07	6.0590308e-05	0.0018383433	0.010626744	0.16895236	0.68953365	0.10802972	0.0066564674	0.0023391235	0.0067205336	0.0052415594
è	7.951773e-08	7.960415e-06	5.0444844e-05	0.0014178612	0.010742331	0.019140707	0.0248456	0.17851868	0.34910616	0.07912341	0.017336557	0.0074885213	0.03295411	0.2792676
o	6.395973e-09	2.0075734e-07	3.6402278e-05	8.680346e-06	0.00034637828	0.0032735926	0.007591888	0.07475866	0.48224497	0.18960689	0.105161704	0.03590211	0.014618954	0.086449556
k	2.8606508e-09	4.4544244e-08	2.49357e-07	2.655014e-07	1.3482837e-06	3.3644355e-06	0.00026573497	0.0010782892	0.041744612	0.57842547	0.31146452	0.028164206	0.01400848	0.024843402
a	6.8130284e-09	3.7512868e-07	2.0032858e-06	2.7202972e-07	3.6726906e-05	0.00026193837	0.0022797622	0.015179723	0.52099	0.27043924	0.03144091	0.028016578	0.09032941	0.041023068
e	1.7611583e-09	4.3580073e-07	1.5198346e-07	3.2718613e-06	1.5555634e-05	3.9145216e-05	0.0007837912	0.0009803699	0.01933407	0.23882554	0.44255772	0.263162	0.027262265	0.0070356852
m	1.741674e-09	4.8778144e-08	6.6224616e-06	3.2922138e-08	4.173915e-06	1.4986417e-05	0.00047589053	0.00033798174	0.01244134	0.11215931	0.40734357	0.40208602	0.027658708	0.03747123
è	6.851232e-08	1.5974341e-06	1.3609459e-05	6.595775e-08	1.1753454e-05	3.7027345e-05	0.00034747884	0.0021736552	0.027858235	0.098620504	0.08640599	0.41989228	0.30753392	0.057103846
c	1.0295269e-09	1.2398219e-07	1.1016267e-08	8.231971e-07	1.8375468e-06	1.1311997e-05	0.00020360108	8.236927e-05	0.0018377212	0.006244877	0.005507281	0.027969187	0.94596666	0.012174203
h	4.910853e-08	3.1686614e-07	6.618679e-07	1.5021207e-07	2.2806335e-06	1.3579125e-05	0.00010977301	0.00067908684	0.008229433	0.011096895	0.0011668178	0.013578642	0.9278278	0.037294626
i	5.752836e-10	1.3805419e-07	7.317469e-07	1.7323375e-05	0.00083128526	0.0024270155	0.018350614	0.03154024	0.089828104	0.06881451	0.028603872	0.022931967	0.41655022	0.32010403
</S>	1.5551446e-08	1.018262e-06	8.297788e-06	8.613839e-08	1.955832e-06	1.95873e-05	3.4569516e-06	1.6352134e-05	0.0009219268	0.0011446351	0.0019238661	0.0020419245	0.045058355	0.94885856
