 	non	ho	cosa	a	fare	</S>
e	0.26109618	0.066236615	0.0017311024	0.019833025	0.37489542	0.27620763
n	0.3555973	0.5741893	0.06697066	0.0014216248	0.00026112807	0.0015599296
è	0.028491676	0.84395474	0.10504864	0.012227128	0.00579665	0.0044811624
c	0.027127866	0.9099019	0.047012333	0.009905237	0.005063249	0.0009894393
h	0.087298945	0.67154336	0.10466685	0.04567439	0.059857484	0.030959
o	0.08611399	0.3556604	0.3713112	0.039886378	0.014825445	0.13220254
t	0.000101181926	0.009103894	0.62315816	0.19947289	0.012907261	0.15525663
i	0.00033569383	0.0071413387	0.7862931	0.1536213	0.009071079	0.043537486
k	4.567984e-05	0.0003673609	0.080186106	0.73720896	0.11429843	0.06789341
à	0.00020275344	0.00068009656	0.14788792	0.7333327	0.029637499	0.08825908
i	2.186992e-05	0.0007114629	0.0010215967	0.19655891	0.7391454	0.06254077
</S>	2.335814e-05	1.9276358e-05	0.0014285833	0.06018666	0.115177535	0.82316464
