 	io	non	ho	niente	da	mangiare	</S>
e	0.32499647	0.013811861	0.0035168203	0.0173101	0.011837148	0.11932156	0.50920606
v	0.9696657	0.028506473	0.0015106754	0.00016372761	3.5032455e-05	2.6391634e-05	9.2120856e-05
ò	0.96939397	0.018334651	0.008543091	0.0031321214	0.00019162668	0.00023095772	0.00017361827
e	0.14456773	0.79523176	0.054213833	0.005334017	0.00014600878	0.00019159628	0.00031504963
n	0.029104125	0.8717517	0.09261311	0.005809993	0.00017609565	0.00023912195	0.00030588143
è	0.03699355	0.16656443	0.7327836	0.058750883	0.0016336226	0.0015789567	0.0016949638
c	0.0017106963	0.13111438	0.71675885	0.13624509	0.0044009	0.007929908	0.0018402394
h	0.011442578	0.13376895	0.4927591	0.27755845	0.020634428	0.044682167	0.019154381
o	0.07983971	0.19040984	0.41660228	0.09354133	0.015739163	0.008918964	0.1949487
t	3.480118e-05	0.0004116311	0.058108505	0.8880153	0.009172084	0.0037480637	0.040509675
ì	4.74863e-06	0.0007716754	0.083731905	0.8963188	0.008967146	0.0049062716	0.0052993675
p	2.9243206e-06	0.0010197845	0.036403988	0.8931503	0.035745997	0.027155844	0.0065211854
o	1.2560605e-06	0.00013524808	0.012860361	0.9647714	0.013200361	0.0075386027	0.0014926583
t	9.17564e-07	5.220248e-06	0.00025900133	0.52514994	0.41193712	0.04499741	0.01765042
i	7.156555e-08	3.032756e-05	0.0009835678	0.73103124	0.2156062	0.039001178	0.01334741
n	3.994398e-07	1.2642975e-05	0.00024008071	0.122193575	0.69907135	0.16009267	0.018389309
a	4.3084847e-07	1.5988626e-05	0.00021470926	0.05940164	0.6307194	0.2576316	0.05201619
f	7.597676e-07	3.9189476e-06	7.516361e-05	0.010661755	0.40363467	0.5298113	0.05581237
à	2.8495444e-07	4.512794e-06	8.249812e-05	0.0038696083	0.26062876	0.6174654	0.117949
o	6.820419e-09	7.177318e-08	2.1070842e-05	0.0013808084	0.028460754	0.8864104	0.08372687
</S>	3.977014e-07	6.7893404e-07	8.225345e-06	0.0009879878	0.012019719	0.29805332	0.6889297
