 	che	non	li	aspetiamo	</S>
n	0.41128054	0.008813257	0.003539649	0.4242061	0.15216047
a	0.9547403	0.014273123	0.027931856	0.0023378828	0.00071679236
m	0.27987796	0.5351316	0.13194513	0.029057233	0.023988102
i	0.23530915	0.3287691	0.41911283	0.009807532	0.0070013497
t	0.001392216	0.03807969	0.32798725	0.628377	0.0041638636
u	0.007066265	0.14023179	0.81893617	0.026962556	0.006803186
s	0.00041000973	0.060718495	0.35301444	0.5040973	0.081759766
m	0.00090163026	0.050172135	0.9135309	0.027870832	0.0075245323
ì	0.0014796014	0.0015671478	0.009550132	0.97831833	0.0090848245
n	0.00036430603	0.00069671334	0.009258057	0.89720446	0.09247649
o	0.0021326013	0.0131754475	0.09745965	0.7887952	0.09843709
m	7.806357e-06	0.00013336279	0.0028383152	0.07968452	0.9173359
e	9.07814e-05	0.007894946	0.1153574	0.29387844	0.58277845
</S>	1.3254955e-05	0.00013299342	0.00042834636	0.024175549	0.9752499
