 	Marika	è	che	si	sposa	domani	</S>
M	0.8667984	0.0032245647	0.000220276	0.00045681396	0.002389716	0.057151057	0.06975919
a	0.85469604	0.08112076	0.027682379	0.0060071344	0.013067841	0.016406508	0.0010194938
r	0.03367178	0.26276207	0.024963524	0.18296906	0.36203358	0.039433785	0.09416622
ì	0.028946083	0.16403091	0.16129945	0.17350449	0.2633464	0.043311723	0.16556102
k	0.14378478	0.69820917	0.02111671	0.013950139	0.065553255	0.0024177926	0.054968283
a	0.012759523	0.1984768	0.468307	0.1612685	0.118328884	0.024027366	0.016831974
è	0.00012764445	0.60484225	0.14442779	0.021095762	0.21695824	0.0013489587	0.011199345
n	0.012614381	0.3373299	0.18148085	0.0024092926	0.38504356	0.07874272	0.0023793054
a	0.028069409	0.070194915	0.4372183	0.108490065	0.17649186	0.17906976	0.00046575587
r	1.34263855e-05	0.0008198784	0.008797421	0.025210263	0.9601343	0.0042584897	0.0007661931
m	6.88004e-05	0.0049468614	0.044143233	0.2490726	0.2432221	0.4483944	0.010152043
a	0.33620366	0.19875728	0.049479503	0.0318305	0.014836506	0.015051617	0.35384092
s	8.961679e-06	0.0006308119	0.000169432	0.024331195	0.93206763	0.019219715	0.02357226
t	3.2738524e-05	0.0037360662	0.014445356	0.45493755	0.16030358	0.1863353	0.1802094
ì	0.00011029965	0.034795005	0.012074094	0.038767762	0.043090187	0.0035691808	0.8675935
à	8.526329e-06	0.018185852	0.00095953	0.0029897909	0.36314034	0.500401	0.114314914
v	1.4527068e-05	0.0017946766	4.615777e-05	3.441997e-05	0.013018411	0.9708808	0.014211047
v	8.0292644e-08	8.030961e-05	2.048388e-05	9.870335e-06	0.0011425324	0.9985776	0.00016912667
r	8.527768e-05	0.034109935	0.005198439	0.018966652	0.011928977	0.0070892805	0.9226214
i	1.4089213e-05	0.25237373	0.0052015856	0.0018089581	0.03167135	0.040131558	0.66879874
</S>	1.1444669e-05	9.5045965e-05	5.320855e-06	0.00013321715	0.0010685404	0.008107477	0.99057895
