 	io	non	ho	scritto	mai	una	lettera	al	mio	fratello	</S>
e	0.26672304	0.031652264	0.012655341	0.01770251	0.02849545	0.0737625	0.21408756	0.014198527	0.02833524	0.06707773	0.24530984
v	0.9510958	0.046130203	0.0023184964	4.243826e-05	0.00013178363	0.00020428418	1.3971251e-05	8.111087e-06	1.7007138e-05	2.093648e-05	1.7002549e-05
ò	0.9772929	0.012827566	0.0076869996	0.0009482039	0.00020664422	0.00069782214	0.00018837003	4.121175e-05	3.829722e-05	4.8186885e-05	2.3804469e-05
e	0.117998384	0.78815365	0.08943169	0.001200095	0.0010005777	0.001946253	0.00013710973	3.9656257e-05	2.6977687e-05	3.528073e-05	3.0258789e-05
n	0.02451315	0.80504286	0.16839088	0.0009951448	0.00033585477	0.00056930236	4.1730193e-05	1.4653942e-05	3.5602752e-05	3.3764212e-05	2.7123424e-05
ì	0.0318324	0.11842566	0.77773994	0.060424794	0.0026742027	0.0053193523	0.0024506324	0.000497842	0.00022214945	0.00026634047	0.0001467211
m	0.0011876668	0.045983147	0.94114363	0.0027557558	0.0033760814	0.004360006	0.000105017585	7.046333e-05	0.00033019087	0.00046117025	0.00022676899
e	0.0027637738	0.009577768	0.9271032	0.051191956	0.00082920253	0.003309521	0.0049394835	0.00012644968	7.13565e-05	6.49919e-05	2.2403676e-05
g	3.1289674e-05	0.0072699976	0.36988977	0.582348	0.0273475	0.010951468	0.0007501641	0.0003365775	0.00032749653	0.00035479575	0.00039294598
r	3.9970732e-06	0.0069993213	0.5822931	0.36516616	0.014814936	0.01797056	0.008471611	0.0015375629	0.0012825103	0.0010638004	0.00039650526
a	0.0058664796	0.011151122	0.099293835	0.6209287	0.01591768	0.009352364	0.18316779	0.011644135	0.006622699	0.0096494425	0.026405718
m	6.193939e-05	0.00012468884	0.0101192435	0.5654025	0.33890796	0.02303717	0.01824221	0.0026072722	0.007628651	0.020658145	0.013210222
m	1.8000294e-06	0.0009264552	0.04355642	0.70060116	0.13170034	0.066262886	0.019912507	0.014114319	0.009569353	0.008668736	0.00468604
è	5.3907814e-05	0.0013563045	0.023157941	0.7855526	0.043911863	0.013173081	0.060418848	0.0074855797	0.011063919	0.017275773	0.03655008
n	1.067046e-05	0.0007063298	0.016828418	0.15990312	0.5884912	0.13138066	0.07721018	0.0032559226	0.0040440583	0.012550289	0.005619065
a	1.3763621e-06	0.00047969443	0.021676049	0.46268243	0.31591824	0.114671	0.054002825	0.01730131	0.004609845	0.0055163256	0.0031409021
m	1.06726176e-07	3.896567e-06	3.6010228e-05	0.033838503	0.81921995	0.13767841	0.0030544354	0.0015332529	0.0012833931	0.0020626015	0.001289552
