 	guardando	le	nuvole	sapevi	che	sta	per	piovere	</S>
k	0.82606685	0.023811005	0.00950924	0.033404887	0.004628365	0.0027048928	0.0037765056	0.015266039	0.080832236
a	0.98472565	0.0071801185	0.0027109876	0.0051984857	2.789151e-05	8.804475e-05	1.673145e-05	4.2779728e-05	9.251659e-06
n	0.96417755	0.031139141	0.002258676	0.0013942677	0.0004756854	0.00018851484	0.00010938499	0.0001094235	0.00014727534
o	0.84234625	0.12750413	0.013045357	0.016700802	5.451505e-05	0.0002759801	1.9111505e-05	4.6131543e-05	7.714716e-06
n	0.5717933	0.37915868	0.03342018	0.010320469	0.0022985665	0.0015189098	0.00048181813	0.0005638297	0.00044425027
ì	0.080531865	0.81968623	0.056729585	0.039577585	0.000667951	0.0022686468	0.00019361498	0.00024658817	9.7944474e-05
s	0.38653377	0.5437978	0.04021123	0.02916963	0.00011221264	0.00012785703	1.1992748e-05	1.9902023e-05	1.5639194e-05
o	0.0054956223	0.85172194	0.112821	0.02846545	0.00017934246	0.0009457478	6.243358e-05	0.0002800065	2.8385868e-05
n	0.006338983	0.77101916	0.1863336	0.034787685	0.00074367115	0.00026901485	0.0001454897	0.00013969076	0.00022275776
t	0.00032079872	0.48300067	0.46776098	0.039072435	0.0016082028	0.0064008487	0.00048242908	0.0011605743	0.0001929559
a	0.00675069	0.5480605	0.19799373	0.043302238	0.022456251	0.025294228	0.031372122	0.053717893	0.07105234
t	9.057917e-05	0.13636406	0.76478535	0.08489652	0.007600149	0.0016472301	0.0011548579	0.0017566191	0.0017046434
e	3.2692576e-05	0.07201118	0.8017023	0.058593497	0.018383572	0.032740768	0.0068885945	0.006662534	0.0029848856
s	4.255437e-05	0.026310626	0.90058917	0.05464019	0.013047691	0.002249185	0.00087939354	0.0015272674	0.0007139754
m	6.6219654e-06	0.0078078643	0.76590526	0.11631038	0.038397986	0.057566836	0.005581226	0.0060767825	0.0023470148
à	0.008886805	0.18266678	0.5135471	0.16479985	0.008067396	0.008144133	0.0090556545	0.033215467	0.07161683
n	1.6333297e-05	0.0035388495	0.41891515	0.54510784	0.020473158	0.00464873	0.0016468884	0.0028899326	0.0027630988
t	9.601439e-07	0.00061061466	0.642521	0.27961832	0.026889386	0.031699456	0.006251096	0.0100598335	0.0023493355
e	0.00043226112	0.031471007	0.38438827	0.12636842	0.05899925	0.03748397	0.044167165	0.06349236	0.25319725
ì	4.658898e-08	7.263482e-06	0.011272277	0.9473363	0.03649955	0.0031311896	0.0006223513	0.0006399403	0.0004909855
t	5.548028e-08	4.1622934e-06	0.0030473445	0.9664817	0.021714173	0.00838671	0.0002210472	9.291062e-05	5.1904695e-05
s	1.5474267e-08	3.4010145e-06	0.007422788	0.9851967	0.0026074408	0.0046265023	6.4060354e-05	7.446532e-05	4.6228615e-06
e	1.5249154e-05	0.0037371782	0.07308158	0.126952	0.06337581	0.086390495	0.07351204	0.08625466	0.48668095
r	3.4127428e-08	7.2347024e-07	0.00039444707	0.8323996	0.0988376	0.053395726	0.009728758	0.0032727316	0.0019703836
e	9.6008705e-08	7.3763094e-06	0.002775292	0.27584442	0.12342268	0.53060585	0.043182462	0.017482769	0.0066790804
k	3.9343934e-08	8.1810265e-07	0.000120822726	0.081706695	0.34478462	0.3257231	0.2150325	0.020682303	0.011949127
a	4.376608e-09	1.501578e-07	1.3586135e-05	0.0019571967	0.07065072	0.81715304	0.09785559	0.009138589	0.003231066
n	8.69185e-08	2.353527e-06	0.000103283906	0.011647188	0.1198147	0.27842188	0.52594435	0.053188495	0.0108777685
a	9.7108675e-08	9.507348e-07	1.8796287e-05	0.0008108846	0.020200402	0.5489313	0.39879847	0.023083886	0.008155226
v	2.158258e-07	4.7264416e-06	9.238189e-05	0.00288267	0.037501454	0.12229729	0.7093705	0.11330958	0.014541336
r	5.1361813e-08	3.062758e-07	8.276916e-06	0.00016231454	0.0056750705	0.1692954	0.70203525	0.09456665	0.02825659
è	3.7021965e-07	7.648787e-06	0.00017717728	0.0023953791	0.015863499	0.03609818	0.07993806	0.49132657	0.3741931
t	1.0633365e-08	3.9251526e-07	0.00014343488	0.010896291	0.0018989854	0.0042810496	0.02606414	0.67640996	0.2803057
s	8.169161e-10	3.666309e-08	5.49461e-06	0.00032105422	0.00300655	0.0378452	0.32297897	0.51646066	0.11938206
i	1.0688594e-08	9.885349e-06	0.00057429034	0.011565531	0.011316442	0.009210447	0.028465003	0.2315291	0.70732933
</S>	1.8818578e-07	6.425282e-08	5.210167e-07	4.224617e-05	8.776204e-05	0.0006201742	0.0477753	0.26483315	0.6866406
