 	se	vieni	a	casa	ogni	sabato	</S>
a	0.73727185	0.03447135	0.011428926	0.004177871	0.008338496	0.04785727	0.15645428
n	0.47638527	0.3416919	0.15290242	0.023313312	0.001224881	0.0023744155	0.0021078389
è	0.013886519	0.39546582	0.5181551	0.053933766	0.0019784675	0.014399045	0.002181224
r	0.01022089	0.4942255	0.46140352	0.023645304	0.0032293834	0.0063155754	0.0009597651
t	0.0030171643	0.19711202	0.71317154	0.08129383	0.00029487914	0.004934443	0.00017624653
i	0.1470822	0.07817632	0.19845259	0.028933793	0.019768521	0.021204684	0.50638187
è	0.00011752774	0.027838469	0.73850334	0.12697476	0.0049087233	0.0038828123	0.09777428
s	0.00010905814	0.015509042	0.19418491	0.7142543	0.03211177	0.03883424	0.0049965708
s	1.673378e-05	0.0014453843	0.09229594	0.899556	0.0011726475	0.00538082	0.00013244234
u	0.03663553	0.092849754	0.24971125	0.1708534	0.03311639	0.021857932	0.39497572
k	6.683677e-06	9.456571e-05	0.008339596	0.60338277	0.2367715	0.020378564	0.13102627
u	3.28689e-07	7.004493e-05	0.0020611996	0.71343124	0.17691937	0.047712024	0.059805717
à	3.3179174e-06	6.603739e-05	0.00021725637	0.013411367	0.9531248	0.019405121	0.0137720145
i	4.0785928e-08	1.8643178e-06	7.335715e-06	0.0018125396	0.19975299	0.79740953	0.0010157381
s	8.555502e-06	8.208345e-05	0.00012514691	0.006235671	0.28418678	0.408642	0.30071977
à	7.587019e-08	2.6265323e-05	4.2684293e-05	0.004472478	0.027663315	0.9632981	0.0044970578
m	1.8825266e-07	6.765737e-06	4.053823e-06	5.6228888e-05	0.012191442	0.9868177	0.0009236235
b	5.9838146e-10	4.9999553e-08	2.4090363e-07	0.00012794643	0.0016948428	0.9964005	0.0017764969
a	4.786804e-07	0.00023551124	0.0011373444	0.0055310214	0.011180965	0.95847243	0.02344222
</S>	2.0923494e-06	1.45948725e-05	1.1573607e-05	0.00024137358	0.00038146455	0.22658835	0.77276057
