 	hai	già	mangiato	</S>
ì	0.78149134	0.0054453807	0.09983923	0.11322398
s	0.84022135	0.12299953	0.034090355	0.0026886861
e	0.8606374	0.11502063	0.013525349	0.010816627
g	0.01957596	0.97286755	0.0026866433	0.004869729
i	0.01219818	0.61852574	0.16001767	0.20925842
à	0.0005485258	0.64867437	0.25005284	0.100724265
f	0.00030600664	0.16493037	0.8322873	0.002476316
a	0.0025633492	0.3764331	0.6151203	0.0058832318
m	0.0009768698	0.02733213	0.526487	0.44520396
è	2.181515e-05	0.0026195091	0.5526036	0.44475505
n	8.903992e-05	0.017012775	0.54360545	0.4392928
a	1.2642277e-05	0.009477388	0.9342591	0.056250848
</S>	7.38099e-05	0.00056202104	0.039424192	0.95993996
