 	io	non	ho	cosa	da	mangiare	</S>
e	0.3174773	0.011328721	0.0057418994	0.0024667473	0.014440366	0.15532172	0.4932232
v	0.9712337	0.026578996	0.0017684241	0.00017506948	7.670498e-05	3.687681e-05	0.00013012243
ò	0.96730363	0.020443551	0.010031935	0.0011840834	0.00040407226	0.0003570897	0.00027549503
e	0.15471485	0.77963114	0.062391754	0.0019703833	0.00039179903	0.00035530803	0.00054468063
n	0.034257326	0.85669297	0.10116615	0.0064669657	0.00046605244	0.00041673487	0.0005335677
è	0.0328648	0.13682403	0.7412603	0.07908435	0.004877171	0.0025730904	0.002516226
c	0.0013268999	0.11275105	0.82642764	0.031206513	0.012074023	0.014162591	0.0020512443
h	0.013258566	0.12798743	0.60280156	0.098492436	0.047542058	0.081501774	0.028416207
o	0.057352416	0.13943756	0.37962243	0.26781192	0.030347226	0.009971194	0.115457214
t	5.0458417e-05	0.00051308115	0.061218906	0.7657807	0.063738085	0.012990031	0.09570875
i	9.710741e-06	0.0005651842	0.035817366	0.8590358	0.07500318	0.0154887065	0.014080104
è	1.6729405e-06	6.305323e-05	0.0029908852	0.26207578	0.5110523	0.18773974	0.036076605
n	4.092283e-07	0.00055859535	0.0069245836	0.005457057	0.33947197	0.6384974	0.009089971
a	4.7493336e-07	9.269172e-05	0.00795451	0.06892244	0.53196615	0.37583873	0.0152249085
f	1.9732493e-06	2.5071027e-05	0.00036787012	0.014593062	0.32347438	0.54683554	0.11470213
à	4.63638e-07	1.6637016e-05	0.00021572268	0.0043377597	0.1853222	0.7217858	0.08832138
o	2.3187939e-08	3.7057137e-07	6.0205053e-05	5.986942e-05	0.011600497	0.9621806	0.026098443
</S>	1.0833107e-06	2.646275e-06	3.5980673e-05	0.00026648375	0.0048107696	0.28794017	0.70694286
