 	il	dito	si	gonfiò	</S>
o	0.9068445	0.0062828576	8.828905e-05	0.05477689	0.032007467
d	0.83319956	0.16228354	0.0013381339	0.0021996235	0.0009791191
à	0.53304964	0.46412084	0.00016547924	0.0026362792	2.7776045e-05
t	0.31375808	0.6747792	0.0011749954	0.009619363	0.000668379
t	0.08437577	0.8655913	0.009529707	0.039651487	0.0008518355
i	0.12363344	0.060041774	0.19138499	0.028359668	0.59658015
l	0.0036218583	0.9428817	0.03203058	0.019012922	0.0024529519
o	0.014739259	0.37607786	0.1135077	0.36987606	0.1257991
è	0.0003741492	0.017744238	0.7707209	0.059524354	0.15163642
p	8.963017e-05	0.9431339	0.008129462	0.04572336	0.0029236474
r	4.3751996e-05	0.26947063	0.024962075	0.70400447	0.0015190978
i	0.0022913932	0.04644499	0.01022474	0.33273572	0.6083032
m	2.0767277e-05	0.0012150076	0.14670151	0.14470382	0.70735896
m	3.0103881e-06	0.00015242251	0.07098178	0.11143682	0.8174259
è	6.2350984e-05	0.0009243488	0.0056785187	0.070699334	0.92263544
n	5.624085e-07	6.734886e-05	0.003931391	0.18324167	0.81275904
o	2.835416e-06	0.00020099708	0.014485135	0.08322402	0.902087
</S>	1.2249923e-06	4.349381e-05	0.0029740897	0.12709373	0.8698874
