 	nella	pasta	metti	sale	vuole	il	sale	</S>
s	0.8023116	0.010398656	0.0032994004	0.002268423	0.0055821864	0.007907682	0.013380067	0.154852
t	0.9441427	0.028123016	0.013729847	0.0076146605	0.004371448	0.001183698	0.0006966576	0.00013795051
i	0.34717235	0.0860688	0.017894153	0.043340895	0.040015902	0.120278105	0.12769541	0.21753438
p	0.1808134	0.6759626	0.081150524	0.029044451	0.0056730825	0.0051848805	0.0076524676	0.014518633
à	0.056292426	0.48515838	0.14157206	0.13519417	0.105077066	0.048015203	0.018347599	0.01034301
s	0.021136163	0.66727203	0.2792917	0.023542786	0.006679666	0.0004681892	0.0005147442	0.0010946662
t	0.0009147884	0.3670968	0.49361256	0.081776895	0.045618687	0.007099288	0.0025677634	0.0013132751
a	0.044181827	0.47511265	0.06999162	0.020527087	0.014681244	0.04072271	0.045885433	0.2888974
v	0.0001922164	0.012036915	0.8013017	0.17631917	0.0024292278	0.0016434438	0.0021168187	0.003960528
à	2.2831078e-05	0.005450162	0.3998532	0.38348326	0.16187361	0.031932794	0.00945649	0.007927611
l	4.7388952e-05	0.0048168884	0.78684074	0.17619118	0.028102022	0.0015107556	0.0011795622	0.0013115586
e	2.7774655e-05	0.000322406	0.50087494	0.30241543	0.19183797	0.0030785904	0.001342905	9.999882e-05
à	1.0949025e-05	5.811216e-05	0.07784322	0.82069474	0.07792796	0.012350801	0.0041242214	0.006989972
l	7.381165e-07	1.0445407e-06	0.01447665	0.3827367	0.5678182	0.01838824	0.015168512	0.0014098168
a	2.2956283e-06	7.809942e-06	0.017371152	0.13337857	0.8338173	0.011946716	0.0034470193	2.9123554e-05
e	6.6784116e-07	1.968463e-05	0.003308888	0.04188563	0.4284599	0.49928737	0.019434001	0.007603794
t	5.5371263e-08	1.1183186e-06	0.0005210571	0.0060520084	0.39679182	0.55602276	0.037029833	0.0035812876
è	7.040325e-08	5.645712e-07	2.9058727e-05	0.0020384684	0.0983612	0.7679458	0.12964314	0.001981739
l	1.821307e-07	6.438966e-07	5.1020474e-05	0.0328598	0.010134738	0.11588477	0.8301558	0.010913024
i	7.429523e-08	1.5819342e-07	2.305356e-05	0.008450975	0.050267752	0.18564045	0.7534553	0.0021622311
t	3.4128334e-07	3.2482203e-05	0.00070889527	0.0021231647	0.0018773907	0.18188037	0.31408823	0.49928916
à	6.8125914e-09	2.716145e-08	5.4705697e-07	0.00017130759	0.0024164591	0.17702089	0.73733526	0.083055496
l	2.9980214e-08	2.6017917e-08	6.71851e-07	0.0010998835	0.0002509388	0.004855473	0.93333614	0.06045677
a	6.115134e-08	1.5907973e-07	4.702388e-06	0.00065807713	0.0041046874	0.022840155	0.92880756	0.043584738
</S>	4.817469e-08	1.101512e-06	1.5002946e-05	0.00010817729	5.1480223e-05	0.0017051721	0.09337128	0.9047478
