 	la	casa	la	costruiscono	i	muratori	</S>
t	0.8797372	0.014669511	0.0022396997	0.0053692744	0.0018124924	0.009077704	0.08709415
o	0.94427365	0.05144383	0.0036085292	0.0005063608	0.000104671584	2.1037245e-05	4.183285e-05
s	0.350649	0.63555884	0.007857015	0.0017297388	0.0007518105	0.00077260134	0.0026810833
p	0.17929773	0.7869646	0.031787433	0.0015917426	0.00019852212	5.0650735e-05	0.000109322566
ì	0.33012375	0.24163911	0.062757194	0.046418693	0.017606288	0.020895924	0.280559
t	0.103030905	0.8454599	0.048764292	0.0011340238	0.0002546655	0.00027130026	0.0010848234
i	0.049188294	0.74556226	0.14141075	0.034331106	0.0147599075	0.0047204704	0.010027328
t	0.001743923	0.4517504	0.5220105	0.009301947	0.001831572	0.0027837025	0.010577989
o	7.25337e-05	0.15429157	0.82064897	0.020844921	0.0025950917	0.00044254583	0.0011043106
f	0.00018215657	0.016768908	0.9201951	0.043371595	0.0062747956	0.005077597	0.00812979
a	7.290392e-06	0.0017765928	0.87061286	0.113716364	0.009525268	0.0014728612	0.0028888863
b	7.312704e-05	0.0013256487	0.73268056	0.1825683	0.028433694	0.030771168	0.024147546
b	5.1259944e-06	0.0014459601	0.5383231	0.4210086	0.025140421	0.0069500073	0.007126828
r	0.13344659	0.29035	0.20279208	0.13000818	0.019705724	0.018755479	0.20494199
i	0.03630772	0.2728936	0.15005435	0.14781648	0.034793902	0.04560423	0.31252962
k	0.00019094655	0.0012265753	0.13014634	0.5881302	0.04932842	0.021867728	0.20910986
è	6.6235975e-07	5.94351e-06	0.0054687103	0.61708534	0.25404862	0.09578367	0.02760712
o	3.58093e-05	0.0013256026	0.04224686	0.4640153	0.15532409	0.063593104	0.27345932
n	4.4441632e-07	2.5329866e-06	0.0005546393	0.1888566	0.57128066	0.14269301	0.09661207
e	1.0933695e-06	1.27299445e-05	0.00059760467	0.3450584	0.63395417	0.017325006	0.0030509636
i	5.273389e-06	4.1729094e-05	0.00045374865	0.02237785	0.5515716	0.3767904	0.048759487
f	4.890799e-07	1.926259e-05	0.00023030821	0.03435807	0.5671404	0.24846403	0.14978734
a	7.969022e-06	0.000100433266	0.0006797363	0.06776632	0.71188664	0.19760856	0.02195033
b	9.442032e-07	1.0237598e-05	8.1882004e-05	0.00070358935	0.03238044	0.8615216	0.1053014
b	2.940389e-08	3.8535208e-07	6.950896e-06	0.0008623267	0.048507642	0.86793506	0.08268758
r	9.606224e-06	0.0002588241	0.007933969	0.09428675	0.16946691	0.058306836	0.6697371
i	9.06701e-05	0.0025306102	0.049078707	0.2135891	0.14641301	0.20002212	0.38827583
k	6.757479e-06	1.4500836e-05	1.1086064e-05	8.968103e-05	0.0029208336	0.4588106	0.53814656
a	2.746273e-07	6.6883047e-07	1.2019503e-06	3.0182255e-05	0.0028031052	0.9358917	0.061272793
t	1.882187e-06	1.0925292e-05	1.170579e-05	3.9216156e-05	0.0005583463	0.36424416	0.63513374
ò	2.421331e-06	1.103692e-05	1.3665909e-05	0.00010886257	0.0024288488	0.7969587	0.20047647
r	7.77497e-08	6.3170074e-07	4.6560417e-06	0.00013744569	0.002954545	0.94183946	0.055063207
i	2.2975175e-07	3.689059e-07	3.2827397e-06	0.00039325503	0.0066949087	0.9213774	0.07153048
</S>	9.035703e-07	3.759378e-05	6.6703615e-05	0.00013533756	0.0006186017	0.054061998	0.94507885
