 	sicuramente	stanno	ancora	svegli	</S>
s	0.80957377	0.014590071	0.0051885946	0.016061878	0.15458576
i	0.9944529	0.0030726932	0.0019443043	0.00034170251	0.0001884327
k	0.94028616	0.047703784	0.005135453	0.00022829317	0.006646302
u	0.9610382	0.03732773	0.0012498043	0.00021293234	0.00017135199
r	0.780789	0.20342162	0.008576508	0.0006186081	0.006594218
a	0.4783058	0.5140435	0.005438362	0.0008200643	0.0013922664
m	0.7653302	0.13992782	0.011326854	0.0070708534	0.07634432
è	0.33225217	0.61999756	0.024013884	0.0067506754	0.016985754
n	0.8172858	0.12847628	0.0063971193	0.0001165452	0.047724325
t	0.018603224	0.952269	0.025130395	0.00074952055	0.0032478392
e	0.09592544	0.5246488	0.010254105	0.016061386	0.35311034
s	0.022866772	0.6906982	0.062210105	0.004307526	0.21991737
t	4.9149934e-05	0.8827117	0.10572391	0.0015483409	0.009966907
è	0.00038655204	0.8248351	0.0173636	0.007853708	0.14956096
o	0.015529217	0.40428874	0.13300417	0.003164682	0.4440133
n	1.8520225e-06	0.032086138	0.7992838	0.017217997	0.15141025
e	5.741801e-06	0.05579419	0.9043384	0.014461447	0.025400147
a	9.447193e-06	0.003940162	0.96976286	0.0012528467	0.025034627
n	8.856634e-06	0.00053083507	0.9622285	0.026474826	0.010756938
k	0.001404045	0.002178422	0.976355	0.018330503	0.0017319893
ò	0.00027680869	0.0057852264	0.0600634	0.032698847	0.90117574
r	3.9336028e-05	0.002290171	0.026326787	0.0048454334	0.9664983
a	2.765959e-06	0.0059672943	0.79377526	0.062009964	0.13824469
a	8.666086e-05	0.000120937904	0.22584836	0.41007632	0.36386782
t	1.4752253e-06	4.529602e-06	0.012314738	0.6899719	0.29770735
s	0.0006679689	0.00016047551	0.10123231	0.8780378	0.019901458
ù	8.181591e-06	0.00029015983	0.034381546	0.82883155	0.1364886
n	5.018627e-06	0.00012041696	0.014789888	0.4828128	0.5022719
n	1.3305097e-08	1.2742349e-05	0.0075064204	0.4606977	0.53178316
i	2.0080417e-06	0.0009748926	0.003993112	0.11472832	0.8803017
t	6.1444985e-07	4.190278e-08	0.00011042266	0.8375955	0.1622934
i	1.47390695e-08	1.1783393e-05	0.0013968819	0.045675695	0.95291567
</S>	1.2456508e-07	3.966353e-07	0.00023364836	0.06414457	0.93562126
