 	io	non	so	cosa	è	da	scrivere	</S>
e	0.35079557	0.019794589	0.011492406	0.003015902	0.08492557	0.013159683	0.11494813	0.4018682
v	0.9696565	0.029279219	0.00058421685	0.00016330472	0.00021373748	5.3599888e-05	1.1679986e-05	3.7740618e-05
ò	0.97259665	0.015597195	0.010465582	0.00045496234	0.00030353913	0.00027623377	0.00023708648	6.8840134e-05
e	0.15690492	0.8193069	0.019967275	0.0018906529	0.0013959719	0.00022575406	0.00019080799	0.000117746145
n	0.03000404	0.8985765	0.067949794	0.0026925304	0.0003665777	0.00018328318	0.00010789078	0.00011933005
e	0.02594541	0.11893473	0.8298237	0.01931296	0.0021821456	0.0017023506	0.0016404167	0.0004582588
s	0.00029200054	0.108336955	0.69267476	0.18161583	0.009730586	0.004901411	0.0011691406	0.001279298
s	1.895334e-05	0.02650761	0.908817	0.0578784	0.0023665123	0.0018610731	0.0022072943	0.0003431619
è	0.0144820195	0.068770826	0.44689748	0.06769973	0.01783588	0.01487733	0.048808344	0.32062837
r	0.0026426446	0.0016508191	0.886417	0.04965366	0.012075163	0.0061155916	0.028116755	0.0133283995
o	0.00069446216	0.00827628	0.73336154	0.13754259	0.048131205	0.030772755	0.03680587	0.0044152406
t	5.9177662e-05	0.00011131742	0.238848	0.45070514	0.11211483	0.06361167	0.09294894	0.041600905
i	2.8905237e-07	0.00030246287	0.076895654	0.7508963	0.0518156	0.09953107	0.016957944	0.003600734
e	5.009206e-07	4.8687678e-05	0.0046735713	0.3711594	0.2518701	0.35526964	0.013388479	0.0035896292
n	2.9506027e-06	0.0001831409	0.003783701	0.22469078	0.13050407	0.62120163	0.015917568	0.0037161554
a	1.3346387e-05	0.00013880714	0.005731116	0.05351291	0.07684972	0.7102874	0.15017173	0.0032949944
g	6.2376364e-07	5.3774304e-05	0.00063557486	0.023087658	0.06783815	0.7407448	0.15556796	0.0120713785
r	7.4349515e-07	2.10796e-05	0.00019462871	0.006538741	0.031228194	0.44665548	0.47954336	0.035817713
à	2.1814558e-05	0.00019166601	0.00837743	0.009347891	0.022281853	0.03043565	0.6852062	0.24413751
s	1.9108374e-07	1.418082e-06	8.393025e-05	3.633291e-05	0.0009911878	0.0010473203	0.88959175	0.10824802
s	1.1914521e-08	3.3856063e-06	1.6385226e-05	0.0005237028	0.021518748	0.06985226	0.7935982	0.1144873
o	0.00011920879	0.0010186249	0.003959658	0.0065624174	0.01599373	0.009463617	0.30328357	0.6595992
</S>	7.485099e-07	4.185028e-07	9.227231e-07	1.3580114e-05	0.00019090899	0.002126329	0.21718952	0.78047764
