 	il	vestito	della	sposa	deve	essere	bianco	</S>
o	0.90342534	0.008643282	0.00075090944	0.004267975	0.018023647	0.0029481528	0.0057563544	0.056184337
à	0.86540174	0.12400924	0.004879332	0.0026492847	0.0019341458	0.00044001016	0.00019972719	0.00048658258
b	0.030795665	0.84161574	0.018045723	0.026742052	0.033307597	0.016796738	0.025140457	0.0075560566
b	0.016703907	0.98119235	0.0011464438	0.00067222246	0.00014135192	5.263115e-05	8.3566345e-05	7.4670265e-06
e	0.20624474	0.2985634	0.14039126	0.05453862	0.060141936	0.03043825	0.04101813	0.16866371
t	0.0032553955	0.60064226	0.30223912	0.0250525	0.016915342	0.0077570034	0.036625892	0.007512447
o	0.0015633468	0.6713559	0.22753073	0.039160345	0.025601724	0.01485948	0.013550526	0.0063778316
u	0.00023038831	0.053869605	0.73294073	0.14866956	0.03457625	0.011301853	0.013617941	0.004793673
k	1.644253e-05	0.008567176	0.71920764	0.25208023	0.0155528365	0.0022589685	0.0012548276	0.0010618459
o	4.750616e-05	0.006608611	0.573836	0.39409208	0.020512966	0.002084235	0.0022321735	0.0005863798
r	0.00010594006	0.00067875686	0.21094966	0.6419196	0.101505324	0.032741316	0.009097937	0.0030014606
a	1.3298064e-06	0.00046644977	0.21238591	0.68758065	0.07617151	0.0069478056	0.013231665	0.003214721
s	9.596164e-05	0.0004387963	0.10740324	0.6586931	0.15817894	0.017037151	0.039695796	0.018457003
ì	6.792407e-07	2.623083e-05	0.06795132	0.40535772	0.23046993	0.13319433	0.09467148	0.06832835
u	7.307209e-06	0.00020812977	0.026113652	0.23032057	0.52694964	0.09978356	0.053437393	0.06317973
è	1.383251e-07	1.923292e-06	0.0014630847	0.038539596	0.50998396	0.30456543	0.11740924	0.028036628
n	1.4741896e-07	1.6556457e-06	6.478905e-05	0.024116976	0.7348237	0.19760205	0.04265252	0.00073809305
a	2.251605e-08	1.349107e-06	0.0005227276	0.06757158	0.7948931	0.10929702	0.027304016	0.00041018485
n	1.4968715e-07	2.3445682e-05	0.0002686171	0.002709986	0.06384485	0.87935954	0.0445332	0.00926016
e	6.424289e-08	1.1597543e-06	0.00019900837	0.0012537071	0.050095968	0.6791084	0.18630564	0.0830361
à	2.1857433e-07	3.3213e-06	4.728975e-05	0.00029038324	0.00735027	0.780435	0.17375042	0.038123082
s	1.5978575e-08	4.4366352e-08	3.1227614e-07	1.5541214e-05	0.005328603	0.08061255	0.9120971	0.0019457744
p	3.1754734e-09	2.5290888e-08	2.006408e-06	0.00023780354	0.025241328	0.13733822	0.8354397	0.0017409392
r	4.8160187e-09	1.9640007e-07	0.00015317835	0.0011412919	0.0138498265	0.029516077	0.10144048	0.8538989
o	2.096371e-09	8.439667e-08	0.0001234584	0.009424243	0.10830457	0.061812095	0.28584188	0.5344937
</S>	6.995746e-07	1.4685595e-06	7.7823415e-07	4.4274902e-06	0.00014383666	0.011131548	0.3293536	0.6593637
