 	non	è	li	dimentichiamo	mai	i	i	padri	e	le	madri	</S>
e	0.4325164	0.2505348	0.038311504	0.001704792	0.023958795	0.0050995992	0.0069085015	0.0894027	0.0052453554	0.003134697	0.07250111	0.07068175
n	0.34129405	0.32581854	0.31961325	0.010151884	0.0022286782	0.00026883182	0.00016463068	0.0003143616	3.7766058e-05	2.9989224e-05	3.2225915e-05	4.5830922e-05
è	0.048149288	0.63870806	0.2551084	0.041114297	0.008139284	0.0014024881	0.00073732325	0.0052585355	0.00031980933	0.00029455786	0.0004409427	0.00032703578
n	0.0054285	0.4557411	0.5250247	0.0054246546	0.0037350277	0.0009477431	0.00074433524	0.0009238787	0.000408752	0.0004751735	0.00072369986	0.0004223428
a	0.014803455	0.6305368	0.18839356	0.15329	0.009326704	0.00020167862	7.023112e-05	0.0032506627	1.4329409e-05	1.3644001e-05	8.501379e-05	1.39156655e-05
l	0.00042974405	0.017931158	0.2541853	0.6916507	0.019637898	0.004421172	0.0021409588	0.0066140983	0.00066287955	0.00048620303	0.0009996247	0.000840295
l	0.00936428	0.030962761	0.077625394	0.5732536	0.27028683	0.011013728	0.0026973654	0.018589098	0.0007828504	0.00086464436	0.0038756994	0.0006838028
i	0.10512082	0.19164884	0.08711622	0.12592502	0.08397868	0.021415165	0.017506858	0.25802258	0.012359915	0.0038142176	0.04868185	0.044409785
m	0.00016478043	0.0015596442	0.009066646	0.43738824	0.18602017	0.028559646	0.0072647394	0.07654104	0.008352348	0.005341303	0.20106173	0.03867969
o	0.00069216406	0.0013127188	0.020618798	0.44968498	0.28776708	0.07420315	0.020051012	0.084827885	0.010144085	0.009834535	0.031923145	0.0089404695
n	1.4692291e-05	4.466243e-05	0.0028713816	0.25429064	0.52274424	0.14112352	0.021039426	0.01731863	0.005352995	0.004938912	0.023892064	0.006368826
ì	2.7294707e-05	2.9891555e-05	0.00081945915	0.04410843	0.41195235	0.3027869	0.050816253	0.112769395	0.013710781	0.013247062	0.038145155	0.011586933
s	1.0187723e-05	0.0009787418	0.006300241	0.0023122055	0.8505861	0.08625793	0.01615151	0.024796883	0.002184769	0.0017125029	0.0063202535	0.0023886338
u	1.7384817e-06	5.0393734e-05	0.0005019926	0.00091988407	0.8546005	0.1020554	0.010434031	0.029281948	0.00036078738	0.00021942858	0.0013214181	0.000252528
m	3.9099726e-07	5.7966247e-07	1.2240732e-05	0.0005705173	0.21128117	0.5823127	0.17326029	0.015784942	0.005129451	0.0024614802	0.0066845487	0.0025018195
e	1.3604085e-06	6.4609726e-06	3.3287764e-05	0.00010180841	0.27570853	0.5444477	0.10896475	0.064932175	0.0016463199	0.0009005479	0.0025553182	0.00070167717
m	4.5674489e-07	1.1577459e-06	8.604421e-06	0.0001611988	0.055348504	0.4410969	0.42424083	0.04896769	0.010518452	0.005229325	0.0116634015	0.0027634376
a	7.306238e-07	4.5880024e-06	6.9562634e-06	7.74895e-06	0.025254056	0.4319698	0.41154194	0.115980916	0.0069699935	0.0024810976	0.0036347448	0.002147469
i	2.9888605e-07	1.0491533e-06	3.1339648e-06	3.9563132e-05	0.012102568	0.2179284	0.54129696	0.13323551	0.031745475	0.012644155	0.042757414	0.008245406
t	6.631503e-08	2.6443973e-07	4.4651773e-07	1.1121391e-06	0.0013349241	0.052131556	0.48261216	0.43462962	0.022398911	0.0038408893	0.0018054633	0.0012446445
u	6.690138e-06	7.248608e-05	1.0604355e-05	2.5065e-05	0.0060806302	0.034073465	0.39276654	0.4511718	0.08887896	0.024137914	0.0013344741	0.0014413882
s	1.3643644e-06	1.0758096e-05	1.0413601e-05	1.7037917e-05	0.0007293156	0.013057067	0.31450585	0.33802745	0.23163019	0.08934186	0.009137488	0.0035312108
t	3.8654424e-08	7.369981e-06	1.6462006e-06	2.6895535e-07	0.00015028175	0.0065620313	0.21931767	0.41813806	0.24364948	0.07449863	0.022973897	0.014700671
a	6.3373736e-06	3.59647e-05	9.4808325e-05	0.00043924464	0.0167974	0.10350912	0.32133913	0.09143468	0.12953593	0.057984665	0.074929185	0.20389357
c	3.489276e-07	1.51432e-06	6.3553375e-07	1.6442274e-06	4.0423845e-05	0.00037501918	0.01210799	0.6009842	0.2461746	0.033462554	0.05789442	0.04895657
i	2.034206e-08	5.705475e-06	1.2504337e-06	9.067117e-08	1.796413e-05	0.0012145602	0.029211476	0.102732256	0.3987927	0.21342903	0.12832388	0.12627104
ù	2.6154157e-07	2.6823034e-06	1.3729359e-06	9.611612e-07	2.1551527e-05	0.00039668177	0.0055553	0.2905756	0.26864576	0.10458498	0.19797401	0.13224083
r	1.6836887e-10	1.5424728e-09	1.942674e-09	3.816565e-09	9.627612e-07	4.4571898e-05	0.00065082335	0.4471423	0.07276247	0.22668219	0.20839411	0.04432251
i	5.4988464e-10	5.799035e-08	1.2027831e-08	2.2981464e-08	3.010664e-06	9.1104994e-05	0.0014556254	0.7829139	0.04638034	0.11936822	0.046870437	0.0029171968
a	3.3560832e-09	3.6304613e-08	2.3590992e-08	1.1405444e-08	8.331612e-06	8.296918e-05	0.0008113463	0.03377402	0.26150125	0.6428554	0.023582157	0.037384465
m	1.6384887e-09	1.1348366e-07	5.8604872e-08	4.726851e-08	7.1309646e-06	2.5957279e-05	0.00033940974	0.08768962	0.17780238	0.61687154	0.047865722	0.06939811
a	5.55625e-08	4.3150616e-05	4.217039e-06	6.5464167e-07	7.9409285e-05	9.862666e-05	0.0006767095	0.13551944	0.101471685	0.6632377	0.07383335	0.025035007
t	7.3661406e-09	4.5863294e-07	1.2301784e-07	3.604291e-08	2.4856663e-05	0.00015444079	0.0006488055	0.015791459	0.058955416	0.5011521	0.23374851	0.18952382
