 	ho	rotto	una	bottiglia	</S>
è	0.9379665	0.0023086078	0.0023751087	0.0052465536	0.05210316
g	0.86394584	0.09185939	0.029133905	0.008103881	0.006957017
l	0.15338407	0.81371254	0.021595303	0.006079019	0.005229105
a	0.10540477	0.7657716	0.013406926	0.00991017	0.105506554
s	0.0047742873	0.2970119	0.22558571	0.079291865	0.39333618
a	0.013193565	0.28856573	0.51322544	0.10584766	0.07916759
m	0.00022246504	0.0074859066	0.59244496	0.1620396	0.23780714
i	0.00014737238	0.015603378	0.8546718	0.09307039	0.03650707
a	6.5860455e-05	0.00010498487	0.65107256	0.30478075	0.043975804
b	2.1346163e-05	4.547141e-06	0.8883725	0.10529827	0.0063032536
u	5.546774e-05	1.1693544e-05	0.5048951	0.49120897	0.0038287616
t	1.9695131e-05	8.09351e-06	0.058778092	0.8108673	0.13032682
t	1.469922e-06	8.6298195e-07	0.028463192	0.9433556	0.028178843
ì	0.0005873635	0.0007273828	0.06657142	0.3684069	0.5637069
g	7.381153e-06	1.2337556e-06	0.020458955	0.5533253	0.4262071
l	2.4998412e-06	2.8470427e-06	0.051161125	0.75372255	0.19511099
i	0.02005898	0.00058382284	0.05114157	0.2589146	0.66930103
a	1.4030202e-05	2.9424948e-06	0.0024983673	0.59976864	0.39771602
</S>	7.092666e-06	7.9604945e-08	0.00031126308	0.12923612	0.87044543
