 	cosa	fa	Anna	il	sabato	mattina	</S>
t	0.6641844	0.15442832	0.004158433	0.011335359	0.014396162	0.048580512	0.10291677
i	0.6687986	0.30335456	0.012366429	0.0034385063	0.0022235585	0.009196613	0.00062172965
k	0.09851364	0.8494363	0.028949866	0.003195984	0.005216816	0.013426217	0.0012612072
à	0.039643385	0.90334684	0.045447897	0.0034362106	0.001094734	0.0065059983	0.00052488653
n	0.0018274119	0.9091263	0.06970569	0.0014300495	0.0007222014	0.016748888	0.00043949997
n	0.0018638942	0.7410125	0.21239437	0.012956758	0.002364223	0.026008004	0.0034001593
i	0.13193823	0.15617213	0.05862769	0.024977054	0.01226882	0.020145006	0.59587103
e	0.00069034175	0.07593057	0.5890984	0.106873706	0.007559961	0.2011349	0.018712083
A	5.0293374e-06	0.0017811704	0.89826465	0.09299815	0.005098471	0.0014566896	0.0003957977
n	2.0443366e-08	3.689883e-05	0.004244278	0.02751208	0.6917364	0.27567196	0.0007984268
n	1.878639e-07	0.001380062	0.93389696	0.041731235	0.017546441	0.0053165476	0.00012857711
a	0.0054453416	0.01850626	0.36325344	0.1995037	0.039848033	0.02450669	0.34893653
o	1.0487915e-06	1.0768455e-05	0.042851407	0.8736682	0.061457485	0.009408484	0.012602724
s	2.1633166e-07	5.276826e-06	0.011925428	0.791732	0.17833765	0.015795115	0.0022044051
à	1.6350821e-06	0.00021447764	0.021653783	0.724424	0.22319202	0.027379263	0.0031347803
m	1.1139914e-07	5.4912357e-06	0.0008195623	0.014751996	0.8236615	0.16005415	0.0007071769
b	1.3174295e-08	2.3296268e-06	0.0017493694	0.044190932	0.40833953	0.5429208	0.0027970285
a	2.4023344e-05	0.004712181	0.028881881	0.06754211	0.46579757	0.27762634	0.15541585
p	1.3548876e-06	1.647683e-05	0.00026102574	0.040700104	0.33444867	0.13033167	0.49424064
o	9.1830915e-10	2.6978e-07	0.00020197623	0.007599063	0.4368518	0.15702012	0.39832672
r	4.2789104e-08	2.996474e-06	4.769436e-05	0.007043572	0.06643814	0.6876456	0.23882198
n	1.395848e-09	4.4173663e-07	4.117831e-05	0.0014635803	0.061746363	0.058177188	0.8785713
ò	2.8561396e-06	5.263668e-05	0.0026968878	0.033984944	0.10514445	0.18389529	0.67422295
</S>	1.047132e-10	6.688719e-08	3.7591483e-06	0.0002596016	0.006263712	0.3584343	0.63503855
