 	devo	comprare	il	pane	ogni	ogni	giorno	</S>
è	0.9340602	0.025953764	0.0020523118	0.0017114885	0.000608488	0.0005733444	0.006280517	0.028759941
n	0.45930168	0.41692466	0.06949675	0.00012538688	0.009441008	0.010285079	0.022137264	0.012288145
a	0.014186788	0.9630695	0.020173168	0.0018674298	0.00019923618	0.00015197357	0.00018135853	0.00017051214
v	0.00016751824	0.6288361	0.35697052	0.008635915	0.0016827169	0.0007085408	0.0007150796	0.0022835983
o	0.00011324636	0.40677154	0.5498498	0.041960437	0.00026335337	0.00015640535	0.0007427348	0.00014250109
r	4.3662778e-05	0.07358573	0.87007475	0.046775404	0.0032610472	0.0014175702	0.0017144734	0.0031273558
à	0.00012839603	0.008513486	0.849425	0.13431859	0.0022897748	0.0009969086	0.0028756962	0.0014521558
s	0.00043597902	0.004330553	0.97725666	0.013404832	0.0006999484	0.00012385956	0.0010239828	0.0027241388
o	0.00010900027	0.0012484012	0.9567112	0.023377508	0.006652583	0.0027488791	0.005235739	0.0039166743
o	4.8920438e-06	0.0010253876	0.88763475	0.06926808	0.020219771	0.001413485	0.0050509865	0.015382714
t	5.011667e-05	7.032513e-05	0.21172886	0.19925988	0.53407	0.030747179	0.011484003	0.012589601
s	0.00015098983	0.00088577025	0.08416784	0.768221	0.12331821	0.014379151	0.008025559	0.0008514422
o	0.0002458125	0.008883496	0.054912064	0.8477152	0.013503884	0.002905233	0.008718613	0.0631157
m	2.990381e-05	0.0029813203	0.04696177	0.10525505	0.124488056	0.013733719	0.04613325	0.66041696
ì	5.2096857e-05	0.00010299961	0.008972202	0.44206405	0.34696284	0.055280592	0.10832274	0.03824251
k	9.794766e-06	0.00028880002	0.01580826	0.0216287	0.31199956	0.051143184	0.11090122	0.48822048
u	3.1237346e-07	9.456884e-07	0.00012888644	0.012164499	0.70437104	0.21680342	0.03280924	0.033721637
à	2.6810199e-06	6.30587e-06	0.00028890278	0.0058768746	0.44628137	0.20544071	0.13250785	0.2095954
i	4.6889568e-08	1.337386e-07	5.3474734e-05	8.070521e-06	0.090434365	0.2917153	0.60313356	0.014655005
k	7.1263225e-06	1.1664151e-06	0.0001283304	0.0001459889	0.0874819	0.53226924	0.21803138	0.16193494
u	1.6507583e-06	5.8569157e-07	5.8567708e-05	3.062399e-06	0.059419796	0.7282387	0.2066807	0.005596864
à	4.6542987e-06	4.413587e-08	0.00014997069	8.710741e-07	0.01646597	0.2038772	0.62989634	0.14960493
i	1.2252e-07	7.2668975e-08	1.8298053e-06	2.4356092e-07	0.0001740601	0.0038677037	0.9891812	0.0067746537
m	1.0386578e-06	6.807044e-08	2.9806872e-05	1.4937692e-07	0.00025211085	0.00516337	0.416413	0.5781405
è	1.7705317e-07	1.6821123e-07	3.6160875e-06	5.072813e-08	0.0010680694	0.05262019	0.93115544	0.015152215
r	1.7224625e-05	8.772524e-07	6.245326e-05	2.0150683e-06	0.0012658478	0.0118624475	0.94044673	0.046342406
i	2.0096417e-08	1.4315897e-07	6.307002e-07	1.4249041e-06	8.902004e-05	0.0035983478	0.9874816	0.00882883
</S>	7.386889e-07	8.1750244e-08	9.805512e-06	7.452902e-09	3.682178e-05	0.00013619612	0.030647578	0.9691687
