 	mia	figlia	vuole	andare	</S>
i	0.9094406	0.010994926	0.0020061552	0.016760897	0.060797423
k	0.57130545	0.42511806	0.0028543253	0.00016386768	0.00055822416
i	0.42442837	0.5576963	0.015682412	0.0014132974	0.00077958714
a	0.017372597	0.9529963	0.027695488	0.0008540074	0.0010816754
t	0.0012924483	0.961847	0.03612312	0.00034109477	0.00039640235
è	0.003412288	0.82243717	0.16774957	0.0044874176	0.0019136582
r	0.0019693018	0.08533216	0.89143705	0.019150224	0.002111267
a	0.00646904	0.08393637	0.88191897	0.026862185	0.000813394
m	0.0002053931	0.0026994925	0.7027359	0.21577454	0.07858466
u	5.585301e-06	0.0033623567	0.90834993	0.06845246	0.01982965
i	1.7585466e-05	0.000101587924	0.19593532	0.6896936	0.11425188
t	2.6404015e-05	0.00021534716	0.6112024	0.34775847	0.040797394
è	0.00024665007	0.0005094083	0.37926644	0.6086157	0.011361787
l	2.9764767e-06	1.9148e-05	0.015844975	0.979607	0.004525837
i	8.930174e-06	0.00012686243	0.04969931	0.9486384	0.0015265704
n	3.338043e-05	3.873001e-06	0.00089616515	0.54244405	0.45662254
a	6.3500295e-08	2.7742678e-06	0.0034693324	0.8032471	0.19328074
p	1.9523643e-06	1.4511645e-06	9.521899e-05	0.5606756	0.43922567
à	2.4175986e-06	4.8381194e-06	0.00043785782	0.7315574	0.2679975
i	9.788744e-08	7.296433e-07	0.0008019849	0.8610142	0.13818292
</S>	1.1554078e-05	3.2700045e-06	0.000105509185	0.34225807	0.6576216
