 	mio	fratello	non	mi	ha	mai	scritto	una	lettera	</S>
a	0.81791604	0.044731222	0.00015365731	0.0005927484	0.0018534512	0.0026824814	0.0013251698	0.005177709	0.09613956	0.029428003
d	0.9494434	0.029413603	0.009027784	0.006411824	0.0033893308	0.0017204967	0.00019752012	0.00020694995	3.5091536e-05	0.00015394182
r	0.7356877	0.26384795	9.991e-05	0.00015128375	0.000104533276	5.0181206e-05	8.793702e-06	2.7614447e-05	1.9519563e-05	2.596517e-06
e	0.20356758	0.27911615	0.013912472	0.0040453793	0.043336995	0.11289665	0.081864744	0.041925777	0.14760716	0.07172713
f	0.034437057	0.9401397	0.005156293	0.00051942695	0.0020354432	0.002638021	0.00075051276	0.008342873	0.004912227	0.0010684552
f	0.014732905	0.3288425	0.07627896	0.028894361	0.14506215	0.13640565	0.060407266	0.1257925	0.06177353	0.021810127
ò	0.09092393	0.4144585	0.0072921915	0.0012743297	0.0114459125	0.03083887	0.030741911	0.059082836	0.18966356	0.16427794
m	0.017463077	0.92938733	0.01337274	0.0042436267	0.011009991	0.0068447855	0.0017503735	0.0060540726	0.008204254	0.0016696925
m	0.0076594534	0.84913516	0.01180729	0.0053045014	0.04708134	0.03981637	0.013445619	0.0058849347	0.017199898	0.0026654552
u	0.06732667	0.33965823	0.0032651688	0.001376732	0.009625269	0.01638174	0.019442094	0.017402554	0.28476566	0.24075592
e	0.00012824587	0.028216075	0.3854362	0.054738525	0.259613	0.15384686	0.029503854	0.040318068	0.028935296	0.019263761
m	4.325619e-06	0.0004645114	0.100039706	0.07573195	0.38225213	0.42578897	0.010523133	0.0036281405	0.0002413416	0.001325896
o	6.0864088e-05	0.0017635028	0.005418405	0.032974593	0.42781562	0.47351077	0.036497734	0.008354882	0.012359991	0.001243614
m	1.3088745e-05	0.0004890602	0.024024798	0.09266488	0.44999245	0.3865672	0.025408126	0.019106455	0.0006394919	0.0010944383
a	3.979411e-06	0.00012463205	0.0014594697	0.005648416	0.18841983	0.7222347	0.055523057	0.017700363	0.005714507	0.003170977
i	5.0566664e-06	0.00014798123	0.0031276164	0.0042708637	0.11965735	0.63846743	0.11054113	0.1185439	0.0017679983	0.0034707014
g	7.486192e-07	1.5989814e-05	0.000435445	0.0005660019	0.023732629	0.83426315	0.106804416	0.031925723	0.00027948272	0.0019763717
r	3.550132e-05	0.0011993295	0.00020549384	0.0009099678	0.031681392	0.6081017	0.24978329	0.09708198	0.009138435	0.0018628286
a	2.5938996e-06	8.149825e-05	0.00042056036	0.00015016666	0.008758684	0.023506835	0.41555747	0.019957604	0.41917798	0.1123866
m	0.00020313227	0.00018345469	0.000109244866	0.00010638214	0.0032007303	0.05207007	0.32755372	0.15853699	0.26559064	0.19244562
m	7.817195e-07	4.8537627e-06	0.00015146934	7.430926e-05	0.0022986766	0.08129974	0.51520115	0.31507015	0.019055344	0.066843584
è	1.5253143e-07	3.5608875e-06	0.0001060589	1.8991392e-05	0.00196999	0.032420523	0.50214726	0.07736378	0.07098379	0.3149858
n	2.3072022e-07	2.2675224e-06	7.5385295e-05	2.2517366e-05	0.000566423	0.0053780163	0.053086355	0.19881801	0.69589406	0.046156727
a	3.7629786e-08	1.0428131e-06	0.00014464998	9.0563e-05	0.0017609225	0.016292792	0.45351496	0.22255945	0.15001847	0.1556171
a	1.5481739e-07	2.2387394e-06	1.354329e-05	6.679054e-06	4.276798e-05	0.0011325388	0.024089973	0.92673665	0.015350563	0.032624956
n	3.7128873e-07	1.2783822e-05	1.7835453e-05	2.6030232e-06	2.719229e-05	0.0005868177	0.004979469	0.97214466	0.0040295287	0.01819886
g	3.359968e-06	0.0002893652	2.7958563e-06	1.9596782e-06	0.0001718046	0.0011788632	0.03276018	0.868837	0.09157282	0.0051818863
r	5.854198e-07	1.909098e-05	7.4503555e-06	2.173079e-06	0.00017996243	0.0022062596	0.027101366	0.23970133	0.17389832	0.55688345
à	7.350571e-08	3.3025153e-06	1.7272354e-05	5.9319327e-06	0.0004475835	0.0022165116	0.02166667	0.012660024	0.84276456	0.1202181
m	1.1295495e-08	3.080569e-07	2.0312946e-07	5.510366e-08	1.8003268e-06	5.0939212e-05	0.00017222327	0.09272334	0.7187583	0.18829276
m	5.1756216e-10	1.3702314e-07	2.6465493e-06	8.5222246e-07	6.449258e-05	0.00038229016	0.0040952093	0.03752688	0.36358306	0.59434444
a	5.6672104e-07	1.735624e-06	1.2739792e-05	8.439687e-06	0.00015769238	0.0014336321	0.0017735319	0.00954449	0.57918537	0.40788183
</S>	1.715407e-05	3.7513306e-05	2.1401434e-06	5.9545425e-07	2.5875615e-06	1.5364554e-05	0.00018790546	0.05931524	0.30395722	0.6364643
