 	io	non	sono	ancora	pronta	bisogna	venire	alle	sette	</S>
e	0.33839843	0.042307407	0.023140965	0.012220643	0.015306093	0.0392605	0.02590216	0.03875894	0.024334034	0.44037092
v	0.9457359	0.050543178	0.0030592799	0.00044431232	7.530031e-05	6.608593e-05	1.4918813e-05	2.2817307e-05	1.1908077e-06	3.7053916e-05
ò	0.9718193	0.013203373	0.011235906	0.0012382084	0.0011453356	0.001076047	7.2963456e-05	0.00017055469	3.9141983e-06	3.4450215e-05
e	0.10039418	0.77960086	0.10896386	0.0077090845	0.002127631	0.00079006766	3.2859545e-05	0.00031787073	7.4752465e-06	5.6060824e-05
n	0.021461004	0.74223083	0.22810802	0.0065829027	0.0011213716	0.00036795493	2.6894584e-05	5.2987853e-05	6.198616e-06	4.18063e-05
ì	0.02280019	0.08555475	0.8325568	0.045051005	0.00788445	0.004550055	0.0004210339	0.0009897011	3.894575e-05	0.00015307804
m	0.00087366346	0.031233413	0.8878039	0.06866055	0.008389757	0.0021134443	0.00015439646	0.00039078796	5.6406305e-05	0.00032360587
e	0.0015063257	0.005667848	0.95015234	0.03258419	0.00509084	0.0035075499	7.10252e-05	0.0013968084	4.8516786e-06	1.8253711e-05
a	2.9853794e-05	0.0065548923	0.32740116	0.582738	0.067083955	0.012988779	0.00057308417	0.001966265	2.6605898e-05	0.00063745916
n	1.1007194e-06	0.00065211643	0.03265728	0.9209451	0.040026657	0.0045961416	0.0002472977	0.0006002086	7.12677e-06	0.00026696274
k	1.5653117e-05	0.00015020308	0.030460907	0.8694681	0.075714186	0.018528443	0.0006896643	0.004761616	7.979166e-05	0.00013139684
ò	0.00032840853	0.007821639	0.0554865	0.094125316	0.11422971	0.1080057	0.123158544	0.03303917	0.017488565	0.44631645
r	0.0001270682	0.0010927247	0.030932644	0.05524976	0.3891776	0.3223588	0.076561294	0.032655466	0.0026377172	0.08920696
a	2.218775e-05	0.00022771231	0.024970008	0.40322465	0.3045302	0.2093754	0.0085949255	0.047177155	5.9470443e-05	0.0018182263
p	3.077261e-06	6.9096686e-06	0.00015450171	0.042670242	0.7548788	0.16925019	0.017308902	0.0054028817	0.0007301894	0.00959442
r	2.4442455e-08	6.5923996e-06	0.00029154643	0.11155364	0.7525502	0.10897739	0.011764418	0.012995029	0.00013381527	0.0017273381
ò	8.687155e-05	0.013204922	0.046763573	0.079741664	0.56404656	0.07455287	0.06991809	0.023838848	0.0024666241	0.12537995
