 	la	madre	e	il	padre	non	è	non	è	che	li	dimentichiamo	mai	perchè	ci	hanno	dato	la	vita	e	amore	</S>
i	0.7304729	0.101527356	0.0054761204	0.0035645487	0.015083242	0.0048131803	0.008632022	0.009796075	0.013959646	0.0048706317	0.0129286125	0.002122965	0.010528715	0.0034591716	0.0041656513	0.0027007454	0.000646332	0.0022651816	0.018044446	0.003914163	0.0055467724	0.035481524
m	0.59672505	0.33519047	0.051653646	0.006947156	0.0027412581	0.0011919974	0.0010265905	0.0009497905	0.0009773055	0.0004670752	0.00063863356	6.614466e-05	0.0004324678	0.0006328568	0.000109054425	0.0001453178	2.4707759e-05	8.49339e-06	2.3418997e-05	6.3550215e-06	3.2595258e-06	3.890692e-05
à	0.57682	0.34758297	0.046584427	0.016488176	0.008228037	0.00026888357	0.0011629952	0.00017891037	0.0003829296	0.00015256109	8.9408655e-05	0.00090905855	0.00022177743	0.0005392361	0.00012614355	8.8864355e-05	0.00010279005	2.3932074e-05	7.371988e-06	9.196654e-06	1.9850759e-05	1.2543618e-05
n	0.011381755	0.71255165	0.17071354	0.065794095	0.021873057	0.007323427	0.002312218	0.002693492	0.0016631593	0.0005459745	0.0007250884	0.00041745283	0.0004589875	0.0006999111	0.00014945846	0.00018512418	3.3817272e-05	2.8063163e-05	0.00025666846	5.2237538e-05	5.3259657e-05	8.7440625e-05
a	0.061836634	0.8099198	0.08476783	0.029275933	0.011716165	2.2272472e-05	0.00012551389	1.0895142e-05	4.505492e-05	1.3163826e-05	1.05025665e-05	0.00036981396	2.1419739e-05	0.0018384283	1.0503408e-05	3.2857884e-06	6.125152e-06	2.773148e-06	6.013223e-07	4.701302e-07	1.7816728e-06	1.0755663e-06
c	0.0030227276	0.22591436	0.6013866	0.13661478	0.01847944	0.0029319082	0.002302313	0.001827937	0.0017182642	0.0009947253	0.001345826	0.0001761176	0.0009585175	0.001031191	0.00040415113	0.00047389272	9.477611e-05	4.2379786e-05	7.819257e-05	2.7383461e-05	1.0289188e-05	0.00016417124
e	0.00023660054	0.10796879	0.38338688	0.44903415	0.051158383	0.00016099356	0.0009906753	2.709023e-05	0.0003170271	4.988856e-05	2.7722237e-05	0.003983077	0.00011710454	0.002346663	7.5679505e-05	1.3647737e-05	1.6814114e-05	3.4672135e-05	8.033558e-06	5.3948593e-06	3.4604614e-05	6.039617e-06
o	0.00021933421	0.024589801	0.42825195	0.38424444	0.10191996	0.011907113	0.008445799	0.006685524	0.0057100668	0.0039580967	0.0053368527	0.00092030165	0.004222426	0.003578264	0.0026871748	0.0026487275	0.0005909642	0.00048703895	0.0014093551	0.0005188069	0.0001901688	0.0014778116
c	1.0459006e-05	0.0041533704	0.10723223	0.73645353	0.13763861	0.005357961	0.0022363141	0.0011855089	0.0011156108	0.0006285835	0.00074905285	0.00011284734	0.00045081502	0.0023036196	0.00013597053	0.0001281834	2.2911574e-05	1.0814964e-05	2.0614194e-05	6.1188225e-06	3.4768643e-06	4.3329925e-05
i	1.9607734e-05	0.0014683373	0.012961943	0.6634958	0.31393972	0.00067952584	0.0025745165	0.00010650546	0.00045747033	0.00014774696	7.506642e-05	0.0011724224	0.00018730514	0.0024589812	0.00010723377	4.526551e-05	5.3499025e-05	2.0379137e-05	3.4646066e-06	3.9713236e-06	1.3992904e-05	7.217727e-06
ù	2.9131854e-05	0.0012070725	0.02130118	0.47810584	0.42239878	0.032727145	0.017346581	0.0077677094	0.0059773885	0.0021994996	0.0039785197	0.00062078587	0.0014977271	0.0019644492	0.000757541	0.00075915596	0.0002728598	0.00016881204	0.00044811223	0.000115196846	4.555496e-05	0.00031094905
r	6.645431e-08	0.0002564746	0.000374989	0.05127069	0.8195248	0.09322197	0.018148603	0.009682164	0.0037417882	0.00101265	0.0009986217	0.00020956915	0.00029696268	0.0010208342	5.256395e-05	6.210451e-05	1.3336324e-05	7.862385e-06	6.094641e-05	1.0770707e-05	1.1639728e-05	2.0579824e-05
i	1.4499141e-06	0.002937659	0.0012131974	0.13718712	0.8497164	0.0029637956	0.0024808252	0.0003012736	0.00022483154	0.00011718081	5.3013584e-05	0.0006637016	3.5986803e-05	0.0020504056	1.4435392e-05	8.420724e-06	1.628216e-05	4.662831e-06	1.4908478e-06	1.5662455e-06	3.7723828e-06	2.5359232e-06
e	9.561754e-07	2.4583447e-05	0.0002725907	0.032581586	0.4626957	0.35445198	0.078010604	0.044796396	0.008897479	0.008991446	0.0059785857	0.0008904078	0.0010020457	0.0008756166	0.00017399016	0.00021282659	4.3728294e-05	1.0873462e-05	3.1843727e-05	9.264067e-06	6.3027405e-06	4.1130443e-05
