 	questa	canzone	è	scritta	da	un	poeta	nostro	</S>
i	0.6265248	0.09951262	0.016250413	0.01751138	0.0031526606	0.012484304	0.007366231	0.016255202	0.20094244
s	0.88506114	0.10800828	0.0057586203	0.00033538535	0.00023723101	0.00023494867	7.520992e-05	3.6487294e-05	0.00025268167
o	0.84157604	0.15767962	0.0002988983	0.00034814057	2.1613128e-05	5.3604486e-05	6.13654e-06	1.0458365e-05	5.3742924e-06
t	0.43811503	0.5483541	0.010008555	0.0015877464	0.00050167943	0.00090516516	0.00010234914	0.0001041872	0.0003212419
r	0.15765893	0.8276351	0.010190255	0.0042011314	5.2120187e-05	0.0001709829	2.4567436e-05	4.6584668e-05	2.0327825e-05
a	0.30388921	0.60211223	0.016779035	0.025128428	0.003605564	0.010980499	0.001373815	0.0025012554	0.033629946
ù	0.045538306	0.9497558	0.0028997145	0.001453944	4.179222e-05	0.00015033832	7.2606817e-06	2.5692962e-05	0.00012714117
d	0.0016971094	0.9550243	0.02097547	0.02021584	0.00025272183	0.00064977014	0.00017528165	0.0005758281	0.00043361326
i	0.02621299	0.6118933	0.18213408	0.16911252	0.002131732	0.006345528	0.00041632276	0.0009903958	0.00076315104
è	0.0005896932	0.40685073	0.49017376	0.07188125	0.01048864	0.007846224	0.0026552866	0.0041815173	0.0053330134
n	1.9288652e-06	0.058045734	0.9203879	0.02078778	0.0002760799	0.00026149838	6.860306e-05	9.6370306e-05	7.4042604e-05
g	1.1978709e-05	0.5178997	0.28048745	0.20052493	0.00046342766	0.00050002744	2.572015e-05	7.033775e-05	1.6393251e-05
r	0.0038871097	0.27729738	0.06906587	0.39306355	0.03676658	0.02325379	0.0038167534	0.0047105905	0.18813838
a	0.005848712	0.5378235	0.08735371	0.2858217	0.006036857	0.011066342	0.0018397226	0.003267865	0.060941607
m	3.1214306e-05	0.018859426	0.038465448	0.529106	0.31017804	0.030184276	0.008913172	0.019648533	0.044613846
m	2.938973e-07	0.0013620574	0.045102827	0.76794267	0.12475708	0.045436632	0.0037977723	0.004513077	0.0070874766
è	1.9453326e-05	0.033230323	0.078316025	0.73326534	0.02561176	0.017217338	0.005984451	0.014965873	0.09138946
n	2.1892318e-07	0.0010658288	0.077767536	0.64941436	0.20772114	0.044339776	0.0031569859	0.004000395	0.012533736
o	7.323152e-08	0.00026038793	0.011242046	0.70922375	0.21087895	0.05450712	0.003708018	0.004355252	0.0058243703
p	5.6374517e-08	8.343589e-06	0.0003368764	0.019231606	0.8587957	0.08433565	0.023265008	0.0061357743	0.007890986
u	2.2631642e-08	2.1567512e-05	0.0002097333	0.0498372	0.60621107	0.31111175	0.015371234	0.010208599	0.007028892
s	2.4789252e-08	2.7852545e-06	0.00027512034	0.007462303	0.53123873	0.31946343	0.11416235	0.020455886	0.0069393753
s	2.3449627e-07	8.397702e-06	0.00011945364	0.011139667	0.28013575	0.5980203	0.06494976	0.03172679	0.013899615
è	1.595862e-06	0.0018436292	0.020758184	0.10723409	0.18419124	0.14406219	0.07007417	0.10089709	0.37093782
n	6.1819776e-08	0.0009404563	0.009904366	0.017317709	0.1019096	0.5261336	0.08025537	0.06468237	0.19885647
a	3.1924452e-09	7.4095146e-06	0.000359057	0.0013952338	0.087392725	0.7390197	0.097142816	0.040753946	0.033929188
p	2.168044e-07	3.1504371e-06	1.3744596e-05	0.00016876534	0.025632182	0.24934341	0.48253852	0.13917188	0.1031281
o	1.3261359e-08	1.1705331e-06	5.9898234e-06	9.915379e-05	0.016662799	0.53312236	0.28337848	0.10440533	0.06232472
è	4.2170685e-09	1.5019539e-07	1.6586759e-05	7.0316964e-05	0.0043071266	0.06879418	0.6903575	0.20732582	0.02912829
t	1.0880396e-08	5.7325853e-08	4.512953e-06	1.1668967e-06	8.54664e-05	0.039492425	0.30057722	0.65198	0.00785915
a	6.5318826e-09	2.1629335e-08	2.0986295e-06	1.1226717e-06	0.00014184974	0.14137618	0.11129111	0.7402851	0.006902486
d	5.5862346e-09	1.3409047e-07	0.00011378717	7.3627845e-05	0.0013561755	0.023652155	0.19270015	0.3960056	0.38609836
i	8.711449e-09	3.3790508e-07	9.62307e-06	3.8675244e-06	0.0009223551	0.023594676	0.027504273	0.29761073	0.6503541
k	5.2002287e-07	5.5579534e-07	3.2785972e-06	9.038677e-06	0.00012078517	0.001022803	0.0233244	0.53587675	0.43964186
ò	3.3803549e-09	9.715203e-08	6.4030576e-07	6.113594e-07	6.999184e-05	0.0010532668	0.0105833495	0.41976953	0.5685225
m	3.4005143e-10	6.854923e-10	2.7818547e-07	1.0397698e-07	9.0433445e-05	0.0015235053	0.0062683974	0.68687224	0.3052451
m	8.3770363e-10	8.503249e-09	1.11544736e-07	5.0926353e-08	4.0566985e-05	0.003708038	0.010049507	0.6874332	0.29876843
a	4.3852344e-09	4.502354e-06	0.00022322156	0.00011353172	0.0035413594	0.0122579485	0.016298505	0.38349515	0.5840658
</S>	7.842179e-06	1.8769589e-06	1.7629857e-06	1.5447881e-06	5.1779934e-06	9.2345974e-05	0.001276892	0.14367661	0.854936
