 	vivendo	la	mia	figlia	la	avevo	portata	alla	chiesa	</S>
z	0.79459417	0.03283037	0.0051090512	0.008484938	0.010887352	0.0048172236	0.004091582	0.0031343284	0.011739253	0.124311686
ì	0.8591836	0.10515212	0.025428234	0.0019050816	0.0054642307	0.0010621513	0.0013948259	0.000112908885	7.296832e-05	0.00022390165
s	0.76085466	0.22199601	0.011697213	0.0022379966	0.0016622435	0.0008543328	0.0005384257	7.939905e-05	1.3157619e-05	6.660385e-05
o	0.13862875	0.80433536	0.032869734	0.0030307698	0.009178153	0.00057462446	0.009765268	0.0013056055	0.0001680627	0.00014363845
n	0.06659346	0.7943775	0.1274908	0.007862856	0.0016774691	0.0010933774	0.000438309	0.00012454989	6.4008134e-05	0.00027769548
t	0.001581791	0.85952646	0.12278888	0.0040621255	0.007585345	0.00035819202	0.003531377	0.00042084354	9.771733e-05	4.7286194e-05
a	0.025905145	0.7689549	0.09375787	0.027496263	0.01688924	0.0024172943	0.023097098	0.006766893	0.01134896	0.023366328
e	0.0004275685	0.5339113	0.41947562	0.030369591	0.006613377	0.0032358936	0.0033544127	0.00076801906	0.0005003924	0.0013438287
k	3.898022e-05	0.017045666	0.7117682	0.26055852	0.009461707	0.0007537558	0.00028664563	1.5782134e-05	6.4444857e-06	6.431859e-05
i	2.0186315e-05	0.018857203	0.7841407	0.14785309	0.043082725	0.00216384	0.0033385337	0.00031641428	0.00012029435	0.00010696345
a	8.955307e-06	0.008907231	0.20336586	0.7022807	0.06903001	0.011914714	0.0032629727	0.0007440463	0.00013428983	0.00035123492
t	1.5168364e-06	0.00016086898	0.061250363	0.85158676	0.08179759	0.0043333606	0.00068413955	4.9838305e-05	1.2825293e-05	0.00012274548
è	2.595367e-05	0.0008592945	0.037936587	0.5099746	0.3954414	0.042205684	0.010964232	0.0017334488	0.0005924224	0.0002663573
r	4.5985442e-07	0.0001468625	0.029188275	0.32744655	0.52886087	0.09613992	0.015681202	0.0017667136	0.0005074767	0.0002616425
a	1.6248727e-07	0.0001015623	0.04588522	0.08358348	0.8530427	0.009218394	0.0070020305	0.00063103245	0.00047557484	5.9675225e-05
m	1.43701245e-05	5.188203e-05	0.0011211265	0.12593168	0.58950394	0.20255582	0.07127949	0.005269659	0.0011428251	0.003129199
u	2.2149664e-09	3.8386113e-07	0.00067312346	0.066925034	0.8646602	0.03687326	0.025708122	0.0031275891	0.0014343283	0.0005979877
i	2.2153307e-07	6.5876984e-06	0.00012608901	0.009832202	0.34786206	0.5585198	0.072319165	0.0063938373	0.002616424	0.002323603
n	1.2926887e-07	8.245383e-07	4.0076025e-05	0.009779345	0.19535688	0.68082935	0.11039822	0.0025059069	0.00024707871	0.0008421833
ì	1.3118755e-06	1.165628e-05	0.00011347416	0.0023453082	0.13226297	0.7743508	0.075274326	0.011069364	0.004060155	0.00051069434
c	1.8585238e-08	1.3093457e-06	0.00013356174	0.0012934883	0.026752835	0.79266113	0.17252843	0.004233537	0.0022570973	0.00013859724
h	4.7941285e-07	2.5492998e-06	0.00076431496	0.008677295	0.11002357	0.4614133	0.20658875	0.026484167	0.17181957	0.01422613
