 	se	si	era	vestita	la	mia	figlia	l	avessi	portata	alla	chiesa	</S>
a	0.8334902	0.07466959	0.0028617254	0.0034777261	0.006386338	0.012060535	0.009985603	0.0053548366	0.00233569	0.0030442	0.0024877	0.008344652	0.035501234
n	0.16084664	0.619325	0.17075236	0.035761338	0.008246188	0.0027942038	0.00073814625	0.0009683429	0.00027474712	0.00017461774	1.1938443e-05	2.6303793e-05	8.015883e-05
ì	0.008308806	0.12438886	0.73186773	0.11081082	0.017114703	0.0023621744	0.0005374044	0.0013940086	0.00080650026	0.0020351452	0.00016640265	0.00012139126	8.6060005e-05
c	0.002153376	0.003019846	0.9267603	0.060641408	0.0036242818	0.001666428	0.00071514497	0.000719934	0.00041089687	0.000116700736	3.1885895e-05	4.9235918e-05	9.053194e-05
h	0.09966321	0.016022027	0.48165518	0.22861488	0.11846423	0.02531563	0.002686002	0.012228257	0.005082375	0.0058022067	0.00096062786	0.0024562702	0.0010490664
a	0.11491541	0.037912793	0.43750805	0.17857172	0.046788555	0.02513592	0.016722636	0.019048503	0.0039345673	0.027139816	0.016131403	0.006738635	0.06945196
n	0.00020507214	0.015368527	0.27687144	0.20330355	0.45076394	0.023907071	0.0060493657	0.0033500837	0.0002595073	0.013933599	0.0028176573	0.00051468867	0.0026554319
d	6.556342e-05	0.007535308	0.04179882	0.42505527	0.5024411	0.016626801	0.00090344955	0.001487508	0.0001890339	0.0033082948	0.00038824877	0.000102704726	9.7911565e-05
ì	0.005477451	0.06429904	0.030144459	0.067732796	0.53144795	0.04713761	0.008510796	0.020633943	0.006452703	0.09407795	0.040070582	0.02401848	0.059996314
s	1.2566317e-05	0.0003826826	0.00029216267	0.0013411086	0.9553021	0.033436872	0.0011895192	0.0020278043	0.0002979802	0.004752036	0.00028007926	0.00033196603	0.0003531469
o	1.7220871e-05	0.0004391295	0.004579781	0.054235704	0.8445338	0.044831876	0.0067845504	0.0065641203	0.0010222236	0.026285768	0.008082403	0.0013764787	0.0012470031
n	6.213778e-07	5.5274242e-05	0.00013336657	0.003228336	0.6378594	0.30316657	0.035924427	0.012719121	0.0037397712	0.0015227839	0.0004293377	0.00029795177	0.0009230578
t	1.1833866e-07	3.2496042e-05	0.0010871283	0.045455508	0.82795244	0.09527543	0.010459823	0.007416418	0.0009766745	0.008696674	0.0019405996	0.00038965122	0.00031708946
a	0.00034475367	0.008003652	0.004245627	0.023791078	0.5943937	0.16241299	0.049175445	0.020844167	0.0023828147	0.024567224	0.009952588	0.02859949	0.07128654
i	1.507188e-07	8.4221765e-06	1.12341695e-05	0.00018668806	0.41454542	0.47279587	0.072224714	0.02636005	0.0051714503	0.0044735326	0.0013020647	0.0010195749	0.0019009559
k	2.3400905e-07	2.496061e-06	2.026423e-06	9.584129e-05	0.03397791	0.45619512	0.40664938	0.08701689	0.014646896	0.00091888424	0.00012460082	5.0277697e-05	0.00031941585
i	1.944991e-06	2.2182021e-05	2.064132e-05	0.0006635114	0.198747	0.59760696	0.10338823	0.07800447	0.008330147	0.010819778	0.0012583047	0.00068590994	0.0004509178
