 	è	pericoloso	di	nuotare	di	notte	</S>
è	0.93544805	0.04289581	0.00031246702	0.0012559894	0.00081015937	0.0005736268	0.018703956
p	0.016315795	0.9828445	0.00039425417	0.00021871166	8.7268636e-05	5.200905e-05	8.7405984e-05
e	0.06318865	0.92904115	0.0056981347	0.0016618661	0.000301908	7.0637085e-05	3.7672642e-05
r	0.0038440772	0.9583072	0.03456408	0.0028041329	0.00027353835	3.5806792e-05	0.00017139743
i	0.028977394	0.36742485	0.52976936	0.05810579	0.009401735	0.003934055	0.0023868785
k	0.00079411175	0.29618958	0.6352552	0.048555396	0.010787716	0.002376634	0.0060413387
o	0.0005713266	0.018739412	0.8793874	0.08752504	0.010086216	0.0018087021	0.0018820247
l	0.00012678836	0.0064276573	0.9105301	0.06877726	0.008870919	0.0023194258	0.0029478716
ò	0.00034030114	0.0009214395	0.8648437	0.12250614	0.007425524	0.002478842	0.0014840387
s	0.0032678065	0.054061618	0.79052687	0.14520206	0.005408526	0.0003901627	0.0011430162
o	7.939268e-05	0.0011257066	0.5882137	0.38127518	0.025312066	0.0026427945	0.0013511882
n	3.2386858e-06	0.00020745427	0.32755896	0.6423706	0.02401736	0.0014547725	0.004387619
a	6.3735814e-07	2.6405166e-06	0.15753517	0.77915275	0.056481376	0.003726061	0.0031013251
n	1.8403765e-05	4.7638685e-05	0.031326935	0.78276116	0.1658556	0.013620672	0.006369638
a	6.002065e-06	6.540443e-06	0.00982033	0.70127475	0.26180243	0.016249832	0.010840042
r	3.7040023e-05	1.5973204e-05	0.009771146	0.400221	0.52104753	0.05651224	0.012395122
è	1.0453115e-05	8.781226e-06	0.004288168	0.3702076	0.47996777	0.11234091	0.033176254
t	1.4590702e-05	0.0001352342	0.01798058	0.23257583	0.59969085	0.06575304	0.08384988
s	1.31875835e-08	5.5541072e-08	0.00039695087	0.12532991	0.7729505	0.09439364	0.0069289804
i	0.0003033583	0.00030759588	0.07043391	0.089791805	0.111039974	0.11772601	0.61039734
à	1.0030315e-06	7.91855e-06	9.8015335e-05	0.011544669	0.49501756	0.09504427	0.39828655
t	1.5670908e-07	6.597289e-07	6.765396e-05	0.007104559	0.17388633	0.7915979	0.027342765
s	2.6989431e-08	5.290809e-08	3.9539416e-05	0.018388353	0.23547015	0.7420758	0.0040261243
e	2.9946037e-07	3.7681724e-07	0.0005078633	0.005274392	0.022153562	0.5105661	0.4614974
n	6.2192254e-07	6.271109e-06	1.1360365e-05	0.00026250273	0.015404862	0.12348154	0.86083287
ì	1.00540525e-07	1.4453472e-07	2.1739206e-06	0.00015410791	0.011144526	0.59659237	0.3921065
t	1.3580715e-08	7.015869e-08	1.413354e-06	0.00047232368	0.01143646	0.90910596	0.0789837
t	2.3920232e-09	4.221538e-09	2.3249558e-07	6.15248e-05	0.0035345852	0.9448105	0.05159309
a	3.181294e-08	3.1006902e-08	3.1354502e-05	0.00039061467	0.005334603	0.7818376	0.21240583
</S>	2.4810683e-06	2.0733e-05	2.6067914e-06	2.851413e-05	0.0004128772	0.0631635	0.93636924
