 	lo	sentii	ee	che	arrivava	</S>
t	0.8058772	0.03460758	0.0021737206	0.0023402015	0.04759514	0.10740624
o	0.9756707	0.018345032	0.0024491202	0.00035754466	0.0030598913	0.0001177219
n	0.17451936	0.76801044	0.037871826	0.0070783678	0.009000178	0.0035196906
ì	0.15422364	0.7898219	0.048507985	0.0014267857	0.0054376204	0.0005820075
k	0.015686927	0.79662365	0.07472408	0.012439032	0.09364779	0.0068784314
u	0.014481589	0.79210114	0.16248357	0.0049020234	0.023880474	0.0021511149
s	0.0015428592	0.019322516	0.59861505	0.017072335	0.34747756	0.01596966
a	1.87495e-05	0.0383905	0.87425554	0.061466847	0.017472466	0.00839591
e	7.447625e-05	0.0010345038	0.45243704	0.43642306	0.07918432	0.030846566
e	5.7214816e-06	0.00047782506	0.6090246	0.30091938	0.08424516	0.0053273477
k	6.601031e-06	0.00013567468	0.045851912	0.7858767	0.14941683	0.01871229
a	2.1569034e-05	0.0021734887	0.09886624	0.8059864	0.08651785	0.0064344867
è	1.8683111e-05	0.00011630556	0.012371557	0.7277675	0.21260251	0.047123436
s	5.492982e-07	1.2357118e-05	0.0010627733	0.065204285	0.91613954	0.01758043
t	3.433484e-08	1.665458e-06	0.000990541	0.016784867	0.9792377	0.0029852672
a	8.853794e-06	0.0026070713	0.019836003	0.04635605	0.16929226	0.76189977
z	1.6469794e-07	3.8511988e-07	1.21584e-05	0.00015810045	0.6468419	0.35298726
z	1.8556575e-08	2.4656938e-06	0.0004239031	0.016035352	0.50273037	0.4808079
e	1.4736071e-07	5.2361876e-05	0.009873655	0.013018442	0.41732758	0.5597278
</S>	3.8613354e-07	2.8412585e-06	1.39331005e-05	0.00021599124	0.09788508	0.90188175
