 	è	che	stanno	ancora	svegli	</S>
è	0.9672761	0.011765525	0.0012393572	0.00042964425	0.0014942987	0.017795222
n	0.6385366	0.31409928	0.033481244	0.005866188	0.0021674864	0.005849178
a	0.1556446	0.647213	0.1950382	0.0017883753	4.046329e-05	0.00027541342
s	0.00096789515	0.29274756	0.6970105	0.005671569	6.2214545e-05	0.003540236
t	0.00016769927	0.047144875	0.9490293	0.0033158683	0.0001772692	0.0001649997
a	0.032892384	0.08889909	0.741973	0.008991661	0.046562586	0.080681205
t	0.00091997307	0.008404569	0.5939901	0.10145423	0.0070756082	0.28815562
ù	0.00010363749	0.002916644	0.9293728	0.057064537	0.005885527	0.0046569495
n	0.009074924	0.013011073	0.3855925	0.36102495	0.0012798413	0.2300167
e	2.4731216e-05	0.00074129365	0.5841942	0.40815312	0.0013090607	0.0055775726
a	3.406594e-05	6.997707e-05	0.01129453	0.860558	0.0014798283	0.12656364
n	1.3600795e-05	7.503927e-06	0.0005918464	0.9775368	0.013499543	0.008350613
k	0.0004677729	0.00012330293	0.0022696028	0.9902248	0.006201427	0.0007130848
ò	0.0021962093	0.00028781878	0.0016186204	0.025383139	0.0073728315	0.9631414
r	0.0024168382	0.0010980798	0.002580499	0.024592996	0.0020718258	0.96723974
a	0.00010654134	0.00028403843	0.0030839508	0.9210463	0.016550587	0.058928493
a	2.3245613e-05	1.0162155e-05	9.823715e-05	0.56323993	0.18236804	0.2542603
t	9.782302e-06	1.4021784e-06	1.9661175e-06	0.060478613	0.73977125	0.19973698
s	0.0025452606	0.00018859697	0.00018022842	0.3994036	0.5908485	0.006833788
ù	0.00085791084	0.00016203451	0.00034129532	0.077942446	0.6637605	0.2569359
n	0.0005425413	9.463058e-05	0.00035780625	0.046446178	0.36922517	0.5833337
n	1.6580343e-06	6.926998e-07	1.12774605e-05	0.03034324	0.5598976	0.4097455
i	0.000319396	0.0008571855	0.0015100767	0.005892842	0.07683799	0.9145825
t	1.9866268e-07	3.019713e-08	2.8246635e-08	0.00038519062	0.84343654	0.15617801
i	3.6074732e-06	5.1894506e-07	4.769473e-06	0.0028750743	0.08393757	0.91317844
</S>	1.3019107e-06	3.418832e-07	1.9568921e-07	0.00047409598	0.07498113	0.9245429
