 	lo	posso	finire	di	scrivere	</S>
o	0.96556026	0.03390835	0.0005153828	1.454796e-05	1.4201005e-06	1.2876099e-07
s	0.57711285	0.41679534	0.0060761035	1.4964807e-05	5.006068e-07	1.7332646e-07
ò	0.2435261	0.75146496	0.0047728587	0.00023573896	3.494896e-07	8.460508e-09
z	0.23763324	0.73740447	0.02495964	2.3963987e-06	6.21942e-08	1.356816e-07
o	0.23423919	0.72200096	0.043226674	0.0005331459	7.6654594e-08	1.2679801e-08
s	0.087769486	0.36838722	0.5436516	0.00019167594	7.5300655e-09	1.3236867e-08
p	0.11942245	0.4715012	0.40787598	0.00073781144	0.0004601848	2.371579e-06
i	0.27236128	0.7266922	0.00086242944	8.080531e-05	2.8973695e-06	4.3411185e-07
c	0.06449931	0.11816971	0.7331537	0.083979316	0.00019518142	2.7643448e-06
c	0.058208153	0.122826435	0.72129506	0.09513243	0.001679413	0.00085860357
è	0.3209567	0.41445115	0.24855867	0.014050564	0.0017750036	0.0002079184
t	0.055914618	0.0958484	0.6126866	0.23110633	0.0035127907	0.000931283
s	0.089866646	0.123867765	0.65075314	0.10009635	0.03252153	0.0028945026
i	0.4205516	0.56062996	0.014363546	0.002665374	0.0015902611	0.00019922247
à	0.032128055	0.03359755	0.05394584	0.4505652	0.3538011	0.07596228
t	0.02823249	0.02982364	0.05715978	0.4880816	0.37793452	0.018768022
s	0.0516358	0.053021632	0.07900538	0.41972366	0.35914785	0.037465677
e	0.46370465	0.25050053	0.023788901	0.09146797	0.15777405	0.0127638895
g	0.021487331	0.021671364	0.023250584	0.09765855	0.42288908	0.41304308
r	0.043021128	0.043180417	0.048227128	0.07902045	0.6818893	0.10466161
à	0.019820817	0.10987726	0.00022329221	0.0045691836	0.86100703	0.0045023686
t	0.021187928	0.021305125	0.023084683	0.087568894	0.42019528	0.42665806
s	0.020621985	0.02073782	0.02322501	0.114687905	0.4493463	0.37138095
i	0.08898319	0.08774785	0.0011326005	0.014374148	0.79770947	0.010052823
</S>	0.035659343	0.036603365	0.031351637	0.048210703	0.26901266	0.5791623
