 	se	vieni	alle	sette	io	sto	cucinando	</S>
a	0.7942983	0.20016007	0.004189909	0.0012371087	0.000103882325	8.992019e-06	2.2111051e-07	1.5580312e-06
n	0.36219713	0.63711977	0.00068295107	1.1442169e-07	1.4147651e-09	9.953927e-10	9.532131e-10	9.670262e-10
è	0.54516757	0.110889405	0.20430319	0.13894688	0.0006435913	4.930521e-05	9.666245e-08	3.6166599e-09
r	0.07545308	0.17209141	0.6295227	0.12255637	0.00037620173	2.7241242e-07	2.344968e-08	2.1935687e-08
t	0.15012199	0.43519178	0.37915844	0.034146402	0.0012897429	9.0976195e-05	1.3728959e-07	5.192385e-07
i	0.63626844	0.33054638	0.031679533	0.0014946978	9.110321e-06	1.9122388e-06	8.375403e-09	3.3443506e-10
s	0.054056056	0.108027376	0.5316515	0.30611062	0.00015418169	2.3535326e-07	3.770052e-09	7.56614e-09
t	0.21674073	0.1273259	0.4134877	0.22255161	0.0147927115	0.005091921	9.208462e-06	1.8317543e-07
e	0.0062556374	0.08162178	0.8544326	0.056784336	0.00083437416	6.7709814e-05	6.4492315e-07	2.9326013e-06
s	0.07036749	0.07640661	0.1940799	0.6246572	0.033186235	0.0012977093	4.242911e-06	6.071395e-07
e	0.0371882	0.032781027	0.24439609	0.5643168	0.09384658	0.02485401	0.0013067223	0.0013106219
t	0.05957126	0.06284974	0.103721835	0.33557004	0.4072423	0.030595012	0.00039986585	4.9903218e-05
t	0.047414757	0.04105566	0.0922759	0.41518947	0.21237828	0.138025	0.022077149	0.031583693
à	0.0012573035	0.00091994455	0.025507012	0.41594136	0.43461967	0.121089615	2.5085099e-05	0.00064002065
e	0.055160895	0.03329711	0.08217244	0.22189693	0.45676768	0.14886297	0.0014878811	0.00035414414
v	0.028846411	0.029520297	0.039871536	0.10074856	0.35515806	0.37521386	0.06655569	0.004085627
ò	0.05049575	0.021090366	0.04650885	0.101470344	0.2645243	0.48469183	0.012134632	0.019083878
s	0.019280266	0.019373337	0.021833938	0.034884095	0.15184508	0.3184934	0.2525556	0.1817342
t	0.01816899	0.016412236	0.020105964	0.036393866	0.16341141	0.31138626	0.2693956	0.16472572
e	0.0048861513	0.003535033	0.004688878	0.06369239	0.5678079	0.35236096	0.0016974608	0.0013311933
m	0.03227287	0.032503918	0.033405673	0.037334222	0.07377085	0.22678822	0.09554177	0.46838245
a	0.036574453	0.027757926	0.02238233	0.041640848	0.0889042	0.29807723	0.3425136	0.1421494
r	0.02662308	0.026731646	0.027039856	0.028709257	0.043167196	0.11134992	0.2402513	0.49612778
è	0.02369301	0.023446549	0.019419963	0.027340313	0.050182983	0.1597308	0.39852032	0.29766607
o	0.017447308	0.017423552	0.01777059	0.01928479	0.03335903	0.098704964	0.36437455	0.43163523
</S>	0.018978778	0.018946167	0.01924353	0.020401154	0.030735213	0.080077566	0.37200785	0.4396097
