 	Valeria	legge	il	giornale	</S>
e	0.7023225	0.2974753	0.0002004223	1.5627061e-06	1.4587131e-07
V	0.9796379	0.020359797	2.0230402e-06	1.5984537e-07	1.9794331e-07
a	0.8841046	0.09302808	0.022864502	2.6170653e-06	2.193027e-07
l	0.8714265	0.12856469	8.749476e-06	3.1029732e-09	2.6043441e-08
è	0.7053094	0.16487785	0.12980132	7.343943e-06	4.143736e-06
r	0.1776284	0.8219811	0.0003903976	3.763714e-08	1.1957853e-07
i	0.37657577	0.621239	0.0021851049	2.7487777e-08	1.06950274e-07
a	0.3208544	0.67184156	0.0073038093	1.4056725e-08	2.3636315e-07
m	0.22123818	0.6344346	0.14422187	3.9427584e-07	0.000105064755
e	0.29688102	0.33845174	0.3517516	0.002942061	0.009973661
l	0.08096955	0.17810462	0.7403394	2.2113632e-05	0.0005643092
e	0.23021176	0.47417718	0.2642264	0.009632864	0.021751793
t	0.06186242	0.09695344	0.83985484	0.00013088611	0.0011984115
à	0.09477959	0.12206075	0.48713952	0.020332983	0.27568707
o	0.07617069	0.09681086	0.80505794	0.0028814645	0.019078964
g	0.07088315	0.08222515	0.7848671	0.015477845	0.046546716
i	0.060018063	0.054001186	0.32598403	0.12087446	0.43912223
o	0.09437436	0.09560534	0.28648207	0.27784342	0.2456948
r	0.09518407	0.09727729	0.25788653	0.4120154	0.13763669
n	0.03669028	0.024839865	0.12467017	0.30115962	0.51264006
à	0.004268003	0.003620379	0.056752507	0.8667743	0.06858477
l	0.03001577	0.032135464	0.12767182	0.2484255	0.5617514
e	0.028846234	0.0145514365	0.07459742	0.34463355	0.5373714
</S>	0.03523356	0.033709273	0.040307794	0.2554955	0.6352539
