 	credo	che	stanno	ancora	svegli	</S>
p	0.9999243	5.6808647e-05	1.103643e-05	5.9336303e-06	1.5321887e-06	2.6390595e-07
i	0.9996455	0.00034196445	1.2233056e-05	1.9031842e-07	3.2063765e-09	3.6821146e-09
s	0.9826251	0.017346613	2.823113e-05	3.7542197e-08	9.498674e-09	1.8825295e-09
t	0.52236074	0.31671372	0.15634891	0.0044423486	0.00013143811	2.8910247e-06
è	0.9732293	0.02346496	0.0032126384	3.2088734e-05	3.8810304e-05	2.2070002e-05
o	0.16555518	0.7692664	0.06513775	4.0078816e-05	5.5398766e-07	7.587032e-09
k	0.044164643	0.5318158	0.4217763	0.0020718765	0.00016740288	3.8688927e-06
a	0.35540274	0.5102551	0.13330944	0.0010060127	1.4890265e-05	1.1828768e-05
s	0.045578163	0.26605913	0.66259384	0.02493856	0.0008047517	2.557159e-05
t	0.04749898	0.2665622	0.65287983	0.02556816	0.00016957539	0.0073212674
è	0.24258061	0.1295555	0.55615866	0.0011311388	0.00011757921	0.070456535
o	0.060462628	0.19782747	0.6873385	0.047603358	0.0062360982	0.0005320011
n	0.027618125	0.083934	0.38158414	0.386808	0.11749301	0.0025626766
e	0.39161313	0.31207642	0.17132108	0.11735756	0.0037416464	0.0038901719
a	0.048314646	0.05795304	0.11464617	0.48479015	0.2726889	0.021607047
n	0.025799267	0.03361184	0.081865005	0.42932308	0.39815462	0.031246183
k	0.1427686	0.15075092	0.18960579	0.3866909	0.044710223	0.0854735
ò	0.52988094	0.0467028	0.010566525	0.0038094693	0.019722488	0.38931772
r	0.022473322	0.031423625	0.1043578	0.33790848	0.16446497	0.33937183
a	0.13586599	0.15202343	0.16528626	0.4840866	0.029047627	0.033690132
a	0.06731778	0.06435191	0.075932644	0.12688859	0.5900758	0.07543329
t	0.022709131	0.02338849	0.027439836	0.099637695	0.39965495	0.42716986
s	0.0522552	0.054655373	0.05582153	0.09549032	0.043882266	0.6978953
ù	0.14482541	0.012081346	0.003963928	0.0014872097	0.004669324	0.83297276
n	0.047104914	0.048059497	0.054254662	0.1718657	0.459954	0.2187612
n	0.042564303	0.045014992	0.060653474	0.32830012	0.33428776	0.1891793
i	0.39885598	0.2513466	0.053745378	0.06578473	0.008779102	0.22148824
t	0.0224523	0.02270251	0.025072703	0.06270249	0.31949878	0.5475712
i	0.41661778	0.37791818	0.06564558	0.005252828	0.0008581497	0.13370754
</S>	0.057497043	0.05523137	0.057108384	0.042187605	0.096699625	0.691276
