 	non	aveva	dove	aveva	per	stare	</S>
e	0.9989844	0.0005058501	0.00035799525	8.776871e-05	1.5648904e-05	4.426038e-05	4.021517e-06
n	0.9875551	0.010886165	0.0015557393	2.2429163e-06	4.4108816e-07	6.9384264e-08	1.4613214e-07
ì	0.6339872	0.36357635	0.0023182414	0.00011807368	1.8751778e-07	3.1758568e-10	1.9226169e-10
c	0.22898486	0.74454796	0.025966125	0.000498534	2.0264517e-06	1.457778e-07	2.4467428e-07
h	0.053304937	0.26251665	0.65935475	0.024713255	0.00011006818	3.8954028e-08	3.7305196e-07
e	0.0616541	0.30742112	0.62536097	0.005359244	0.00020192095	2.351088e-06	1.9918355e-07
p	0.06317664	0.375046	0.35408062	0.20491114	0.0027714288	1.6000579e-06	1.2483048e-05
u	0.049212005	0.16464771	0.74544036	0.031297002	0.009309904	6.0085407e-05	3.292446e-05
ì	0.05127874	0.09105326	0.21224569	0.58421314	0.061025146	1.9344947e-05	0.00016465661
c	0.03364708	0.060321733	0.13694978	0.55815375	0.2049392	0.00038164074	0.0056067207
h	0.13039489	0.14134052	0.11739213	0.5313559	0.07939647	5.1444764e-05	6.86638e-05
e	0.044857215	0.09211071	0.70420873	0.11268107	0.006683532	0.039161026	0.00029771772
n	0.024747454	0.027855532	0.038756456	0.21933118	0.41296837	0.20321096	0.0731301
a	0.05292551	0.0561275	0.04604026	0.34222406	0.42871627	0.032469574	0.041496858
s	0.026571836	0.026706954	0.032264277	0.10601332	0.34337112	0.39003798	0.075034425
t	0.05032931	0.04329736	0.07096217	0.12432014	0.23571022	0.3166948	0.15868601
a	0.013147135	0.0060192603	0.0020435585	0.0018033816	0.0005798808	0.9192051	0.05720169
t	0.01643943	0.017283248	0.020206382	0.07473852	0.22595528	0.31014672	0.33523038
ì	0.05169028	0.06277673	0.05678453	0.15875828	0.4268261	0.1102351	0.13292894
</S>	0.029355336	0.029453324	0.029680664	0.034675863	0.056411903	0.23291567	0.58750725
