 	dovevo	comprare	il	pane	</S>
ì	0.97760576	0.005647764	0.015963092	0.0007627554	2.0653488e-05
c	0.9942061	0.005302581	0.0004731636	6.7999986e-06	1.14796e-05
h	0.08187415	0.9067026	0.01138922	3.021925e-05	3.805245e-06
a	0.46524745	0.4684795	0.064729184	0.0015377464	6.1260084e-06
n	0.07510308	0.92195857	0.0029383532	4.1021224e-08	4.2468344e-09
a	0.29126105	0.68959004	0.019072607	7.49997e-05	1.2974378e-06
a	0.04249822	0.84588367	0.11150791	9.669621e-05	1.3527787e-05
f	0.061293773	0.6705139	0.23313318	0.033241104	0.0018179775
o	0.0029753111	0.009272111	0.41476193	0.57235694	0.0006336558
r	0.023381347	0.3373611	0.6155333	0.01978586	0.003938344
à	0.016057398	0.6079892	0.21124443	0.14740759	0.01730136
s	0.034185678	0.17089887	0.54070014	0.24216056	0.012054809
o	0.025703404	0.25732362	0.5586912	0.08362045	0.07466123
t	0.03925559	0.04805924	0.20787013	0.67375034	0.031064723
o	0.004723048	0.08932855	0.5152212	0.2037115	0.18701577
t	0.039850667	0.04045747	0.09419041	0.73128223	0.09421928
s	0.0011472563	0.006087724	0.16036467	0.36741856	0.4649818
o	7.020457e-06	2.9358442e-05	0.11420745	0.8766426	0.009113628
m	0.020372884	0.023119872	0.06289017	0.4422452	0.45137182
ì	0.008908835	0.002255554	0.06956961	0.4369426	0.48232335
</S>	0.026263762	0.02536626	0.035631016	0.31472573	0.5980132
