 	un	forno	che	fa	buon	pane	</S>
è	0.9799257	0.01937828	0.0004979008	0.0001682847	2.6075597e-05	2.865329e-06	8.601702e-07
n	0.9777548	0.022238743	6.42353e-06	1.1129486e-07	2.4419387e-08	1.1700739e-08	4.22185e-09
a	0.46311304	0.498485	0.0383563	3.8583203e-05	4.338396e-06	2.6542957e-06	3.3404017e-08
f	0.46348578	0.5223466	0.014165685	1.9613294e-06	4.3584393e-08	5.6424208e-09	1.8321648e-09
ù	0.12237147	0.5864919	0.20510322	0.079548255	0.006341985	0.00014084444	2.3002299e-06
r	0.16311044	0.7369382	0.099872924	7.780256e-05	3.510915e-07	5.733439e-08	1.7220565e-07
n	0.12442537	0.53322226	0.34095708	0.0013680606	2.681565e-05	4.2236533e-07	1.3476162e-08
o	0.38263327	0.5632554	0.054046724	5.3686417e-05	1.0507477e-05	4.288205e-07	5.499355e-10
k	0.07616965	0.15970871	0.7398232	0.024274321	2.3691766e-05	2.5643521e-07	9.168837e-08
a	0.10632095	0.22635338	0.5563217	0.0961056	0.013380499	0.0015118064	6.022644e-06
i	0.09078654	0.11696867	0.57707244	0.21323848	0.0017839113	0.00014516497	4.754028e-06
k	0.06837134	0.07560261	0.23822685	0.5934958	0.023165157	0.0009463859	0.00019189836
à	0.08572788	0.07049803	0.30392987	0.30257314	0.22135104	0.015485181	0.0004348803
n	0.041619036	0.048884038	0.19406989	0.5928133	0.09457721	0.027473308	0.0005631994
n	0.032606833	0.043874003	0.248792	0.54785174	0.10276974	0.022090608	0.00201506
i	0.122266315	0.046993516	0.29559168	0.4054315	0.11921189	0.0098616555	0.00064335344
t	0.028946565	0.030433472	0.05876222	0.2584542	0.34588665	0.23839474	0.03912222
s	0.044849455	0.027641363	0.10262243	0.34417605	0.4384495	0.033292893	0.008968347
o	0.025685824	0.052024055	0.015007085	0.036933526	0.8603748	0.007290442	0.0026843003
m	0.05241627	0.053082794	0.06526815	0.16085128	0.26770827	0.29245353	0.10821973
ì	0.025033971	0.02040649	0.04005548	0.1290216	0.30049044	0.34055796	0.14443408
k	0.030904464	0.031166527	0.035666637	0.07051341	0.15062295	0.45535553	0.2257705
a	0.021134278	0.020263357	0.0282787	0.077989966	0.18193048	0.34468493	0.32571828
l	0.027534762	0.027590655	0.028721107	0.036670282	0.057239924	0.45522204	0.36702126
ò	0.028071914	0.025712093	0.03239514	0.05036281	0.10394394	0.53737456	0.2221396
</S>	0.02133029	0.021381257	0.022246292	0.028422978	0.044991437	0.36964524	0.49198246
