 	i	genitori	non	è	che	li	dimentichiamo	mai	</S>
u	0.89975995	0.09087431	0.009184494	9.518115e-05	4.041312e-05	4.393112e-05	1.6344555e-06	4.524839e-08	5.184549e-08
g	0.08780176	0.9097617	0.0024354632	9.803622e-07	7.374549e-08	1.6296951e-08	2.8065832e-09	1.5902644e-09	8.314382e-10
e	0.98815817	0.0067190803	0.0011782005	0.0032505607	0.00052783196	0.00015956163	6.570901e-06	6.6728845e-09	1.2211125e-09
n	0.204626	0.7850475	0.01022417	0.00010219193	9.8857704e-08	5.3174432e-08	1.4636265e-08	2.4113936e-10	2.5673458e-10
i	0.23781422	0.6546563	0.0631878	0.043932382	0.00032577117	7.5851625e-05	7.453055e-06	2.406013e-07	2.0402757e-08
t	0.14365752	0.7268197	0.12552382	0.003998641	2.4893143e-07	5.83425e-08	7.272466e-09	5.8078864e-10	6.5540895e-10
ò	0.17219193	0.4964128	0.12180405	0.11696296	0.07005812	0.020540806	0.0020234084	5.795392e-06	7.8033956e-08
r	0.045121826	0.20739475	0.5385628	0.20870745	0.00019247094	1.6922693e-05	3.6181552e-06	1.9677609e-08	2.1575968e-07
u	0.10522285	0.5209702	0.23707053	0.12975892	0.0062311874	0.0007156846	3.0547817e-05	5.6246265e-08	2.338359e-09
e	0.09882357	0.19552672	0.47497234	0.22407195	0.0065324795	6.29843e-05	1.0013359e-05	4.897028e-09	2.01528e-08
n	0.058260743	0.06770792	0.3195027	0.4608944	0.08847718	0.0048535033	0.000303315	9.2842484e-08	1.4480432e-07
è	0.112334825	0.09836035	0.21933497	0.3812092	0.14004016	0.045369502	0.0032194445	0.00013138965	1.6595733e-07
n	0.12194743	0.12522969	0.22450899	0.3926805	0.11955135	0.013984803	0.0020907426	4.761828e-06	1.7732144e-06
u	0.14921652	0.14869557	0.09163721	0.13537626	0.3416236	0.12884916	0.004436368	7.45331e-05	9.08319e-05
s	0.121169135	0.11680475	0.110815205	0.16564715	0.2183439	0.24982348	0.01647948	0.0002803289	0.0006365828
a	0.17168331	0.052463695	0.011363777	0.0970996	0.45111424	0.12306553	0.051175628	0.040948205	0.0010859888
l	0.04005987	0.03945999	0.052235637	0.116987295	0.2656662	0.43816456	0.04394697	0.0023204205	0.0011591021
l	0.0833009	0.0762541	0.06240596	0.11176706	0.26150343	0.06862702	0.2985014	0.030622205	0.0070179915
i	0.07119127	0.023175413	0.17393458	0.103287876	0.1745855	0.05318816	0.2916868	0.030095391	0.07885503
m	0.027931944	0.028612575	0.049313623	0.09851971	0.22271046	0.3857698	0.0729803	0.0939468	0.020214753
o	0.032855805	0.018636934	0.0064967074	0.041262135	0.15550274	0.21534571	0.4827757	0.029634682	0.017489674
n	0.054737058	0.05554011	0.05981787	0.07200509	0.10542251	0.19498938	0.25156075	0.073520236	0.13240694
ì	0.01702233	0.016753769	0.022308031	0.0376567	0.08122349	0.16936672	0.29147366	0.22635587	0.13783942
s	0.02254751	0.022631511	0.026082989	0.03361035	0.056429848	0.115973786	0.14069793	0.50087446	0.08115161
o	0.02391624	0.022520155	0.018251853	0.029524323	0.044993334	0.083106935	0.121089935	0.4311221	0.2254752
m	0.03155662	0.0313559	0.030511796	0.032767314	0.03546328	0.041957766	0.063248895	0.46527764	0.26786083
e	0.05115596	0.02822412	0.0060616066	0.03151603	0.057612382	0.067043774	0.101312235	0.4225939	0.23448004
m	0.025725674	0.025404941	0.023530027	0.026100148	0.027439965	0.03010464	0.03901529	0.38553974	0.41713956
a	0.06385729	0.018215997	0.0030394234	0.020514142	0.067400746	0.07314261	0.08056357	0.5215403	0.15172593
i	0.02166527	0.021567473	0.020830328	0.022089308	0.023062417	0.025237676	0.032886263	0.3626865	0.46997473
</S>	0.0358975	0.035892677	0.035916507	0.03614809	0.03661529	0.037767436	0.041742593	0.3798659	0.36015397
