 	mia	sorella	ancora	non	è	venuta	qui	</S>
t	0.9931352	0.006670822	0.00018803288	3.3958754e-06	5.3730497e-07	1.6320819e-06	1.5533172e-07	4.032771e-08
i	0.98364973	0.016345548	4.636625e-06	1.2982291e-08	3.1807115e-10	4.6948796e-11	4.929745e-11	2.2216064e-12
n	0.9655772	0.034422573	2.8626445e-07	7.888313e-09	1.37524125e-08	1.1546836e-08	8.268817e-10	8.4745183e-10
a	0.54932624	0.44142163	0.008093275	0.0011177867	3.3738368e-05	7.412792e-06	3.3091576e-09	9.344547e-09
d	0.37656337	0.5505279	0.07275949	0.00012419725	2.0424336e-06	2.3100905e-05	9.843985e-10	2.5010138e-09
r	0.18003805	0.7763095	0.042061664	0.0015600057	2.7250479e-05	3.4295097e-06	4.45047e-08	2.6510862e-09
e	0.87715393	0.12247681	0.00036804826	2.9053797e-07	7.1955554e-07	1.5002116e-10	2.8095553e-07	2.8477648e-10
f	0.1479614	0.8454855	0.006527638	2.4209614e-05	5.507264e-07	6.976708e-07	2.6431044e-09	1.065858e-08
f	0.17496501	0.76469904	0.036362782	0.023091558	0.0008733515	8.083446e-06	1.8562842e-07	7.577688e-09
ì	0.44982028	0.5499443	0.00023095992	3.4906561e-06	9.607667e-07	3.6496747e-11	4.5032305e-08	1.6644938e-09
m	0.19801073	0.73452693	0.053061225	0.0127436565	0.0016462369	7.6239085e-06	2.1996655e-06	1.4028766e-06
m	0.14165027	0.548277	0.26819742	0.040484395	0.001323881	5.9677393e-05	6.960323e-06	4.00259e-07
u	0.38896865	0.5931833	0.017824108	1.0737642e-05	1.1185203e-05	2.1648894e-10	1.8869129e-06	1.5312071e-07
a	0.072267815	0.11924298	0.7780129	0.012475624	0.017171845	0.0008272021	1.5177023e-06	1.7644459e-07
n	0.031038467	0.034650173	0.4275174	0.39081118	0.1141524	0.0018290395	2.4454286e-07	1.1138665e-06
k	0.11650928	0.093734756	0.33697394	0.40283078	0.043143917	0.006757111	4.790961e-05	2.3267175e-06
ò	0.6754909	0.228363	0.05005341	0.02936428	0.015287653	0.0006709258	0.00047270439	0.00029714583
r	0.019838756	0.03049626	0.23224483	0.4237036	0.23074958	0.062087122	0.0008070084	7.284399e-05
a	0.038123176	0.056091744	0.4599254	0.23792265	0.20152527	0.005066378	0.0009216724	0.00042374613
e	0.04420558	0.046170518	0.100237094	0.23746568	0.5605366	0.010923723	0.00025666112	0.00020411197
n	0.02404799	0.022295156	0.041863106	0.24346052	0.2667623	0.36340553	0.03554117	0.0026243238
ì	0.069704115	0.061354496	0.09570742	0.38533518	0.30711192	0.02477078	0.04851511	0.0075010075
r	0.032379005	0.03264346	0.044661783	0.20918308	0.25004402	0.2743386	0.15038341	0.006366597
t	0.04444751	0.044068057	0.07524569	0.41975403	0.31218803	0.037802152	0.048573665	0.017920861
e	0.16989647	0.03303912	0.020654669	0.15459363	0.329496	8.341246e-05	0.15725064	0.13498615
e	0.0447706	0.04476479	0.048941676	0.12278636	0.16562088	0.07180898	0.19468927	0.3066175
t	0.03544706	0.035209604	0.037111375	0.057252787	0.066399194	0.18449277	0.5462814	0.03780588
t	0.030831397	0.00933998	0.04864839	0.04267863	0.041528456	0.00028613964	0.74927425	0.07741272
ù	0.03599044	0.0091486955	0.00036457795	0.0054508336	0.0025259177	5.738283e-05	0.9278886	0.01857359
</S>	0.019518299	0.019553686	0.020521848	0.03266855	0.038755644	0.10648005	0.35403308	0.4084688
