 	stava	ancora	cucinando	</S>
ì	0.99463755	0.0050329235	0.00032297202	6.5700556e-06
s	0.9999676	3.1404874e-05	3.8323438e-07	7.031906e-07
t	0.76996523	0.2251265	0.0038417995	0.001066377
i	0.9999132	8.581821e-05	8.4123826e-07	1.3186114e-07
g	0.97975004	0.020208573	3.4729237e-05	6.684516e-06
g	0.92248	0.07598404	0.00061510276	0.0009208248
h	0.9998331	0.00016031928	2.8971024e-06	3.6585068e-06
e	0.9992442	0.00040518102	6.2006525e-06	0.00034449584
a	0.14569697	0.7792992	0.0019518752	0.07305195
n	0.07673592	0.5374887	0.14173785	0.2440375
k	0.10796892	0.7169455	0.04141646	0.1336691
ò	0.8512715	0.008604197	0.014569011	0.12555532
r	0.029072504	0.22882266	0.3882404	0.35386443
a	0.10714406	0.7234478	0.018796854	0.15061119
m	0.05362677	0.102689475	0.06763426	0.7760495
a	0.1672746	0.3481528	0.19379543	0.29077715
r	0.024628976	0.04196683	0.34362355	0.5897806
è	0.05516132	0.081122845	0.33650765	0.52720815
o	0.029098878	0.048713688	0.3612842	0.5609032
n	0.022314603	0.03983676	0.3954586	0.54239005
t	0.13072966	0.14306998	0.14639375	0.57980657
a	0.5700363	0.032858796	0.13082765	0.2662773
</S>	0.048219703	0.050693452	0.179503	0.72158384
