 	il	ladro	poteva	entrare	da	qui	</S>
o	0.97026116	0.029651392	3.8029862e-05	4.4543878e-05	4.827389e-06	5.207252e-08	1.025089e-08
l	0.5858542	0.4135241	0.00057493703	4.285105e-05	3.7764073e-06	6.42318e-08	7.381446e-08
à	0.27733767	0.6972832	0.023443041	0.0018667597	6.910405e-05	1.6629569e-07	8.943443e-09
d	0.27060547	0.7286036	0.0007886351	2.1261858e-06	6.363777e-08	3.177969e-08	4.8568722e-08
r	0.22911133	0.7198435	0.050786942	0.00025522674	3.0275453e-06	1.3845338e-08	3.8108063e-09
o	0.6913425	0.30757442	0.0010685702	1.4389759e-05	1.2222787e-07	2.9082791e-08	2.3815963e-11
ì	0.101614185	0.7587417	0.13927637	0.00036650026	1.2447141e-06	4.179951e-09	1.29731434e-08
s	0.062875964	0.43221548	0.5008488	0.004031976	2.7483535e-05	5.005997e-08	1.8938815e-07
o	0.061157625	0.31264573	0.54523754	0.080337085	0.0006190754	8.503394e-07	2.062292e-06
z	0.09773788	0.16115752	0.37051508	0.36756888	0.0030159843	1.167146e-06	3.4744166e-06
e	0.046294827	0.19368853	0.5254735	0.21369375	0.020303903	0.00052672526	1.8700344e-05
è	0.067625836	0.085405305	0.16555205	0.5023921	0.17864972	0.00028802516	8.693074e-05
m	0.06437894	0.08820542	0.20297487	0.40599376	0.23409332	0.0034229252	0.0009307941
b	0.07721996	0.088340424	0.17281653	0.5555065	0.09743839	0.005378188	0.0032999984
i	0.008268946	0.006509065	0.017194038	0.94880867	0.01919987	1.8383795e-05	1.0469892e-06
a	0.054960575	0.057302687	0.06740017	0.13948296	0.4166239	0.19399482	0.07023486
p	0.0311425	0.032303326	0.035149887	0.03872372	0.21008308	0.58635396	0.0662435
ò	0.08260232	0.05075999	0.09547054	0.17240223	0.15906279	0.41550386	0.024198217
t	0.021063711	0.021671377	0.024299214	0.043109275	0.12128544	0.47305322	0.29551777
t	0.02267643	0.022092974	0.026326247	0.046767402	0.12506098	0.47381744	0.28325847
u	0.021532953	0.0064920858	0.055382244	0.34326798	0.3468541	0.2254713	0.0009993385
</S>	0.029451068	0.02950446	0.029925128	0.03219927	0.041736025	0.31436527	0.52281874
