 	che	sapeva	che	non	può	fare	il	bagno	</S>
k	0.9779261	0.021985931	6.063013e-05	2.5873049e-05	1.1969498e-06	1.3808383e-07	1.11697496e-07	4.544372e-08	1.6462739e-08
a	0.82144725	0.17854586	5.7083007e-06	1.2392367e-06	1.5067341e-08	2.4198337e-09	6.2762207e-10	5.28779e-10	3.035571e-11
ì	0.2298993	0.7700954	5.286061e-06	8.111548e-09	5.0259585e-10	4.4366535e-10	1.668076e-10	1.5476902e-10	1.4617338e-10
s	0.16391744	0.8050002	0.030910756	0.00016972028	1.6407283e-06	1.6929891e-07	2.7833604e-08	6.8167947e-09	3.797158e-09
s	0.14397828	0.5483868	0.29342952	0.014184826	1.707348e-05	1.4600568e-06	1.9830295e-06	6.5336647e-09	2.4401159e-09
e	0.9796291	0.018278167	0.0020907703	6.0814943e-07	5.8847087e-07	4.535042e-07	3.048783e-07	1.096458e-09	1.7584139e-11
r	0.20021269	0.6262811	0.16271217	0.010775643	1.7545373e-05	7.417225e-07	1.1053356e-07	1.0529703e-08	9.243042e-09
e	0.07644632	0.3268985	0.5210393	0.046566267	0.028161243	0.0008445225	4.3789667e-05	1.4690511e-08	2.3221076e-09
k	0.12862779	0.21332741	0.6099819	0.04640682	0.0016214746	3.1651238e-05	2.7568115e-06	8.86781e-08	4.5525578e-08
a	0.12659556	0.11568894	0.5264266	0.031831812	0.14946221	0.04929996	0.0006875394	6.2842173e-06	1.1308015e-06
e	0.11667382	0.15256149	0.47203815	0.22271797	0.032224223	0.0034077084	0.0003755806	5.140159e-07	5.1388554e-07
s	0.04741923	0.055055555	0.122840464	0.6164724	0.15600592	0.0017649087	0.00043103515	4.3968075e-06	6.028161e-06
ò	0.03819261	0.024948034	0.09378298	0.15218161	0.48566732	0.20093773	0.003907215	6.396121e-05	0.00031854605
z	0.04832136	0.051805124	0.0828388	0.380791	0.38490123	0.046714764	0.004615871	4.672958e-06	7.173958e-06
i	0.021015625	0.025532134	0.071848854	0.3281188	0.3280257	0.20876528	0.016279215	0.00028239356	0.00013196196
k	0.076598294	0.07774318	0.08820607	0.1908262	0.26084203	0.11372676	0.19154502	6.815793e-05	0.00044431293
à	0.031250425	0.026494589	0.04354211	0.11108692	0.32427233	0.35560426	0.07418785	0.01853242	0.015029094
i	0.04194115	0.042474348	0.047038205	0.09696238	0.18672739	0.20552225	0.37347934	0.0014702457	0.004384724
o	0.044742655	0.04528002	0.049548436	0.09618952	0.17935668	0.033207282	0.526481	0.00792663	0.017267792
b	0.06417653	0.06436	0.06604953	0.08262526	0.11067547	0.02254421	0.5440983	0.014175583	0.031295143
à	0.029479086	0.024690872	0.031270724	0.042394247	0.08246209	0.10248426	0.3318329	0.2606196	0.09476627
g	0.026540376	0.026621457	0.027378386	0.034869682	0.04896061	0.059823077	0.31768057	0.27485326	0.18327259
n	0.021862106	0.020048026	0.022687458	0.02919762	0.043516017	0.054685522	0.26436678	0.15984163	0.38379484
o	0.03380651	0.0094495425	0.041459616	0.014663791	0.1275426	0.21726435	0.15792869	0.37458205	0.02330281
</S>	0.02309316	0.023235388	0.023375928	0.02475014	0.027151415	0.028578755	0.08876223	0.25640503	0.504648
