 	cosa	fa	Anna	il	sabato	mattina	</S>
t	0.99930525	0.0006117197	6.5267646e-05	1.3293987e-05	4.4206604e-06	2.4648973e-08	9.690253e-09
i	0.9873526	0.012141795	0.00047946975	2.5782409e-05	3.675594e-07	9.514378e-10	1.0695986e-11
k	0.30676174	0.6932101	2.7983335e-05	7.705463e-08	4.893639e-09	2.6587774e-10	2.5761057e-10
à	0.48838192	0.24276319	0.16174057	0.09442654	0.0126812635	6.465299e-06	4.2920238e-08
n	0.13442537	0.7523259	0.11315831	8.9609945e-05	7.957815e-07	5.3513002e-08	3.7798028e-08
n	0.13156147	0.7331609	0.13396503	0.0010601556	0.00025234307	8.37706e-08	7.103445e-10
i	0.6153476	0.36479673	0.018140446	0.0011243029	0.00059077755	6.150767e-08	4.1123438e-11
e	0.048590526	0.25686285	0.63395345	0.060343016	0.00025016925	6.8073613e-09	2.6449747e-09
A	0.09051478	0.12972154	0.53834665	0.23482764	0.00658858	6.3232204e-07	1.2393855e-07
n	0.05445868	0.08534841	0.44369808	0.36379734	0.052688047	6.9451994e-06	2.3919795e-06
n	0.050075375	0.09680998	0.53813756	0.27916974	0.035777476	2.518563e-05	4.6501686e-06
a	0.12959297	0.06342521	0.7035339	0.09532373	0.008037778	8.620255e-05	2.3645998e-07
o	0.04391689	0.054807954	0.19846879	0.60362875	0.09877287	0.00039981885	4.858012e-06
s	0.09084442	0.09698771	0.17239636	0.5127897	0.12095611	0.0055854255	0.0004401795
à	0.32966188	0.2360658	0.079105206	0.16283429	0.18417114	0.0057678274	0.0023939183
m	0.0347758	0.037036505	0.067352206	0.24112836	0.6044297	0.013754836	0.0015225749
b	0.03656612	0.039161	0.07363738	0.2660599	0.54558223	0.025225904	0.013767481
a	0.05160215	0.001092905	0.0222087	0.15349126	0.7707785	0.00077334954	5.309018e-05
p	0.046974983	0.04748877	0.057511237	0.11995392	0.46893477	0.0861058	0.17303054
o	0.036401004	0.03668527	0.044843324	0.12243664	0.42379257	0.10910447	0.2267367
r	0.050396245	0.049674846	0.05345083	0.06986349	0.18301839	0.18677823	0.40681797
n	0.026582656	0.026183672	0.029170934	0.06317508	0.24604034	0.368026	0.24082133
ò	0.009297577	0.00090879254	0.014820331	0.120975874	0.71817476	0.12134895	0.01447375
</S>	0.029359696	0.029528402	0.03163515	0.044208974	0.13097689	0.29941502	0.43487585
